,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
47,21095,2.43,46,15,33,15,57,21,418,98,121,83,28400,7,0,25,371,16,218,2,33,13
48,21097,2.57,85,37,35,86,53,73,725,210,315,0,18648,0,11,26,199,9,242,0,39,17
49,21099,2.49,190,105,90,35,204,52,1290,54,1029,52,18441,44,9,0,217,0,200,0,64,41
50,21101,2.41,348,65,51,21,104,52,1187,409,172,115,46396,0,78,81,480,13,671,0,51,15
51,21103,2.57,74,49,54,0,130,23,451,120,65,3,15455,51,16,0,199,2,206,20,55,18
52,21105,2.29,35,73,86,158,82,3,116,0,7,6,4720,0,10,0,25,0,97,0,4,0
53,21107,2.45,155,31,47,16,79,89,853,151,160,152,46518,0,40,15,472,65,665,2,47,119
54,21109,2.39,25,20,68,0,180,0,124,26,7,14,13357,0,7,0,137,0,49,0,26,0
55,21111,2.41,4083,38,56,27,97,6946,59515,13002,14677,10157,755809,5566,1216,1413,19003,3344,8534,467,3381,2856
56,21113,2.65,203,34,56,8,108,534,2226,571,669,381,50328,162,162,110,948,164,573,17,506,66
57,21115,2.53,73,32,50,42,79,11,340,19,115,35,23350,0,30,0,131,72,511,0,35,14
58,21117,2.58,1062,48,66,47,119,766,6170,1594,1326,1004,163007,570,245,691,6289,231,1914,236,497,286
59,21119,2.57,126,63,64,40,130,15,211,49,83,7,16000,0,0,0,118,7,337,0,37,48
60,21121,2.50,133,37,49,65,85,40,257,94,10,9,31809,0,0,27,247,63,214,0,129,25
61,21123,2.60,75,45,50,0,120,69,501,100,156,15,14149,0,0,8,321,9,124,4,0,0
62,21125,2.54,415,66,58,42,120,94,917,317,313,167,59751,32,73,14,818,26,719,91,180,265
63,21127,2.60,30,21,38,24,77,56,258,6,45,90,15821,58,0,33,125,0,296,4,46,0
64,21129,2.20,16,24,27,0,72,0,62,28,10,4,7119,0,7,0,83,18,58,0,5,26
65,21131,2.59,20,16,32,0,78,5,31,7,8,3,10997,6,0,0,21,0,52,0,0,0
66,21133,2.44,107,49,56,41,115,31,393,69,75,103,23671,0,24,39,128,0,266,6,12,0
67,21135,2.54,49,37,38,8,88,3,237,41,71,9,13790,0,8,0,93,100,40,0,4,0
68,21137,2.48,114,48,75,0,182,12,332,38,222,0,24498,0,12,0,211,16,147,0,29,137
69,21139,2.44,14,17,14,0,31,2,186,24,36,18,9394,19,107,10,112,3,246,0,16,0
70,21141,2.44,114,41,49,37,94,97,907,105,441,10,26851,0,84,2,143,30,435,0,101,111
71,21143,2.19,33,44,26,0,72,62,258,30,131,36,8402,13,12,9,178,58,276,5,45,0
72,21145,2.33,288,36,53,12,113,329,2041,179,510,502,65408,115,78,66,892,96,1092,8,330,49
73,21147,2.56,35,24,15,45,23,15,668,114,165,13,18001,22,0,0,436,0,155,0,0,0
74,21149,2.50,66,78,71,0,160,11,173,32,9,26,9500,50,18,3,71,7,72,0,62,6
75,21151,2.49,314,23,48,16,84,219,3166,524,567,783,85838,402,148,125,1978,165,2288,79,331,188
76,21153,2.57,79,64,60,61,128,27,42,29,8,0,12979,0,0,7,118,25,339,0,0,0
77,21155,2.51,152,69,70,22,155,5,606,156,100,159,19717,13,5,0,322,47,148,0,24,114
78,21157,2.43,109,37,40,13,88,74,304,34,61,58,31181,0,32,46,833,16,343,0,129,14
79,21159,2.57,80,74,44,0,119,3,291,103,35,1,12631,18,8,8,72,78,105,0,0,38
80,21161,2.52,63,34,55,4,105,12,563,14,300,7,17296,0,8,0,207,6,278,0,17,54
81,21163,2.73,95,33,70,15,145,132,815,180,142,118,29098,23,70,152,612,45,481,11,147,78
82,21165,2.56,8,11,48,17,107,0,97,0,36,16,6343,0,9,10,62,0,69,0,21,10
83,21167,2.40,82,39,57,10,128,95,652,202,297,31,21342,0,43,98,383,36,366,0,22,42
84,21169,2.51,37,43,115,0,218,30,99,0,48,10,9985,0,21,24,47,0,316,0,6,10
85,21171,2.39,27,29,36,0,86,17,410,132,97,25,10765,0,3,0,78,27,248,0,43,72
86,21173,2.61,112,34,57,12,120,50,497,235,118,7,27167,0,33,0,309,0,233,0,19,34
87,21175,2.45,74,63,67,11,131,17,183,7,56,10,13428,8,5,4,78,8,225,0,21,43
88,21177,2.60,163,52,54,59,103,24,396,44,124,67,31309,14,37,0,337,9,325,0,214,20
89,21179,2.62,217,42,70,41,128,163,1106,269,320,43,44564,32,125,191,831,9,552,36,112,22
90,21181,2.47,21,29,49,0,148,15,202,0,191,0,7075,0,0,0,37,0,101,0,7,163
91,21183,2.70,126,58,72,124,133,18,398,214,31,23,24065,24,43,103,257,0,404,0,35,0
92,21185,2.98,137,23,47,13,121,389,3236,750,696,341,63037,439,189,131,2360,333,816,134,320,441
93,21187,2.59,49,44,52,0,145,0,54,0,0,2,10711,0,0,2,117,43,67,7,0,7
94,21189,2.56,11,21,45,50,73,12,18,0,6,0,4616,0,0,0,0,0,18,0,0,20
95,21191,2.67,31,21,56,0,108,15,199,0,58,0,14514,0,3,85,229,7,88,0,30,0
96,21193,2.47,64,22,50,12,118,48,322,70,190,0,28041,24,62,0,333,23,503,3,36,119
97,21195,2.38,234,37,51,49,93,76,919,115,223,244,63434,22,3,69,640,6,954,11,96,114
98,21197,2.56,42,28,57,72,89,8,185,60,20,22,12447,0,52,0,81,16,174,16,23,0
99,21199,2.45,402,55,60,19,140,116,1387,161,502,225,63635,26,64,22,1004,2,587,67,156,46
100,21201,2.31,0,0,12,0,24,0,47,0,39,8,2208,0,0,0,23,0,65,0,11,0
101,21203,2.51,57,37,43,56,86,8,134,2,29,0,16942,0,3,51,153,0,172,13,5,6
102,21205,2.44,103,23,49,29,86,31,625,67,70,100,23608,11,223,185,248,29,419,13,70,0
103,21207,2.48,69,33,39,19,82,39,358,181,53,1,17669,0,0,9,172,26,161,0,5,15
104,21209,2.65,173,29,53,0,107,158,2360,795,342,337,50178,40,200,228,1557,294,1070,41,188,72
105,21211,2.67,220,42,58,41,110,243,3780,1671,354,401,44290,20,50,25,893,142,681,54,309,98
106,21213,2.56,82,42,57,0,99,12,309,40,126,30,17704,28,19,82,90,0,313,0,157,13
107,21215,2.72,90,57,62,0,129,67,377,68,175,42,17577,14,104,17,283,59,138,13,80,33
108,21217,2.46,80,22,40,26,79,103,603,48,264,130,24993,5,0,64,246,0,403,0,52,175
109,21219,2.70,33,27,63,53,118,21,1185,71,860,7,12524,20,27,2,71,32,258,0,14,195
110,21221,2.35,26,20,42,0,107,70,947,51,713,83,14250,0,86,10,117,6,108,20,188,441
111,21223,2.46,39,46,50,0,104,12,221,44,11,1,8783,0,4,12,113,0,81,10,27,4
112,21225,2.43,65,40,46,19,87,18,296,33,97,16,15138,12,4,15,213,23,164,0,0,26
113,21227,2.48,679,37,52,22,89,1988,12585,2518,3303,2678,118950,1415,294,260,2214,243,2394,260,800,182
114,21229,2.56,52,41,54,30,104,29,440,119,170,14,11910,0,5,0,129,10,184,0,62,10
115,21231,2.57,193,96,70,20,110,8,416,253,64,6,20655,0,13,55,399,2,178,0,21,51
116,21233,2.54,38,32,47,40,92,79,708,232,205,3,13357,0,33,0,140,16,162,0,0,7
117,21235,2.60,277,63,71,40,111,88,484,50,132,50,35794,60,23,39,343,0,533,0,20,14
118,21237,2.45,0,0,54,0,143,0,14,0,0,0,7261,0,0,23,46,0,110,0,8,0
119,21239,2.55,6,2,50,0,85,104,1932,832,137,55,25317,0,52,48,608,42,732,36,167,109
120,39001,2.56,32,10,41,19,84,82,443,33,192,6,28229,0,21,15,443,38,269,10,107,16
121,39003,2.53,739,55,62,49,116,276,2385,232,629,474,105196,224,374,383,4315,230,775,238,472,1575
122,39005,2.50,160,25,56,22,110,359,2830,111,2113,134,53189,289,133,1037,2304,269,875,315,402,1042
123,39007,2.48,720,62,64,25,134,452,6287,737,3611,280,99777,353,498,3111,10232,483,1060,1398,1580,442
124,39009,2.47,318,22,25,4,46,221,3486,130,743,1545,64974,587,145,869,2651,306,894,284,232,147
125,39011,2.49,149,33,60,45,112,149,1012,87,387,156,45873,56,74,141,1102,23,246,57,288,335
126,39013,2.35,203,30,35,10,73,338,1439,86,576,169,69560,326,57,1485,7234,553,1429,951,195,367
127,39015,2.62,346,71,87,23,164,85,623,31,134,63,44247,17,35,86,1151,78,228,35,120,27
128,39017,2.68,1892,38,55,15,106,2608,24611,5548,5922,5244,372538,1315,698,2507,16187,1653,2852,435,1879,1328
129,39019,2.54,68,26,52,1,142,102,873,21,616,48,28361,21,28,223,1684,103,248,289,160,425
130,39021,2.53,156,37,46,2,91,102,673,97,201,138,39393,34,43,121,1090,26,456,55,187,283
131,39023,2.44,926,54,53,16,110,529,5262,1053,1208,611,136827,274,398,748,4361,277,1434,175,647,366
132,39025,2.65,662,29,52,25,99,1114,6166,502,1847,1025,200285,488,419,1081,6756,507,1598,323,1019,491
133,39027,2.53,270,53,57,19,118,176,596,117,196,5,41892,133,51,175,781,63,501,49,350,113
134,39029,2.43,527,47,62,24,123,245,2256,573,689,149,105987,274,124,668,8754,271,1743,1537,738,1135
135,39031,2.53,77,20,58,0,128,77,2596,37,2359,64,36724,8,46,179,1357,139,644,43,323,240
136,39033,2.37,264,58,63,33,133,60,607,113,128,184,42725,61,85,234,1488,69,392,82,412,290
137,39035,2.31,7262,38,49,22,86,34371,135084,15240,53280,19683,1263189,21131,2948,37853,111654,19262,7221,35542,6429,3506
138,39037,2.48,199,38,67,9,157,140,910,176,351,46,52356,33,68,135,1110,90,327,7,148,157
139,39039,2.49,289,66,61,73,109,166,1827,406,413,11,38669,89,128,467,1073,88,328,117,232,311
140,39041,2.78,349,19,48,0,103,1944,13043,400,4641,4636,185433,1210,514,2233,14467,1684,2131,1274,1755,1074
141,39043,2.35,338,37,46,14,104,371,2236,403,648,185,76141,236,304,1449,6829,269,452,618,424,423
142,39045,2.66,653,40,60,10,134,668,5076,366,1556,1055,149112,473,333,728,6719,596,1369,483,1045,791
143,39047,2.44,112,34,57,9,134,11,858,255,278,116,28769,33,8,25,402,53,230,10,24,22
144,39051,2.59,177,41,66,55,135,135,1725,311,271,35,42485,197,229,547,1310,203,202,114,352,749
145,39053,2.56,63,19,48,23,91,63,907,5,602,104,30565,19,45,41,476,83,311,45,143,275
146,39055,2.67,149,17,59,9,139,1556,10335,169,9407,211,93874,406,272,4204,11531,1234,1029,2054,1141,1115
147,39057,2.41,548,24,47,3,84,1364,9892,727,2767,3059,164192,1518,447,1425,6206,549,2118,548,1539,665
148,39059,2.51,91,21,34,26,62,137,997,84,622,97,39626,138,52,213,1063,113,784,758,236,177
149,39061,2.37,4286,35,52,18,91,7187,51878,7879,17531,9637,804194,4545,1670,4186,37036,6068,6092,1299,4473,2325
150,39063,2.37,305,34,54,15,103,287,3309,299,692,662,75428,766,380,503,2944,176,437,190,286,947
151,39065,2.55,383,86,80,12,157,143,1450,42,1001,98,31736,62,90,98,697,49,310,41,161,288
152,39067,2.45,90,60,72,32,170,30,360,23,248,4,15633,5,27,190,1150,32,456,89,43,49
153,39069,2.52,166,52,79,13,180,52,1019,207,179,77,28015,0,151,251,768,25,142,44,99,205
154,39071,2.55,333,71,68,57,125,106,811,71,464,108,43170,0,110,110,746,26,260,41,105,177
155,39073,2.48,105,37,53,9,117,158,383,11,134,111,28914,86,11,243,680,51,260,12,73,136
156,39075,3.36,70,17,79,0,160,120,18424,50,18125,60,43436,183,0,170,262,100,244,64,180,3427
157,39077,2.58,244,37,47,0,114,249,3523,1093,968,149,58937,120,148,1101,2815,101,451,554,318,438
158,39079,2.50,137,35,52,10,108,88,1021,162,290,69,32854,194,96,90,682,0,340,36,56,55
159,39081,2.35,312,37,48,17,95,438,1642,109,814,206,68053,250,102,1449,10277,431,1293,1282,154,142
160,39083,2.53,213,29,56,3,116,411,2915,62,2203,164,61004,52,156,260,2535,336,484,112,383,474
161,39085,2.39,772,29,47,12,99,6053,16246,2784,8179,962,229437,1119,848,10878,37100,1973,2045,5742,2575,694
162,39087,2.60,213,30,54,56,113,106,738,136,316,94,61827,17,78,106,764,231,738,37,210,163
163,39089,2.57,768,40,55,22,104,805,5075,428,2066,911,168693,412,414,2273,10405,593,1728,442,1430,482
164,39091,2.42,263,57,66,27,132,151,1808,114,1171,104,45484,139,61,178,1449,15,601,12,209,443
165,39093,2.50,1695,45,49,25,104,2735,22472,4760,4466,1902,303152,2170,1042,13748,26246,2221,2762,9511,1802,780
166,39095,2.40,2651,40,52,20,96,2923,25510,3080,5962,4032,436261,6759,3130,10157,18031,2756,3091,1296,2391,2137
167,39097,2.57,156,37,49,10,109,111,1424,259,640,234,43456,142,80,183,1621,82,332,83,280,526
168,39099,2.32,1151,37,43,17,86,2231,13751,3133,4916,1049,234550,2153,421,5880,44953,1978,2611,16749,2034,1328
169,39101,2.43,506,74,69,70,126,119,2659,513,649,182,65943,134,71,312,3088,129,569,142,257,230
170,39103,2.63,342,19,46,7,101,2463,8119,529,4587,740,174831,1312,651,7525,19560,1571,1535,6253,1017,1411
171,39105,2.49,134,53,57,6,140,18,158,41,55,19,23473,30,115,18,338,37,263,0,120,43
172,39107,2.54,110,30,63,0,146,49,787,80,300,236,40863,3,26,129,475,58,304,12,67,241
173,39109,2.49,290,25,48,13,103,301,2593,268,561,902,103517,192,175,588,3554,252,1049,229,613,850
174,39111,2.37,12,8,61,0,160,20,460,23,417,0,14547,0,2,88,485,22,118,44,101,447
175,39113,2.32,3513,47,54,22,99,3752,28994,3770,7595,8045,533763,3173,1311,4160,18611,2248,5642,1317,3159,1624
176,39115,2.41,70,50,57,44,116,46,348,10,288,18,14913,3,10,133,296,48,193,11,22,73
177,39117,2.73,163,47,48,16,91,79,1312,33,951,29,34996,0,60,563,1024,107,599,51,152,104
178,39119,2.45,525,49,57,13,120,343,1550,103,714,187,86016,324,108,241,2105,87,1129,197,312,143
179,39121,2.45,20,20,64,0,114,19,402,23,238,0,14508,26,30,112,500,6,164,271,77,20
180,39123,2.33,159,39,45,64,71,105,1193,151,329,127,41162,128,237,1444,1685,123,207,613,245,290
181,39125,2.48,111,65,74,5,174,64,625,191,112,40,19165,39,23,160,333,18,34,27,77,298
182,39127,2.59,103,29,48,7,108,40,637,45,324,27,36025,67,88,624,1673,11,149,88,116,212
183,39129,2.68,151,25,50,28,105,268,941,43,408,52,56515,21,129,398,1499,146,524,69,139,99
184,39131,2.55,132,42,54,37,101,7,810,35,428,106,28396,0,12,139,245,36,321,11,120,277
185,39133,2.54,568,22,39,8,70,1860,7035,506,2716,1751,161897,1291,433,5571,17762,1829,1937,3215,1321,1023
186,39135,2.56,98,23,39,10,85,194,741,68,377,157,41682,81,53,380,1047,108,515,8,276,184
187,39137,2.60,115,38,62,0,135,59,1071,314,141,35,34184,33,66,77,613,48,88,15,94,540
188,39139,2.40,464,36,50,44,101,619,4276,286,2638,230,122312,128,210,1422,6232,215,1633,494,702,1448
189,39141,2.52,343,42,50,38,97,101,1978,452,530,381,77334,69,442,68,1441,65,1002,77,318,311
190,39143,2.49,328,47,55,19,121,203,2981,570,331,166,60187,77,348,803,2359,93,232,158,209,186
191,39145,2.50,527,55,48,49,81,118,1254,233,250,293,78017,27,57,173,1751,107,888,90,129,212
192,39147,2.45,146,21,46,6,99,195,1524,175,299,289,55929,54,108,359,2711,38,236,96,348,346
193,39149,2.62,316,61,68,5,143,110,1350,157,385,273,49067,122,158,201,918,38,256,41,228,199
194,39151,2.43,2064,44,53,12,113,2845,12503,1394,5973,1502,374979,2227,1085,6650,39650,1531,4012,4097,2590,5893
195,39153,2.41,2530,35,46,19,88,6984,29673,1830,12378,8056,541847,5782,977,15793,48137,4967,5062,10159,4127,2644
196,39155,2.33,1063,43,47,18,98,1777,10341,313,7292,764,206373,781,310,5056,26706,1882,2423,6940,1268,788
197,39157,2.49,250,26,53,12,107,235,5182,781,3635,48,92697,62,93,800,7202,132,1199,299,546,3932
198,39159,2.73,206,30,57,24,122,271,2179,58,984,718,53470,97,140,290,2241,221,498,85,540,329
199,39161,2.49,96,32,49,17,114,79,428,75,183,36,28576,30,0,111,514,34,244,34,119,217
200,39163,2.63,105,76,89,0,234,19,323,21,81,7,13234,0,3,1,302,10,171,24,59,2
201,39165,2.73,567,27,47,10,114,1882,15586,1455,4512,5450,219916,818,607,1516,9443,1338,1947,486,1459,691
202,39167,2.38,255,38,50,30,106,139,1326,105,317,315,61351,101,210,298,1749,210,1074,74,295,281
203,39169,2.60,468,37,64,18,117,412,11859,571,9151,632,115371,122,239,1606,5424,522,1163,755,652,6552
204,39171,2.39,283,69,76,23,172,173,1099,212,332,53,37386,93,193,216,1107,107,219,124,248,231
205,39173,2.44,399,20,45,5,77,837,6916,774,1891,1378,128885,892,688,2692,5667,912,1174,780,1302,1006
206,39175,2.38,65,29,50,13,107,6,597,244,135,14,22467,0,58,32,750,21,51,0,79,230
207,42001,2.55,345,30,45,15,95,706,6205,2292,833,410,101767,155,326,553,5377,724,1372,295,545,413
208,42003,2.26,5042,29,50,11,85,17896,84383,4316,39120,22531,1231145,8691,2068,22674,201116,20375,18071,46209,11296,2926
209,42005,2.36,263,39,44,38,86,150,1179,119,772,79,67979,118,61,623,6685,364,1569,2162,476,164
210,42007,2.38,609,32,45,27,84,1260,4582,263,2446,545,169785,822,424,2732,30658,1804,5083,4998,1658,435
211,42009,2.43,200,44,46,47,93,70,1437,61,956,91,49086,18,52,260,1624,111,589,208,275,517
212,42011,2.61,2135,40,53,16,106,3761,66288,21633,10378,3548,413965,746,1279,3440,41547,3593,2255,3406,2311,2734
213,42013,2.41,466,32,45,21,83,356,3159,233,1626,357,126448,350,215,699,13417,643,2156,935,998,538
214,42015,2.52,319,49,53,16,110,237,1607,161,839,198,62228,90,158,249,4474,363,751,297,517,288
215,42017,2.65,1757,25,47,6,90,17709,66730,6684,33385,11712,626583,2028,2352,7681,99289,16454,4815,4398,4568,2134
216,42019,2.42,475,24,40,18,78,1168,5054,340,2555,940,185689,900,588,2262,24178,2034,6018,4795,1523,524
217,42021,2.28,594,37,48,21,92,329,3816,464,1474,484,139381,924,197,3709,16667,2122,1215,9275,968,339
218,42023,2.20,8,16,35,0,81,37,76,6,28,0,4869,9,32,8,683,10,62,71,232,33
219,42025,2.48,227,34,33,7,74,974,2623,166,1353,144,64634,47,151,757,8172,1130,184,2946,208,124
220,42027,2.47,449,16,37,7,55,1899,15549,450,5930,6059,157823,772,446,1189,11918,2832,2166,2106,2109,778
221,42029,2.66,1344,23,49,10,96,8696,57244,13407,19049,11080,509797,1884,1759,4464,77807,7014,6004,4382,5095,2167
222,42031,2.39,207,38,48,27,73,120,1530,113,1036,127,39454,73,170,236,2674,130,918,140,421,392
223,42033,2.38,296,37,42,46,76,264,3394,922,1172,311,81343,409,99,547,6691,493,1334,1870,1932,182
224,42035,2.52,199,35,48,2,96,179,2101,55,1597,145,39614,12,51,69,3889,179,329,205,352,334
225,42037,2.40,363,36,41,18,80,482,2044,268,927,375,66912,95,202,388,5506,700,446,819,510,147
226,42039,2.42,371,36,60,16,129,369,5128,85,4098,479,87343,131,279,918,7213,557,2153,1084,1618,1209
227,42041,2.38,637,22,47,9,95,2910,18649,1212,8568,4475,241427,1893,829,1757,19048,1726,4402,1954,1788,2323
228,42043,2.41,1716,47,58,38,98,3161,29077,5563,9112,4758,271094,1479,671,1642,19205,2115,3330,1944,1227,1463
229,42045,2.65,2868,36,55,11,96,10069,61649,4915,25608,16594,561683,2661,1193,2320,97617,7279,4535,2225,3189,953
230,42047,2.34,90,30,43,10,100,107,505,24,396,26,31370,7,251,87,5873,90,202,211,1799,399
231,42049,2.43,1482,40,49,14,90,4438,17670,1863,7637,2081,279858,1880,1202,2866,35050,3805,3784,3977,5962,628
232,42051,2.41,764,49,51,26,110,516,3054,249,1489,424,134851,675,118,2932,18808,1898,1691,7631,522,307
233,42053,1.86,4,25,17,0,78,26,606,105,92,47,7581,2,25,18,331,47,111,54,132,21
234,42055,2.56,534,31,48,9,87,771,9814,2200,2815,764,152285,195,425,554,6369,499,2575,550,1081,1739
235,42057,2.46,63,47,50,62,92,41,229,47,107,19,14694,12,59,15,517,45,192,15,105,45
236,42059,2.33,186,46,60,29,123,81,1215,172,295,78,37938,153,56,442,3285,596,1102,696,97,115
237,42061,2.36,228,50,68,17,144,199,1525,231,620,79,45906,64,156,180,3058,289,740,261,268,152
238,42063,2.41,255,20,41,22,69,203,5255,240,3479,724,87895,319,208,1648,10381,803,2496,2693,651,175
239,42065,2.38,197,45,64,23,127,87,1609,58,1271,60,44756,63,65,371,5202,125,898,602,873,142
240,42067,2.61,31,13,57,11,119,31,2149,329,1399,16,24829,2,136,42,697,102,356,42,50,435
241,42069,2.41,688,24,35,11,61,2021,18081,3618,7837,1660,213459,1033,699,1519,49915,7991,707,5662,798,965
242,42071,2.64,1920,31,62,15,118,4840,78174,11652,36736,7022,530216,1014,1265,2639,29467,3532,5682,1808,3682,17845
243,42073,2.38,485,47,47,46,91,579,3675,204,2394,318,89162,1241,153,1258,21960,681,2924,1702,600,163
244,42075,2.54,668,44,60,21,122,1352,13741,4028,3311,1024,135776,259,327,1384,8805,881,1339,1204,903,3010
245,42077,2.60,2197,47,54,31,94,5351,76327,21179,11945,5726,356756,7083,888,6414,30724,3595,1781,9438,1931,1331
246,42079,2.39,1869,45,51,18,102,2217,29370,9153,6338,1753,320095,2665,451,1980,55756,10189,770,17776,1377,304
247,42081,2.42,600,42,55,3,106,519,3993,355,1732,364,116656,223,348,338,8853,597,1389,518,1353,370
248,42083,2.29,297,57,63,18,140,144,1153,140,358,147,42884,11,208,111,4931,103,553,316,3266,256
249,42085,2.37,398,29,47,10,98,544,5062,329,3509,480,115320,386,183,2153,14228,1044,3634,4218,1092,532
250,42087,2.46,182,37,57,32,116,109,3886,123,3296,170,46675,14,47,193,2082,75,737,128,375,843
251,42089,2.89,749,33,43,8,93,5422,24526,3905,7403,1950,167881,1180,452,1510,27954,2577,814,1189,1173,398
252,42091,2.57,1423,15,45,6,79,16744,101360,9726,37079,33939,812970,3473,2253,7864,124961,25395,7087,5306,6168,3259
253,42093,2.41,35,17,36,14,55,62,1032,125,377,260,18508,84,52,149,883,65,115,200,127,134
254,42095,2.56,980,27,42,14,79,5393,35274,7639,10169,3364,299616,2036,1014,9173,44551,3346,2006,7011,2124,751
255,42097,2.27,449,48,57,22,124,471,3725,587,1909,156,94006,99,78,453,7720,719,304,982,254,267
