,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
43,21087,2.97,37,38,3,89,12,18,57,18,0,0,0,55,7,0,84,0,11,49,0,0
44,21089,3.12,12,44,33,86,18,32,45,87,23,20,26,826,14,18,391,26,48,29,336,0
45,21091,3.00,95,68,49,178,0,45,68,0,0,0,0,283,0,0,7,0,0,20,0,4
46,21093,3.09,49,64,21,123,26,996,637,1559,825,50,178,1076,62,86,1474,41,1047,321,610,446
47,21095,3.41,44,63,32,144,8,46,180,0,0,2,0,178,6,0,43,0,43,0,44,10
48,21097,3.28,35,24,131,7,8,137,172,0,0,17,26,183,0,0,146,0,25,12,22,0
49,21099,3.15,84,85,28,207,20,42,98,17,12,13,0,496,0,8,114,0,54,226,43,0
50,21101,2.99,47,61,33,124,16,156,286,24,0,0,155,723,122,0,456,38,409,22,97,9
51,21103,2.96,90,62,45,148,6,150,101,8,0,0,0,281,79,0,256,10,1,22,76,1
52,21105,3.23,0,44,0,102,18,19,12,2,2,0,7,11,0,0,18,0,3,0,0,0
53,21107,3.03,23,43,4,92,16,124,480,183,56,0,5,471,0,0,211,0,111,20,124,34
54,21109,2.87,51,55,0,149,0,0,15,23,0,0,0,54,0,0,0,0,0,0,0,0
55,21111,3.05,49,59,38,106,22,17126,13360,10813,4810,1969,1374,9809,1593,340,7926,720,18266,2977,3970,1541
56,21113,2.98,26,52,31,111,8,579,516,212,108,177,112,746,88,79,542,26,76,150,232,17
57,21115,2.82,25,69,41,124,33,0,16,78,51,0,0,92,9,0,57,0,42,0,43,0
58,21117,3.14,39,65,46,120,19,1406,1700,725,224,170,374,2524,681,96,1976,139,707,457,1531,158
59,21119,3.22,44,54,24,116,17,7,0,31,31,0,0,92,0,0,26,0,2,7,6,0
60,21121,3.15,57,54,83,102,4,3,62,53,0,55,0,657,8,0,64,0,0,12,59,0
61,21123,3.40,58,41,31,92,4,152,75,0,0,0,2,112,10,0,101,0,23,28,40,0
62,21125,3.03,42,67,80,128,13,324,322,78,0,0,0,498,49,0,305,0,22,478,212,6
63,21127,3.24,5,33,0,74,10,20,149,48,18,0,0,74,8,0,76,0,0,0,32,0
64,21129,3.06,3,71,70,167,2,64,61,3,3,1,0,117,0,0,11,0,0,4,1,0
65,21131,3.16,20,38,0,88,8,7,19,0,0,0,0,114,0,0,13,0,0,0,36,0
66,21133,3.21,47,51,22,99,24,38,8,39,10,0,0,190,7,9,59,10,0,0,40,0
67,21135,3.27,16,49,34,99,14,15,48,23,0,0,12,292,0,0,101,0,0,0,63,0
68,21137,3.07,25,43,56,94,2,15,32,14,0,0,0,218,0,8,181,0,0,16,7,0
69,21139,3.08,72,62,0,172,5,5,39,31,10,0,0,233,16,4,101,0,0,9,29,58
70,21141,2.84,51,65,67,127,16,329,349,1,0,62,0,92,0,0,260,0,92,17,85,79
71,21143,2.53,7,22,0,62,0,21,13,0,0,0,9,56,0,3,114,0,19,20,96,0
72,21145,2.90,33,63,15,144,9,583,411,248,76,33,126,983,170,33,902,31,115,97,492,8
73,21147,3.02,0,35,33,77,0,94,77,33,13,11,0,280,0,0,34,4,72,0,50,23
74,21149,3.05,71,65,13,129,32,1,18,0,0,0,0,102,12,0,39,0,0,0,38,0
75,21151,2.94,35,59,33,96,26,641,651,476,308,22,84,848,200,85,929,67,191,274,649,64
76,21153,3.35,73,64,21,156,6,0,68,0,0,0,0,143,0,0,6,0,21,0,13,0
77,21155,3.16,61,73,35,160,20,98,254,122,99,0,21,48,17,0,85,0,187,0,30,15
78,21157,2.93,26,44,0,107,13,115,100,22,0,0,0,764,10,0,403,10,7,10,131,0
79,21159,3.00,0,25,0,9,44,139,87,8,0,9,0,56,0,0,17,9,59,0,15,9
80,21161,3.04,80,62,44,116,27,124,115,3,3,0,0,181,0,0,50,0,0,66,26,3
81,21163,3.29,28,45,0,96,13,76,215,121,30,43,38,410,0,0,307,10,20,34,147,0
82,21165,3.66,58,56,124,98,0,31,67,25,17,0,0,117,0,0,0,0,0,0,6,0
83,21167,3.08,28,86,0,176,45,4,46,26,26,0,0,501,12,0,152,0,0,37,71,0
84,21169,2.96,31,62,9,142,20,78,88,36,36,0,0,150,0,0,73,0,0,12,26,0
85,21171,3.06,36,35,0,64,25,195,216,0,0,0,0,2,47,0,176,0,0,52,14,0
86,21173,3.07,40,60,61,123,8,252,194,14,0,0,33,222,0,2,136,0,104,0,43,15
87,21175,3.06,46,47,0,100,19,40,208,0,0,0,5,273,5,0,21,0,18,4,25,10
88,21177,2.91,27,51,44,118,2,145,144,33,29,0,0,700,3,0,135,0,29,70,110,20
89,21179,3.06,72,87,32,165,39,336,320,147,111,0,22,378,23,12,481,55,53,22,272,0
90,21181,2.90,122,112,104,167,72,30,25,14,14,0,0,126,0,0,15,0,0,0,0,0
91,21183,3.28,33,68,4,150,16,190,219,23,16,0,6,358,4,16,24,0,17,19,118,7
92,21185,3.18,19,45,5,108,28,1126,935,286,76,40,238,1197,114,133,1075,103,107,274,723,153
93,21187,2.81,37,99,41,202,29,113,73,11,11,0,42,153,2,0,15,11,0,54,34,0
94,21189,3.48,4,33,0,46,25,0,2,0,0,0,12,0,0,0,0,0,2,0,0,0
95,21191,3.29,31,66,93,126,14,6,6,0,0,0,0,295,46,0,29,0,0,0,67,0
96,21193,3.09,46,41,26,88,7,14,11,20,1,0,0,63,0,0,96,4,40,25,51,45
97,21195,2.88,21,57,75,116,8,149,214,141,56,0,9,658,102,0,299,19,34,13,204,7
98,21197,3.21,32,71,45,111,45,24,0,10,10,0,0,261,0,0,27,94,88,0,25,23
99,21199,2.84,50,57,22,125,15,575,334,128,77,4,0,646,21,28,323,0,0,219,375,47
100,21201,3.94,86,184,0,506,0,0,0,0,0,0,0,30,0,0,9,0,0,0,22,0
101,21203,3.13,17,49,23,116,5,0,0,4,0,0,0,138,8,0,46,0,0,0,146,0
102,21205,2.95,38,68,64,101,36,100,227,160,48,14,0,242,78,0,64,0,92,6,308,0
103,21207,2.92,24,36,3,66,19,291,168,0,0,0,17,39,19,0,79,17,1,20,76,0
104,21209,3.01,28,45,19,104,3,703,451,288,84,0,49,542,110,4,760,55,52,209,323,0
105,21211,3.08,35,58,26,111,27,2097,1648,173,76,0,17,769,33,35,419,0,111,91,262,55
106,21213,2.96,86,67,107,115,16,3,15,44,0,0,20,254,0,0,113,0,8,16,98,0
107,21215,3.06,83,84,31,164,53,25,68,14,0,5,31,137,48,0,178,38,14,25,155,0
108,21217,2.99,54,59,55,128,4,193,56,158,58,9,11,216,20,11,185,11,36,189,40,16
109,21219,3.13,39,78,24,170,18,268,215,8,8,0,0,40,0,7,136,0,14,483,23,0
110,21221,2.71,0,52,0,134,7,5,38,0,0,10,68,251,0,56,123,0,84,155,28,0
111,21223,2.97,20,23,0,63,0,90,150,9,0,0,0,71,47,0,70,0,0,0,29,0
112,21225,2.98,63,68,41,107,47,101,76,56,15,38,17,119,14,0,0,0,16,53,57,37
113,21227,3.03,29,55,7,94,26,3069,2723,2101,1404,348,216,1728,129,50,1320,144,292,121,634,99
114,21229,2.86,70,111,0,302,11,135,72,19,17,10,4,154,11,0,221,0,0,10,67,0
115,21231,2.89,50,66,0,167,0,207,303,0,0,0,0,318,40,0,43,0,1,35,76,31
116,21233,3.23,47,49,41,111,0,292,126,13,0,0,0,166,0,0,69,0,103,88,18,0
117,21235,3.14,29,48,74,73,14,131,162,37,10,0,59,758,24,1,105,0,18,62,174,185
118,21237,3.40,12,28,0,76,0,0,0,10,0,0,0,51,0,0,2,0,0,0,57,0
119,21239,3.01,16,47,6,70,45,963,880,51,51,0,79,402,48,0,304,2,0,12,121,0
120,39001,3.09,35,70,54,148,15,52,65,27,1,0,0,569,7,11,86,4,0,323,328,0
121,39003,3.02,59,68,57,133,18,638,494,350,81,94,345,2303,417,80,1477,254,1267,1699,1932,265
122,39005,3.03,32,63,47,100,37,44,175,318,206,73,169,853,978,37,1439,387,133,958,316,16
123,39007,3.06,34,44,31,89,16,437,924,245,61,63,681,2074,4079,216,5691,1633,131,417,999,22
124,39009,2.98,23,32,23,43,19,242,77,1435,875,55,429,1138,958,111,2129,502,436,178,901,71
125,39011,2.96,44,70,11,162,19,112,133,96,49,0,86,1280,228,12,525,40,84,436,323,2
126,39013,2.83,40,40,31,76,16,132,191,167,33,11,947,1887,1805,114,5877,1130,182,164,1198,14
127,39015,3.23,27,40,18,92,8,9,3,36,35,0,129,1257,114,10,458,37,2,69,231,46
128,39017,3.12,37,56,28,106,20,6009,5402,5448,2473,820,1507,5764,1967,395,6209,786,2846,1341,3183,259
129,39019,2.98,36,82,0,218,15,49,79,16,6,0,86,1043,175,14,608,172,0,439,399,0
130,39021,3.02,33,56,37,133,7,135,177,98,59,60,65,1156,218,49,510,85,86,359,398,5
131,39023,3.02,49,51,14,116,9,1607,1361,374,144,33,238,2842,706,211,1636,179,699,323,1137,91
132,39025,3.13,33,55,21,122,17,992,992,1299,465,220,454,3408,1159,288,3464,292,412,488,1471,56
133,39027,2.98,65,75,69,154,14,67,106,28,24,1,79,836,113,14,272,99,72,157,304,0
134,39029,2.95,55,65,41,143,17,459,513,264,160,0,538,2550,1064,41,3563,1482,202,1363,1940,68
135,39031,3.05,55,62,14,151,11,8,60,22,0,0,147,740,387,0,395,46,0,416,514,0
136,39033,2.88,40,48,23,96,21,52,73,133,36,22,28,1217,141,11,639,96,9,158,393,57
137,39035,3.10,38,50,31,89,23,11064,14572,19180,9216,4426,21379,10102,43584,6555,108462,41207,13155,3494,8271,4413
138,39037,3.04,32,57,30,121,18,141,116,39,4,0,37,1336,128,8,238,5,98,343,349,13
139,39039,2.97,48,57,36,120,10,496,368,82,37,6,143,475,469,0,906,87,38,310,320,44
140,39041,3.06,23,53,11,106,31,1001,490,3901,1252,258,985,3168,2100,367,7111,1104,755,799,3575,180
141,39043,2.92,42,45,21,105,10,380,405,178,85,27,415,1476,1311,74,2936,584,301,250,875,206
142,39045,3.05,30,50,30,106,18,1073,775,928,448,227,503,3469,1438,66,2740,431,804,787,2263,203
143,39047,2.95,52,83,62,164,25,192,184,156,88,0,81,639,137,16,95,18,0,96,304,5
144,39051,3.00,36,54,22,112,24,570,509,53,10,0,250,1146,523,12,2590,158,0,851,185,5
145,39053,3.04,36,47,18,114,0,108,53,57,22,0,55,761,38,0,219,22,4,133,850,0
146,39055,3.16,11,52,1,145,23,281,137,166,46,224,1932,1483,4782,657,7678,1816,59,1597,1127,51
147,39057,2.93,27,44,22,82,16,864,840,2330,800,87,670,3108,1267,217,3209,534,768,561,1998,17
148,39059,3.08,53,62,40,132,14,61,129,28,5,12,215,1042,316,45,735,849,132,113,534,33
149,39061,3.12,42,58,31,104,22,9750,8276,7873,3732,2421,1939,9850,4551,1002,12086,1430,20849,2639,5869,1229
150,39063,2.91,58,63,34,115,25,344,388,846,366,45,255,1760,723,80,1839,193,112,915,956,9
151,39065,3.20,34,75,32,126,37,29,27,108,50,0,91,1023,150,28,590,139,34,411,657,13
152,39067,3.08,51,64,61,101,38,20,27,7,0,0,198,327,414,46,1025,83,12,42,120,9
153,39069,2.98,41,83,2,194,19,308,251,53,21,0,42,622,307,53,1219,70,10,186,325,3
154,39071,3.01,53,55,14,116,20,69,191,22,0,13,60,936,42,83,307,32,0,32,234,0
155,39073,2.94,71,59,43,126,14,20,84,111,85,0,52,1040,144,7,276,10,35,36,491,10
156,39075,3.92,14,77,15,136,44,49,84,11,0,0,42,1033,118,18,559,59,27,4144,179,16
157,39077,3.01,64,63,13,156,6,1332,1438,110,35,29,249,1981,1197,15,1629,403,68,211,305,2
158,39079,2.98,16,80,65,142,36,75,176,110,11,0,24,536,115,0,153,26,64,24,1740,21
159,39081,2.90,26,41,29,78,16,63,150,137,52,28,536,1162,1901,187,5565,1798,39,137,1013,0
160,39083,3.07,30,51,17,103,17,103,93,194,131,23,172,1311,452,34,884,174,25,761,939,0
161,39085,2.98,26,41,14,86,17,2696,2517,1191,348,192,2710,3118,12103,2308,16926,6040,141,528,2589,14
162,39087,3.03,28,43,15,93,10,34,44,29,2,0,66,1201,128,0,474,30,59,127,503,0
163,39089,3.02,53,58,27,117,24,643,569,952,387,72,477,3766,1484,134,3367,541,450,574,3318,289
164,39091,3.01,27,62,3,146,16,86,109,220,152,0,72,1057,113,26,808,109,33,452,440,16
165,39093,3.02,41,49,31,100,19,1655,4131,1601,529,479,2651,4932,15160,706,25260,10634,719,1011,2892,215
166,39095,3.07,47,58,33,107,20,3829,3250,4081,1636,1320,2063,6406,11623,539,41497,1699,5045,2187,2526,944
167,39097,3.08,32,48,46,112,6,172,195,182,115,5,122,917,234,0,652,179,198,507,550,48
168,39099,2.99,48,54,33,106,20,2188,2763,1045,352,212,1207,3302,6730,471,11442,16991,4358,984,5127,317
169,39101,2.93,62,51,40,101,14,227,276,173,74,14,153,1605,475,77,956,58,144,196,907,54
170,39103,3.06,23,55,20,125,24,543,438,868,384,101,3056,2651,8044,408,18004,7442,151,1662,1871,42
171,39105,3.00,35,36,10,77,11,38,86,0,0,1,30,659,197,0,339,6,4,16,449,0
172,39107,3.07,56,81,8,185,28,110,114,145,83,0,38,691,86,17,615,61,0,157,295,0
173,39109,2.94,22,45,7,101,16,409,315,787,335,13,344,2030,526,98,1926,150,295,481,1146,42
174,39111,2.94,23,49,0,144,0,25,5,7,0,0,9,387,69,41,329,10,0,568,95,0
175,39113,2.93,45,53,26,103,17,3929,3793,6306,2841,961,1251,9018,4229,1223,11810,1205,5228,1940,4732,852
176,39115,2.81,55,51,28,120,7,0,33,44,31,0,43,285,164,0,173,35,63,89,123,0
177,39117,3.06,68,78,35,169,28,95,119,122,36,2,154,963,307,16,449,21,39,298,575,0
178,39119,2.96,38,59,31,112,24,95,212,236,125,39,148,1890,405,62,1231,207,124,89,841,6
179,39121,2.96,27,29,0,76,0,12,23,18,0,0,9,308,25,0,370,367,87,30,67,0
180,39123,2.69,52,61,59,123,22,287,322,123,67,22,391,988,1351,38,2618,714,1,361,371,0
181,39125,3.02,70,72,43,182,1,56,77,49,12,0,47,386,156,0,278,3,0,178,194,0
182,39127,3.05,71,67,79,129,16,5,16,58,51,1,35,960,833,14,314,67,46,67,430,0
183,39129,3.05,50,66,37,137,26,150,70,94,27,2,47,1850,441,16,917,73,250,182,728,38
184,39131,3.11,40,41,10,66,32,20,43,89,0,0,13,747,36,7,265,7,3,190,127,0
185,39133,3.00,24,43,16,75,22,322,294,1218,680,101,1888,3472,6318,509,10530,3735,318,1039,3040,138
186,39135,3.04,18,47,7,105,17,79,66,105,39,3,233,761,128,20,450,45,0,80,213,16
187,39137,3.08,42,62,39,127,22,277,318,33,26,0,23,579,247,10,303,43,0,589,290,2
188,39139,2.98,49,65,37,140,17,340,315,91,20,8,519,2587,1381,212,2427,276,990,1839,1350,188
189,39141,3.05,51,64,8,139,23,193,868,344,120,14,236,2056,210,30,811,201,132,118,962,247
190,39143,2.91,48,60,14,143,11,1262,960,279,167,0,129,1159,584,10,2124,147,45,329,419,85
191,39145,3.17,49,55,41,95,26,356,363,167,95,40,54,1045,72,11,570,0,56,171,1085,102
192,39147,2.95,35,43,13,96,8,327,359,195,115,0,149,831,297,16,1354,156,0,442,459,15
193,39149,3.09,22,45,23,108,4,71,146,317,185,38,95,883,156,25,407,13,157,139,197,0
194,39151,3.01,43,54,27,108,20,1668,1611,1490,581,224,1717,8283,7414,629,10747,4452,4516,6451,6457,222
195,39153,3.04,37,50,25,96,21,2619,2310,6576,3210,802,5246,8697,18239,1465,25897,10043,3658,2883,6552,545
196,39155,3.00,41,46,38,94,13,225,483,627,300,158,1154,4106,6025,683,10103,8407,471,1089,4684,70
197,39157,3.06,33,53,14,116,16,621,822,55,20,12,185,2039,635,37,2070,446,2,3930,1274,15
198,39159,3.17,30,56,34,120,14,66,112,787,221,26,108,1195,568,9,980,132,153,372,1260,48
199,39161,3.02,28,42,15,77,24,16,168,52,4,0,47,775,144,72,498,0,8,227,479,0
200,39163,2.93,79,82,92,158,23,17,75,14,7,0,64,360,0,6,121,49,0,65,236,0
201,39165,3.13,41,59,28,125,26,1574,1323,4444,1276,104,807,3623,1169,222,5273,484,545,643,1822,72
202,39167,2.92,42,50,11,121,6,73,50,364,187,7,83,1228,208,0,815,101,70,99,640,26
203,39169,3.13,30,56,11,117,22,440,437,460,152,41,512,2438,2047,129,2551,754,234,6756,1006,114
204,39171,2.90,55,64,21,137,22,276,243,30,6,0,131,1017,346,19,572,63,113,337,258,9
205,39173,2.96,16,40,11,69,21,735,824,1250,456,90,994,2348,3176,179,8785,859,438,1044,1295,88
206,39175,2.93,37,79,18,166,31,50,160,208,116,0,43,501,138,36,200,1,23,402,110,0
207,42001,2.97,33,52,17,113,19,2634,2107,498,187,41,262,2148,342,169,3399,364,118,389,835,219
208,42003,2.97,27,48,19,81,26,6268,4208,19193,7797,1442,8986,9874,24428,8720,115632,48868,11230,4130,15352,2682
209,42005,2.83,49,52,11,122,16,52,102,75,61,8,643,2466,604,272,5041,2944,26,178,585,5
210,42007,2.91,35,52,23,112,17,330,396,541,282,29,1377,3379,3281,455,12941,5656,272,365,2187,303
211,42009,2.95,54,56,23,125,21,73,76,46,8,14,137,1709,473,93,935,378,16,411,708,32
212,42011,3.07,40,53,32,103,21,16430,19052,3322,1923,352,1314,12909,3512,1946,25844,3838,954,3088,6022,3052
213,42013,2.91,34,47,24,98,13,363,263,490,214,15,284,3390,694,155,5230,1141,133,452,1621,83
214,42015,3.02,49,57,34,133,13,215,288,147,107,8,188,2862,246,174,2343,255,76,238,1600,32
215,42017,3.20,21,45,5,97,22,10006,7289,11810,4893,585,2058,9496,8089,5139,50389,4531,2800,2167,8437,1967
216,42019,2.97,31,49,10,111,19,499,326,1031,503,45,1382,3321,2608,787,13120,5774,246,604,2793,120
217,42021,2.90,34,44,20,84,19,627,606,540,171,35,1353,3255,3901,662,16228,10351,223,350,2501,213
218,42023,3.07,30,35,19,102,0,14,17,9,3,0,25,80,22,49,238,73,0,40,67,0
219,42025,2.93,50,51,20,118,15,350,161,222,82,5,474,2966,877,620,4956,4025,132,48,1346,159
220,42027,2.92,13,36,8,56,26,957,608,5147,2187,185,937,3793,1249,626,7552,2573,595,981,2082,453
221,42029,3.15,20,54,8,104,35,15869,14016,10191,3790,377,2137,9297,4135,2925,26166,4396,1726,2890,8291,1313
222,42031,2.94,31,47,8,103,8,56,55,129,96,66,82,1860,176,131,1280,159,24,129,342,75
223,42033,2.89,50,58,26,133,16,425,361,268,125,16,466,2917,414,511,5390,2686,212,207,1241,56
224,42035,2.89,20,35,16,67,10,122,85,114,67,25,146,1478,126,146,1248,276,62,357,406,76
225,42037,2.89,30,46,30,90,12,235,167,239,154,15,355,4586,862,517,4416,904,77,113,1719,55
226,42039,2.95,33,50,18,113,12,129,180,206,71,64,572,2688,877,326,5360,1166,135,1005,1293,70
227,42041,2.87,17,42,4,84,21,1425,1419,3389,1483,807,885,4618,1826,989,9429,2126,1033,2294,3740,518
228,42043,3.04,54,64,46,125,18,4484,4874,4809,2253,611,1284,6196,2416,1487,9469,2140,2535,1723,3894,1184
229,42045,3.21,31,53,13,91,35,9058,4696,14890,7092,992,1468,5580,2585,3232,25942,2125,11260,1190,6359,6530
230,42047,2.90,52,42,35,115,2,48,25,39,11,27,82,593,116,162,2557,186,0,632,117,5
231,42049,3.08,41,53,34,90,26,1624,1906,1682,865,640,1978,4454,2897,1006,35481,5431,3744,631,2488,522
232,42051,2.97,39,43,33,93,9,307,258,450,189,7,1333,6098,3067,238,12696,8693,680,350,1412,163
233,42053,3.33,44,51,65,110,14,22,47,0,0,0,52,368,23,12,356,77,85,4,48,1
234,42055,3.02,32,62,12,115,34,2512,1896,899,375,96,257,2341,605,238,3448,511,298,1692,1167,376
235,42057,2.95,46,53,12,118,18,26,31,20,10,0,30,334,20,13,230,16,7,34,99,4
236,42059,3.01,26,48,14,86,28,12,177,53,3,18,375,1617,719,146,2372,1097,155,150,357,98
237,42061,2.95,52,50,7,125,8,168,163,99,74,3,113,1656,151,55,1174,295,89,161,630,128
238,42063,2.91,31,46,18,84,20,147,222,629,332,112,743,3487,1863,197,6605,4003,146,291,1455,119
239,42065,2.98,21,44,24,98,11,29,60,62,13,8,172,2758,312,258,1893,720,29,145,544,42
240,42067,3.08,23,48,47,97,13,168,214,39,17,0,25,700,78,101,392,94,3,575,219,33
241,42069,2.96,29,41,11,76,21,3333,3112,1663,768,172,747,2607,1464,3947,38278,7070,213,697,12913,242
242,42071,3.11,34,61,17,120,26,7960,11721,7070,4341,366,1207,8892,1701,1176,15390,2256,1931,17865,5952,1360
243,42073,2.96,32,47,23,106,11,175,381,280,111,78,403,1298,1378,153,7842,2009,156,262,2073,44
244,42075,2.94,44,57,25,121,17,1377,3031,1060,593,36,361,3208,1173,493,3763,1417,334,2671,1199,186
245,42077,3.08,47,56,27,112,19,15038,18345,5039,2297,2348,1565,8533,8265,1283,16681,9096,1152,1378,6724,2687
246,42079,2.95,40,49,24,101,16,8157,6330,1382,782,100,1690,8230,2495,10550,74041,18475,744,600,16183,640
247,42081,2.89,41,53,36,97,22,359,299,331,135,35,219,4058,514,153,5691,375,70,376,1734,169
248,42083,2.91,73,78,4,197,16,159,179,104,37,25,252,889,101,44,2033,288,93,276,426,71
249,42085,2.92,30,46,17,81,30,371,334,399,83,130,847,3592,2693,254,6463,4832,444,542,1889,292
250,42087,2.98,29,48,59,101,7,33,66,137,43,0,26,2028,115,199,796,157,18,735,481,15
251,42089,3.15,32,50,14,104,28,7578,3327,1701,787,453,664,4109,1410,674,11373,1458,1779,310,2350,4162
252,42091,3.09,21,49,8,94,29,16070,10466,28982,13725,1032,3231,12376,8059,5120,56060,5944,3918,3458,9531,5751
253,42093,2.95,45,67,5,174,5,129,150,181,98,51,26,906,79,160,893,182,37,155,467,0
254,42095,3.04,37,51,27,97,26,6290,6366,3302,1289,446,1433,9125,11578,1257,16847,6908,1079,1243,6013,1403
255,42097,2.79,35,53,21,122,11,258,445,137,49,9,207,6742,627,831,11484,975,12,359,1462,44
256,42099,2.90,35,57,16,128,22,72,168,0,0,9,114,1359,163,178,1202,231,36,407,583,29
257,42101,3.50,46,53,46,79,23,52447,53763,66980,40821,5819,2143,6126,5645,5065,55133,2546,28161,1653,4815,26436
258,42103,3.00,40,38,5,106,12,1185,645,295,111,60,480,2211,1004,209,5072,367,274,253,665,347
259,42105,2.88,46,63,24,124,34,13,32,3,0,0,48,370,67,36,896,151,16,229,247,1
260,42107,2.87,53,56,20,119,21,1171,1247,548,255,36,507,11548,1089,7952,17091,5111,182,772,4539,387
261,42109,3.08,45,78,7,173,24,103,150,124,82,72,139,1776,171,169,942,209,20,975,577,33
262,42111,3.02,37,47,10,103,19,97,198,160,17,31,480,2428,1640,137,5017,2332,47,842,1118,31
263,42113,3.16,26,38,36,62,25,20,43,21,12,0,22,291,8,44,553,24,12,51,78,0
