,County,State
192,PERRY,PA
193,PUTNAM,OH
194,RUSSELL,KY
195,SIMPSON,KY
196,SMYTH,VA
197,SOUTHAMPTON,VA
198,NICHOLAS,KY
199,RADFORD,VA
200,RANDOLPH,WV
201,SPENCER,KY
202,STAUNTON CITY,VA
203,SUSSEX,VA
204,VIRGINIA BEACH CITY,VA
205,TAYLOR,KY
206,VENANGO,PA
207,WARREN,KY
208,WARREN,PA
209,SHELBY,KY
210,UPSHUR,WV
211,WAYNE,KY
212,WILLIAMSBURG CITY,VA
213,WYANDOT,OH
214,SUMMERS,WV
215,SUSQUEHANNA,PA
216,TRIGG,KY
217,TUCKER,WV
218,WAYNE,PA
219,WAYNE,WV
220,WESTMORELAND,VA
221,WETZEL,WV
222,WOLFE,KY
223,WYOMING,WV
224,TODD,KY
225,WAYNESBORO CITY,VA
226,WOOD,WV
227,WOODFORD,KY
228,WYOMING,PA
229,WILLIAMS,OH
230,GILMER,WV
231,HAMPSHIRE,WV
232,SURRY,VA
233,LEWIS,WV
234,NORTHAMPTON,VA
235,PENDLETON,WV
236,WEBSTER,WV
237,UNION,KY
238,KING AND QUEEN,VA
239,HANCOCK,KY
240,LINCOLN,WV
241,COVINGTON CITY,VA
