,Drug,Year,Score_Drug_1,Score_Drug_2,Score_Drug_3
26,ANPP,2015,0.00168440095833062,0.00233665765165748,0.0015889225122120477
27,Desmethylprodine ,2015,0.0016244886630166697,0.0035543628722109924,0.0005868140650661779
28,Remifentanil,2015,0.002207301756279382,0.0012651743148236882,0.0019752433912933833
29,Mitragynine,2015,0.0016915259723535353,1.0365879826512532e-05,0.0037800339104537618
30,Acetyldihydrocodeine,2015,0.002446684330256985,0.0019178314088988597,0.0012275925309453385
31,Hydrocodeinone,2015,0.001418050661222236,0.0007511914674446894,0.0031788681436618186
32,MT-45,2015,0.00017181411012033313,0.0030813986864053123,0.002350001669531981
33,Levorphanol,2015,0.003091336631479657,0.0025392031864336227,6.820521553296837e-05
34,Acetyl fentanyl,2015,0.0187917678565892,0.004417176169998788,0.01184073922090666
35,Butyryl fentanyl,2015,0.0019584890295722746,0.0012894131046154256,0.002749002646456631
36,Furanyl fentanyl,2015,0.002511117210952539,5.0655388613788585e-05,0.0027732117104909805
37,p-Fluorobutyryl fentanyl,2015,0.000337731094360101,0.0008888381538003752,0.004105297514698448
38,cis-3-methylfentanyl,2015,0.0030692441227747557,0.0004022631183350773,0.0018956816650796092
39,Valeryl fentanyl,2015,0.0020873428505889845,0.0006850128351757084,0.002578196465141046
40,Carfentanil,2015,0.0025206518716946874,0.002811761551496138,0.00037359059475879005
41,Acryl fentanyl,2015,0.002108955500453319,0.002217035225590591,0.00126283276546479
42,U-47700,2015,0.0019044148448652174,0.002260726685848754,0.0014178631033554406
43,3-Methylfentanyl,2015,0.00046079108034667024,0.0022376635525022033,0.002792163817818362
44,4-Fluoroisobutyryl fentanyl,2015,0.0016774146025018164,0.0018582090247569025,0.001971181526307853
45,trans-3-Methylfentanyl,2015,0.0008931044275757663,8.677427136549958e-05,0.004204617723448809
46,p-methoxybutyryl fentanyl,2015,0.001956823004093782,0.0002914919538043217,0.0030333813975304104
47,Tetrahydrofuran fentanyl,2015,0.001930958871803553,0.0018093770415679425,0.0017745164414880038
48,p-Fluorofentanyl,2015,0.0004812537592860621,0.0030362604934070056,0.0020977770644195265
49,o-Fluorofentanyl,2015,0.0027097198709823524,0.0009971517429559382,0.001730250754424291
50,3-Fluorofentanyl,2015,0.0022584859195447994,0.0005303197274449556,0.002548342537879316
51,Fluorofentanyl,2015,0.0005338020093878488,0.004615371193215226,0.0007132529325053043
52,Fluoroisobutyryl fentanyl,2015,0.0025904467150347863,0.0030556998747758254,0.00010170134364673639
53,Fluorobutyryl fentanyl ,2015,0.0023460867683207233,0.0013469012523471145,0.001775891654979542
54,Furanyl/3-Furanyl fentanyl,2015,0.0004038482216070846,0.003014296055407801,0.0021888797560414342
55,Cyclopropyl fentanyl,2015,0.004534230601679883,0.0005931393885400983,0.00035900420003180813
56,Methoxyacetyl fentanyl,2015,0.002518917724269656,0.0020620639275283886,0.0010090608463230203
57,Phenyl fentanyl,2015,0.0010274367636256803,0.0021220104987374707,0.0023581771616214696
58,Benzylfentanyl,2015,0.002151197892599073,0.002958227636577366,0.0005965129049448008
59,U-48800,2015,0.0018446962976156952,0.0014640341412586776,0.0021474471541756113
60,U-49900,2015,0.0036978863707944555,0.0002061462413447885,0.0014711930976528534
61,Crotonyl fentanyl,2015,0.0022780396629571366,0.0019685468915347283,0.0013140068033909596
62,"3,4-Methylenedioxy U-47700",2015,0.0020111918756748584,0.0025117564753146,0.001105331089005613
63,U-51754,2015,0.0012092987111614224,0.0032931229812306257,0.0011971848790794256
64,Cyclopropyl/Crotonyl Fentanyl,2015,9.045595055997771e-05,0.002786562604002089,0.0026756267436049566
65,Isobutyryl fentanyl,2015,0.0014986128197708047,0.0009762309109910936,0.002884349399278109
66,Cyclopentyl fentanyl,2015,0.004618188913338082,5.335995098102501e-05,0.0007364822202814686
67,4-Methylfentanyl,2015,0.002179141471926195,0.0009573449671708153,0.002261867218202075
68,Metazocine,2015,0.0026489442070660937,0.001475133928657388,0.0013832229093155713
