,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
165,39093,2.50,1463,39,46,24,99,3024,22309,4845,4660,1905,304091,1731,920,14124,26665,2391,2791,8652,2094,773
166,39095,2.38,2756,42,55,22,99,2905,26062,3197,6012,4278,434800,6400,2513,9954,17755,2642,3219,1105,2574,2186
167,39097,2.60,231,52,63,24,128,87,1351,227,521,294,43537,71,67,198,1530,59,294,62,296,432
168,39099,2.32,1121,37,44,22,80,2312,14015,3132,4508,1014,233015,2490,451,5836,43175,1918,2603,16105,2394,1473
169,39101,2.43,551,81,74,52,145,123,2405,444,523,262,65620,78,115,181,2910,214,529,107,276,202
170,39103,2.62,332,18,47,2,106,2458,7854,525,4336,753,175543,1242,642,7280,18714,1844,1700,5680,943,1545
171,39105,2.51,195,78,68,6,175,16,139,41,58,21,23345,24,93,23,326,20,257,0,121,29
172,39107,2.51,114,32,65,0,146,62,730,78,332,160,40886,4,27,168,418,46,273,10,76,192
173,39109,2.50,291,25,55,26,115,295,2347,230,784,637,103864,191,178,564,3701,194,874,245,569,710
174,39111,2.39,5,4,48,0,125,24,424,14,365,31,14442,33,3,102,428,23,127,39,172,337
175,39113,2.32,3312,44,55,12,102,3898,28727,3605,6492,8957,532761,3445,1367,4230,18102,2357,5268,1312,3183,1342
176,39115,2.47,47,32,50,16,116,43,385,13,318,17,14857,2,11,48,273,37,247,15,22,70
177,39117,2.75,122,35,35,10,83,56,859,32,598,36,35032,0,32,437,1015,13,521,48,177,142
178,39119,2.46,558,52,60,6,121,368,1617,106,769,226,85991,472,63,435,2029,157,1038,180,376,296
179,39121,2.43,15,17,51,0,108,32,483,35,276,0,14429,23,45,148,425,13,78,226,71,19
180,39123,2.31,108,25,28,0,49,142,1075,144,276,92,40981,139,213,1545,1824,115,185,644,236,294
181,39125,2.48,119,67,76,7,170,61,635,213,95,34,19057,40,12,139,343,16,75,23,70,358
182,39127,2.63,130,35,49,5,108,53,678,41,362,12,35947,99,50,533,1436,99,205,119,114,236
183,39129,2.72,257,42,53,33,108,304,1115,80,544,62,56804,22,129,318,1663,117,505,74,172,99
184,39131,2.55,151,48,56,54,113,16,786,29,446,103,28298,0,159,134,199,42,254,13,99,292
185,39133,2.52,594,23,37,0,65,1828,7448,462,2546,1825,161796,2002,463,5354,17447,1744,2125,2967,1276,1051
186,39135,2.56,171,39,48,19,105,272,825,121,384,121,41561,41,56,304,919,114,525,10,266,187
187,39137,2.58,102,33,60,0,134,64,1012,200,129,38,34116,34,19,85,530,45,84,16,95,590
188,39139,2.39,511,40,54,53,103,638,4270,276,2531,271,121888,117,191,1393,6037,241,1327,419,727,1240
189,39141,2.52,331,39,55,52,107,127,1447,211,438,258,77193,90,423,94,1661,59,1081,79,114,244
190,39143,2.48,333,48,52,27,112,205,2924,604,276,175,59870,115,337,913,2261,76,337,54,303,180
191,39145,2.48,431,46,46,41,90,103,1052,187,203,267,77366,51,38,202,1705,116,1068,94,186,126
192,39147,2.47,198,28,51,10,107,192,1645,194,348,274,55711,77,141,340,2864,47,225,47,296,334
193,39149,2.63,342,64,76,0,158,84,1357,186,435,278,48949,107,131,159,896,17,264,83,291,200
194,39151,2.42,2015,44,50,10,106,2669,12756,1630,5959,1486,374762,2033,1007,6685,39462,1557,4354,4270,2635,5922
195,39153,2.40,2597,36,47,20,89,6931,29510,1987,12751,7742,541372,5454,1157,16040,48885,4794,5013,9868,3772,2685
196,39155,2.32,1245,51,54,8,115,1483,9840,239,6968,678,204908,1021,279,4904,25653,1910,2354,6808,1291,707
197,39157,2.52,287,30,59,14,113,174,5830,856,4035,58,92579,69,143,712,6946,132,1322,184,482,3788
198,39159,2.70,149,21,46,2,96,256,2223,49,994,772,53955,98,143,209,2186,223,477,108,552,421
199,39161,2.47,118,40,60,12,138,102,529,155,233,66,28501,27,6,120,484,23,232,35,102,209
200,39163,2.64,73,55,63,0,162,21,380,0,100,9,13128,0,0,6,331,11,98,0,52,1
201,39165,2.71,569,27,48,15,108,2020,15577,1383,4468,5749,222184,1010,591,1730,9490,1242,2049,470,1641,828
202,39167,2.35,289,43,51,33,105,121,1302,105,275,303,61154,68,205,317,1630,143,1034,58,234,332
203,39169,2.60,470,37,65,21,121,426,11198,634,8559,667,115747,125,227,1392,5203,631,1365,731,834,6593
204,39171,2.39,266,65,61,22,143,159,1092,157,264,157,37270,135,177,210,1056,108,198,93,244,189
205,39173,2.45,351,18,45,7,74,788,6837,650,2158,1288,129418,986,742,2921,5483,911,1193,969,1375,1026
206,39175,2.41,71,31,44,13,93,19,636,190,107,115,22359,0,17,92,674,25,53,52,112,146
207,42001,2.55,399,35,47,12,102,644,6311,2246,781,303,101759,144,374,579,5218,643,1327,282,516,442
208,42003,2.25,4860,29,51,11,84,17730,84220,4348,37943,22997,1230360,9342,2276,22127,197926,20359,17568,46048,11455,3264
209,42005,2.36,252,39,46,28,91,159,1233,112,815,88,67512,136,65,617,6347,353,1503,2026,509,171
210,42007,2.38,641,34,43,14,86,1212,4531,283,2507,444,169205,747,426,2731,30605,1847,4822,4629,1468,361
211,42009,2.44,268,59,55,35,123,55,1241,72,789,108,48852,13,45,245,1388,129,670,194,281,441
212,42011,2.63,2130,40,55,14,109,3893,69049,23053,10211,3468,414097,781,1297,3002,40687,2977,2648,3267,2021,2971
213,42013,2.41,573,39,52,20,95,379,3020,234,1592,494,125917,297,266,725,12590,742,1991,897,953,551
214,42015,2.49,267,42,47,6,103,217,1556,116,758,188,61808,91,183,249,4675,317,746,272,445,301
215,42017,2.64,1689,24,47,5,91,17895,68529,6892,33917,11907,626220,2363,2594,7346,99830,16728,4513,4210,4557,2255
216,42019,2.41,506,26,45,15,90,1120,5223,399,2666,1058,185974,531,511,2238,24450,1922,6128,4959,1715,620
217,42021,2.27,542,34,48,14,95,364,3737,424,1402,407,137762,1077,146,3547,16136,2236,1207,9107,925,313
218,42023,2.16,12,24,39,0,97,29,102,11,17,5,4807,1,40,19,629,8,66,70,204,19
219,42025,2.46,317,45,43,25,77,932,2492,278,1182,165,64330,30,164,709,7730,1017,217,2575,346,143
220,42027,2.49,382,13,34,5,50,1802,15952,545,5835,6340,159178,813,467,1474,11832,2502,2068,2317,1989,850
221,42029,2.67,1338,23,48,7,92,8395,58037,13382,19302,10949,512028,1879,1848,4531,77029,7146,5933,4567,5414,2162
222,42031,2.36,179,35,51,23,77,113,1524,115,1092,103,38939,29,220,243,2482,146,781,170,471,668
223,42033,2.42,248,31,38,44,69,274,3388,889,1206,279,81170,365,114,589,7002,546,1559,1919,1799,198
224,42035,2.54,237,42,58,5,109,133,2055,73,1552,158,39536,20,64,59,3858,113,384,202,377,368
225,42037,2.37,249,25,34,15,61,488,1926,269,745,430,66772,25,193,369,5341,563,380,923,413,150
226,42039,2.42,363,35,55,10,117,313,4985,107,3872,456,87027,91,253,962,7503,513,1835,1148,1457,1114
227,42041,2.39,663,23,48,8,91,3099,19871,1444,8764,5025,243838,1751,834,1657,19430,1783,4282,1990,1950,2026
228,42043,2.40,1596,44,57,23,99,2958,29478,5240,9143,5050,271962,1405,783,1987,18624,2454,3256,1981,1178,1297
229,42045,2.65,2730,34,53,12,93,9595,61992,5005,24236,16664,562316,3440,1111,2485,95789,6763,4731,2019,3056,974
230,42047,2.30,58,20,45,0,102,84,404,26,283,37,31111,6,160,176,5476,89,198,221,1632,275
231,42049,2.42,1378,37,49,16,91,4224,17766,1916,7671,2178,279133,2142,1352,2885,34936,3685,3934,3982,5656,624
232,42051,2.41,788,50,51,23,108,461,3296,338,1539,431,134229,711,128,2753,18287,1675,1473,7427,604,303
233,42053,1.68,4,47,31,0,102,29,635,137,73,41,7493,0,22,33,277,51,99,44,90,21
234,42055,2.53,534,32,45,16,89,859,9950,2115,2936,990,152707,125,472,865,6325,505,2546,475,1102,1795
235,42057,2.44,48,35,42,58,79,52,192,21,113,13,14653,5,44,25,504,43,214,17,127,68
236,42059,2.34,227,55,65,38,134,157,1148,112,349,67,37669,80,11,474,3193,478,1234,824,105,74
237,42061,2.40,215,47,63,18,126,176,1358,207,515,156,45844,96,157,217,3069,262,728,272,253,177
238,42063,2.40,266,22,40,18,71,242,5588,252,3939,597,87491,321,123,1559,10516,713,2379,2572,696,203
239,42065,2.39,199,45,65,11,131,76,1688,48,1353,61,44575,79,77,375,5310,141,839,702,957,134
240,42067,2.63,41,18,62,3,128,25,2218,417,1414,19,24811,0,132,45,670,84,317,44,42,346
241,42069,2.40,756,26,38,11,66,1981,18339,3635,7560,1832,213006,967,738,1536,49595,7291,747,5278,800,849
242,42071,2.65,1824,30,63,12,120,4581,80385,12162,37121,6946,533110,1508,1237,2615,29539,3103,5803,1814,3363,18602
243,42073,2.37,494,49,54,38,103,561,3485,205,2342,267,88528,1318,220,1132,21628,578,3061,1628,607,314
244,42075,2.56,674,44,58,15,118,1176,14417,4045,3471,876,136950,345,408,1436,8557,805,1064,1144,1003,2712
245,42077,2.58,2079,44,53,31,90,4556,77804,22004,11527,5390,358792,7862,833,6268,31142,3628,1776,9085,1863,1267
246,42079,2.40,1678,41,50,15,98,2351,30948,10173,5962,1781,318917,2798,423,1955,54791,9618,837,16976,1448,257
247,42081,2.42,566,40,54,1,100,548,3980,344,1779,451,116313,218,364,335,8908,827,1374,632,1359,448
248,42083,2.29,260,52,60,9,125,135,1233,133,365,162,42609,72,200,116,4778,228,589,312,3134,147
249,42085,2.36,410,31,54,12,116,520,5004,274,3506,424,114598,268,196,2014,13982,996,3728,3940,1506,517
250,42087,2.46,177,38,56,26,110,118,3890,147,3209,180,46585,15,41,254,2082,239,826,149,359,925
251,42089,2.88,821,36,43,7,93,4874,24505,3305,7276,1988,167126,1061,532,1651,26934,2220,861,840,1233,415
252,42091,2.56,1617,17,47,6,82,16872,103262,9578,38111,33509,815876,4080,2345,7674,126335,24443,6972,5430,6294,3450
253,42093,2.40,20,10,39,9,52,55,978,68,379,276,18404,86,31,130,960,52,141,177,99,85
254,42095,2.57,1003,27,42,15,76,5712,36940,8106,10234,3336,300520,2296,650,9399,44294,3562,2061,6907,1853,798
255,42097,2.27,522,54,63,6,139,431,3283,397,1912,167,93590,98,78,489,7629,780,363,983,276,227
