,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
55,21111,3.05,45,56,28,101,21,18531,13843,11000,4758,2294,1300,9459,1534,283,7712,517,22774,2990,4060,1911
56,21113,3.01,25,53,27,104,16,544,436,287,113,208,88,736,99,108,517,9,134,131,306,74
57,21115,2.86,29,54,54,104,17,4,7,107,46,0,0,63,0,0,40,0,17,0,30,4
58,21117,3.15,44,64,43,125,12,1363,1648,819,324,170,364,2273,582,108,1741,129,764,401,1519,158
59,21119,3.27,30,51,41,95,20,10,0,28,28,0,0,77,0,0,38,0,3,63,6,0
60,21121,3.14,54,61,105,109,9,4,14,20,0,55,0,871,15,0,97,0,0,18,51,0
61,21123,3.19,75,59,38,134,6,130,83,0,0,0,3,91,8,0,24,7,14,0,35,0
62,21125,3.04,46,75,79,144,15,321,329,59,0,0,13,467,57,0,297,2,0,482,213,5
63,21127,3.36,5,26,0,50,14,3,55,45,28,0,0,70,12,0,142,0,0,0,35,0
64,21129,3.11,5,39,73,73,5,38,34,4,4,0,0,126,0,0,9,0,0,2,1,5
65,21131,3.21,0,31,0,86,0,9,22,0,0,0,0,94,0,0,13,0,0,0,31,0
66,21133,3.16,38,46,24,93,17,22,41,25,4,0,0,213,26,0,57,13,0,0,37,0
67,21135,3.27,21,57,27,104,29,44,39,12,0,0,10,192,0,0,88,0,0,0,57,0
68,21137,3.02,49,58,61,125,8,17,25,12,0,0,0,193,0,15,83,0,0,18,4,0
69,21139,3.08,99,70,0,196,4,7,26,21,8,0,0,156,15,3,96,0,0,7,43,31
70,21141,2.94,39,52,51,95,17,289,302,15,0,78,0,248,0,0,157,0,137,27,93,59
71,21143,2.66,11,19,0,53,0,15,16,0,0,0,0,72,11,23,173,0,26,23,90,0
72,21145,2.91,26,52,12,118,9,612,428,274,77,33,138,761,146,33,755,32,127,92,468,65
73,21147,3.14,0,37,34,83,0,85,70,35,17,36,16,349,0,0,45,5,81,0,37,55
74,21149,3.11,83,70,0,154,30,1,19,0,0,0,0,67,9,0,35,0,0,0,38,0
75,21151,2.99,28,56,37,85,30,572,586,526,234,0,90,1008,175,98,684,53,77,316,652,75
76,21153,3.17,71,48,26,105,11,0,66,0,0,0,0,117,11,0,6,0,7,0,10,0
77,21155,3.08,55,72,24,150,27,187,223,111,84,0,23,54,11,0,63,0,205,0,11,31
78,21157,2.96,39,47,0,120,10,115,96,46,46,0,16,749,27,0,431,0,5,10,96,0
79,21159,2.99,31,38,0,47,37,125,93,8,0,16,0,77,0,0,14,7,57,0,22,22
80,21161,3.05,38,46,0,104,13,124,93,4,4,0,44,184,0,0,25,0,10,51,34,2
81,21163,3.24,29,46,0,102,11,69,149,167,59,40,44,372,0,0,336,0,71,45,144,20
82,21165,3.30,57,40,73,86,0,21,69,25,18,0,0,94,0,0,8,0,0,0,15,0
83,21167,3.08,30,88,0,196,35,92,131,16,16,0,0,524,20,0,120,0,0,31,143,0
84,21169,3.05,28,67,14,155,12,48,52,3,0,0,0,76,0,0,100,0,0,12,9,0
85,21171,3.03,28,27,0,39,24,156,175,0,0,0,0,26,68,0,22,0,0,55,14,0
86,21173,3.09,66,66,70,128,13,217,182,17,0,0,37,181,0,2,161,0,0,0,42,15
87,21175,3.05,64,59,0,114,31,59,164,30,30,0,4,113,5,0,25,0,3,3,10,12
88,21177,2.94,47,58,39,134,7,175,201,29,11,0,0,506,0,0,116,0,67,31,89,12
89,21179,3.00,74,87,55,152,44,375,345,70,41,0,22,324,101,27,248,33,63,21,229,2
90,21181,3.07,53,84,39,115,72,16,19,0,0,0,0,137,0,0,17,0,0,0,0,0
91,21183,3.24,57,86,21,184,15,281,324,16,9,0,7,352,12,18,24,0,16,19,73,8
92,21185,3.20,20,45,7,91,35,814,656,264,84,46,248,1035,139,116,1113,103,183,295,678,194
93,21187,2.98,25,83,17,174,21,139,60,0,0,0,58,162,1,0,14,15,7,40,40,0
94,21189,3.60,30,74,0,99,64,0,8,0,0,0,15,3,0,0,25,0,8,0,0,0
95,21191,3.16,23,59,77,114,12,8,9,0,0,0,0,301,53,0,52,0,0,0,56,0
96,21193,3.01,37,54,27,127,4,15,10,2,2,0,0,63,0,0,40,2,49,24,56,46
97,21195,2.87,17,40,61,76,8,102,150,195,97,0,9,611,106,0,216,13,84,49,226,0
98,21197,3.28,64,83,51,93,87,38,10,7,7,0,0,289,0,0,53,97,68,0,0,16
99,21199,2.83,60,60,18,133,14,529,331,41,0,8,10,596,2,75,352,40,0,218,313,18
100,21201,3.55,82,155,0,409,0,0,0,7,0,0,0,33,0,0,8,0,0,0,25,0
101,21203,3.10,30,52,49,119,4,0,2,0,0,2,0,102,25,0,112,0,22,0,59,0
102,21205,3.02,21,64,80,76,39,103,131,124,13,16,0,165,96,0,65,0,106,1,226,7
103,21207,2.93,42,50,0,91,30,311,145,0,0,0,0,43,27,0,54,19,1,16,68,0
104,21209,3.02,30,44,25,101,4,873,625,335,146,0,46,411,133,4,634,41,92,143,283,3
105,21211,3.03,41,65,52,118,30,2185,1729,244,116,0,13,672,29,34,337,0,103,79,263,92
106,21213,3.06,60,55,51,103,14,28,68,59,0,2,47,90,68,0,141,0,79,22,142,0
107,21215,3.02,87,82,40,173,38,42,78,7,0,3,0,153,70,0,112,33,6,21,88,65
108,21217,3.04,43,53,81,94,4,159,58,95,39,8,26,240,20,17,207,0,32,187,31,31
109,21219,3.07,36,74,55,139,24,212,198,6,6,4,0,222,0,8,120,0,23,116,3,15
110,21221,2.75,19,69,0,193,14,5,74,83,37,9,75,281,5,58,158,13,220,268,34,13
111,21223,2.97,28,30,0,84,0,68,202,12,0,0,0,23,0,0,76,0,0,0,26,0
112,21225,2.98,39,60,0,91,54,65,74,18,12,28,17,183,22,29,8,0,54,57,76,22
113,21227,3.06,28,42,12,69,21,3078,2696,2354,1545,351,157,1729,202,42,1480,164,505,134,726,124
114,21229,2.91,64,86,21,203,24,128,82,11,11,8,4,168,15,0,279,0,3,10,39,0
115,21231,2.97,82,70,14,160,15,238,369,0,0,0,0,267,73,0,80,0,11,31,70,29
116,21233,3.26,56,51,38,115,3,234,95,16,0,0,0,135,0,0,53,0,10,83,20,0
117,21235,3.06,38,51,63,90,11,119,72,19,7,0,53,618,28,1,102,0,18,42,154,224
118,21237,3.36,8,45,0,102,11,0,0,0,0,0,0,52,23,0,5,0,0,0,35,0
119,21239,3.06,18,59,0,90,56,1065,962,69,58,0,60,373,70,8,425,2,21,22,96,0
120,39001,3.09,21,69,17,144,26,60,77,32,2,0,0,561,14,9,62,3,0,311,175,0
121,39003,3.04,60,66,66,123,15,615,457,433,132,25,267,2264,456,58,1329,333,1092,1647,1809,268
122,39005,3.00,29,55,42,88,32,46,113,243,103,76,197,762,862,43,1401,418,174,1335,255,17
123,39007,3.05,37,45,20,100,12,433,953,251,65,48,770,1906,3313,190,5944,1819,110,348,1004,59
124,39009,3.03,22,34,29,41,21,225,85,1606,886,81,346,1204,941,168,2257,485,495,185,947,69
125,39011,2.98,30,56,21,123,17,101,122,91,41,0,86,1402,221,11,427,12,94,424,300,7
126,39013,2.83,40,40,30,79,14,116,175,148,31,13,1075,1630,1661,164,6400,1064,374,299,1102,20
127,39015,3.17,36,53,10,117,18,43,4,46,45,0,91,1059,87,9,455,31,8,63,392,55
128,39017,3.14,38,57,27,109,20,6384,5652,5544,2739,493,1525,5329,2191,454,6444,592,2542,1384,3024,177
129,39019,2.98,31,75,0,197,15,57,49,39,33,0,121,910,187,16,747,132,19,516,468,0
130,39021,3.02,50,63,22,149,15,91,121,131,88,40,72,1158,180,49,464,92,48,348,391,5
131,39023,3.01,54,53,18,116,12,1591,1314,361,132,31,269,2959,715,286,1767,116,708,255,1246,85
132,39025,3.11,31,53,21,109,21,972,852,1306,517,181,428,2905,1255,150,3093,248,516,522,1239,44
133,39027,3.02,63,71,49,154,10,57,122,6,6,1,78,804,126,13,309,86,85,102,315,0
134,39029,2.95,49,63,37,128,22,556,652,306,174,0,586,2578,1061,11,3443,1287,222,1311,2102,74
135,39031,3.01,39,53,9,122,14,9,59,27,0,0,174,553,303,0,408,56,7,396,406,8
136,39033,2.92,41,47,27,93,18,38,52,164,41,26,53,1462,172,0,565,56,15,187,392,78
137,39035,3.10,39,50,30,90,23,11224,14651,19492,9440,4832,19866,9716,42316,6263,104579,39611,13831,3358,8035,4425
138,39037,3.04,43,62,31,136,17,131,127,53,10,2,47,1213,84,11,260,8,32,281,302,12
139,39039,2.93,43,52,56,97,12,437,356,101,43,5,129,585,459,11,964,81,120,336,317,36
140,39041,3.11,24,53,11,104,32,921,419,4313,1291,248,801,3310,2331,410,7072,1184,934,974,3486,185
141,39043,2.93,39,45,15,105,9,336,224,212,128,10,337,1309,1387,76,3184,611,269,291,820,207
142,39045,3.08,29,48,22,104,17,972,673,1019,449,148,412,3525,1158,90,2490,456,846,820,2731,174
143,39047,3.01,36,74,40,153,20,196,177,140,74,0,77,679,132,34,68,9,1,99,254,0
144,39051,2.99,39,65,10,126,38,627,440,52,7,0,378,918,482,22,2325,191,0,825,244,1
145,39053,3.04,30,48,0,123,0,79,4,108,52,0,73,761,47,5,154,33,18,98,875,0
146,39055,3.13,17,51,2,138,22,278,111,195,67,263,2134,1647,4793,551,7701,2074,71,1530,1278,62
147,39057,2.97,25,51,22,93,20,762,748,2571,922,73,626,2860,1264,269,3192,662,713,554,1719,44
148,39059,3.07,33,53,36,110,14,41,117,24,5,12,247,1162,366,41,692,662,85,93,579,41
149,39061,3.11,44,59,32,107,21,9319,7653,8883,4028,2127,2328,9435,4454,1111,11826,1250,16598,2570,6051,1183
150,39063,2.91,55,67,42,123,22,308,421,637,287,59,298,1834,574,70,1569,193,218,921,960,12
151,39065,3.10,68,85,34,158,26,53,28,108,58,19,45,791,124,0,510,124,44,432,542,14
152,39067,3.04,59,64,63,121,23,18,22,2,0,0,170,323,343,31,972,69,23,53,145,6
153,39069,2.95,57,78,9,179,19,372,283,59,29,0,32,684,296,18,1017,11,9,175,214,4
154,39071,2.95,48,50,13,106,17,43,116,34,0,21,38,943,72,87,264,9,0,105,314,0
155,39073,2.93,69,60,43,123,18,19,82,88,53,0,53,886,107,7,302,12,30,64,467,9
156,39075,3.98,10,62,15,104,39,100,112,33,0,0,26,1182,101,29,516,91,33,3948,180,19
157,39077,3.00,66,65,7,164,5,1350,1497,155,53,24,206,1762,968,12,1732,481,65,350,290,3
158,39079,2.93,9,67,50,115,35,69,214,78,13,0,32,620,81,7,112,23,111,61,1781,15
159,39081,2.92,33,47,19,94,17,137,137,162,60,11,564,926,1582,206,5182,1569,57,94,1004,0
160,39083,3.08,28,55,13,117,14,83,63,172,116,36,143,1599,430,98,1058,135,20,703,978,0
161,39085,2.99,26,40,15,80,19,3201,2801,1192,389,176,2466,3326,11209,2441,16215,6231,216,641,2634,65
162,39087,3.14,21,42,11,95,6,28,39,29,0,0,44,1061,183,0,328,23,0,195,535,0
163,39089,3.03,45,55,27,105,25,681,711,934,338,86,458,3891,1663,228,3325,507,443,611,3116,258
164,39091,3.01,33,67,3,156,17,64,155,106,89,0,91,1008,212,2,808,97,28,570,502,7
165,39093,3.02,43,49,25,102,17,1950,4085,1767,685,454,2570,4796,14697,659,25397,10326,785,894,2792,162
166,39095,3.08,45,55,28,103,17,3534,3284,3897,1779,1478,1789,6062,12101,513,42604,1599,5143,2062,2290,810
167,39097,3.07,34,47,27,119,3,239,247,197,134,5,108,844,160,0,621,134,131,674,678,35
168,39099,2.98,43,49,27,98,17,2295,3191,1189,402,275,907,3360,6408,410,10754,17077,5290,1191,4594,347
169,39101,2.90,61,53,46,96,20,263,277,177,107,17,365,1590,577,57,1092,97,120,254,812,61
170,39103,3.08,21,51,9,117,23,481,502,821,396,126,3215,2601,7610,416,17610,7634,114,1581,1706,45
171,39105,2.97,37,43,8,98,10,31,78,23,14,0,25,878,140,0,337,6,3,37,359,0
172,39107,3.07,55,85,2,205,21,109,108,190,55,0,91,512,62,15,586,44,0,147,257,0
173,39109,2.98,20,42,5,92,16,285,299,892,393,13,290,1632,612,122,1874,207,252,621,1404,47
174,39111,2.93,17,59,0,169,0,0,3,8,0,0,3,352,124,31,357,15,0,474,35,0
175,39113,2.95,47,54,25,106,15,3714,4083,6548,3059,1158,1450,8722,3939,1131,11273,1395,5844,1834,4487,725
176,39115,2.79,53,52,19,124,8,0,40,49,30,0,34,256,132,0,183,36,60,41,104,0
177,39117,3.03,63,88,25,192,32,52,111,57,55,2,99,932,464,12,446,31,39,126,513,0
178,39119,2.96,37,58,24,112,23,106,191,221,115,30,177,1635,338,29,1333,160,284,146,783,12
179,39121,3.05,23,33,0,99,9,28,29,12,0,0,40,312,94,0,400,306,101,28,113,0
180,39123,2.74,54,54,72,105,18,195,267,154,86,22,387,877,1471,39,2731,651,7,273,522,0
181,39125,2.98,86,78,56,184,4,77,142,37,11,0,46,398,147,0,305,7,0,218,182,0
182,39127,3.07,56,55,39,124,6,29,40,45,36,0,0,1049,648,14,353,54,32,107,468,0
183,39129,3.10,43,66,28,129,34,120,60,89,28,3,48,1960,304,16,855,36,91,189,710,54
184,39131,3.13,29,45,20,70,34,16,68,160,58,0,13,536,31,11,239,11,12,164,141,0
185,39133,3.04,29,41,15,70,24,323,226,1405,899,139,2237,3304,6676,508,10648,3595,360,1144,2462,68
186,39135,3.03,16,39,11,85,14,33,51,120,39,2,222,759,206,22,509,45,24,140,223,24
187,39137,3.03,50,65,22,142,19,262,307,15,15,0,30,644,241,9,298,51,0,548,348,5
188,39139,2.96,40,52,36,111,12,293,212,170,34,7,337,2368,1803,191,2646,377,679,1757,1259,52
189,39141,3.09,50,56,8,118,23,214,784,290,115,48,273,1861,119,44,652,191,132,170,899,392
190,39143,2.97,44,63,12,147,13,1040,749,204,83,12,204,997,573,16,2378,152,46,339,398,20
191,39145,3.16,53,55,40,94,26,320,301,151,89,18,52,1111,83,9,422,28,130,187,865,123
192,39147,2.93,32,41,18,82,11,321,308,180,126,0,187,708,401,11,1489,106,7,466,339,14
193,39149,3.11,26,47,17,111,9,53,136,305,222,50,106,883,161,16,489,20,126,155,261,0
194,39151,3.01,48,56,25,116,16,1564,1537,1431,622,234,1538,7659,7411,537,10220,4773,4375,6256,5844,261
195,39153,3.04,42,51,25,97,21,2829,2226,6960,3251,924,5194,8171,17359,1380,25908,9462,4417,2547,6289,534
196,39155,2.99,39,47,23,94,18,252,332,636,254,123,1052,3746,5885,613,9904,7917,407,970,4381,76
197,39157,3.04,34,49,16,111,10,682,790,15,5,4,183,1905,736,29,2122,465,86,3718,1328,16
198,39159,3.18,26,58,25,120,20,61,55,755,139,23,139,998,556,5,1021,185,159,331,1264,13
199,39161,3.07,37,46,25,94,15,36,197,48,6,0,54,751,137,146,414,28,14,253,527,0
200,39163,2.98,106,101,124,191,26,11,52,21,7,0,82,354,0,5,110,54,0,56,255,0
201,39165,3.17,38,56,16,127,22,1629,1231,4506,1406,171,788,3195,1141,419,4901,456,690,626,2076,105
202,39167,2.93,43,50,8,119,8,93,38,348,158,9,99,1305,236,0,797,94,97,124,711,25
203,39169,3.13,36,59,17,122,21,517,514,516,201,22,471,2844,1847,174,2680,721,261,7241,932,68
204,39171,2.93,56,62,39,132,15,255,257,84,16,0,93,917,188,13,682,94,134,286,396,0
205,39173,2.98,19,43,19,74,19,835,887,997,476,75,899,2219,2848,232,8348,955,270,961,1222,60
206,39175,2.94,24,63,17,143,15,53,137,206,106,0,56,463,122,0,193,0,13,297,87,0
207,42001,2.97,35,54,27,112,20,2662,2136,447,195,13,254,2130,349,148,3356,373,167,419,793,156
208,42003,2.97,29,48,19,82,25,6367,3950,19171,8286,1502,8555,9352,23568,8484,112956,47910,12537,3830,13731,2926
209,42005,2.85,43,44,16,105,10,55,127,123,104,10,637,2584,625,254,4687,2723,15,166,577,10
210,42007,2.92,33,51,28,110,15,444,434,468,252,46,1223,3038,2841,375,12770,5528,236,401,2270,328
211,42009,2.91,52,55,23,129,14,80,98,39,8,3,142,1789,529,58,976,410,7,400,687,33
212,42011,3.08,39,54,26,105,22,17869,20211,3524,1912,314,1301,12240,2781,1772,26106,3816,1068,2701,5689,2846
213,42013,2.97,40,49,27,94,18,402,285,597,259,24,305,2925,678,145,5068,1160,73,478,1507,111
214,42015,3.05,42,53,34,116,14,241,301,154,91,6,177,2776,265,206,2492,248,85,294,1645,31
215,42017,3.20,21,45,5,95,24,9364,6845,11142,4365,549,2180,9145,7991,5033,50596,4539,3097,1938,8159,1679
216,42019,2.97,33,50,21,104,22,568,299,1082,541,17,1404,3117,2487,954,13328,5659,215,645,2553,117
217,42021,2.89,36,44,24,84,17,512,582,483,154,36,1428,2910,3862,606,16175,10124,195,285,2530,310
218,42023,2.91,34,29,30,76,0,9,12,4,1,0,19,74,18,54,257,61,3,42,62,0
219,42025,2.92,45,53,15,124,16,284,137,269,106,0,470,2992,856,471,5038,3616,171,65,1413,137
220,42027,2.89,10,31,7,47,24,905,467,4962,2015,136,895,3581,1266,658,7319,2551,504,817,1825,355
221,42029,3.15,23,55,10,106,33,16549,14051,10379,3923,333,2160,9350,4392,2970,25393,4693,1671,2396,8203,1406
222,42031,2.94,28,48,13,99,9,32,82,110,80,42,88,1684,175,108,1302,159,33,118,296,47
223,42033,2.89,51,53,27,121,13,711,564,331,176,20,395,2803,534,390,4681,2139,178,197,1255,94
224,42035,2.92,18,33,8,69,8,124,90,111,69,9,197,1452,129,159,1280,274,119,300,362,21
225,42037,2.90,30,46,26,94,9,269,208,269,173,12,296,3925,696,496,4327,948,72,118,1727,101
226,42039,2.95,32,53,16,121,13,108,140,237,95,37,625,2717,970,343,5450,1238,192,1012,1194,57
227,42041,2.88,20,43,5,84,21,1469,1395,3339,1307,889,818,4214,1603,1117,9227,2170,1307,2262,3974,305
228,42043,3.04,52,61,46,117,16,4567,5310,4695,2194,619,1101,5646,2305,1422,9278,2246,2384,1754,3666,1210
229,42045,3.23,33,54,15,91,36,9417,4239,15194,7398,1065,1543,5677,2294,3439,24348,2011,11221,1173,5864,6941
230,42047,2.88,44,30,10,80,5,74,3,23,4,16,100,499,122,160,2447,151,0,539,123,17
231,42049,3.06,40,48,28,80,25,1599,1719,1766,772,586,1768,4530,2952,1011,34556,4934,3224,740,2543,519
232,42051,2.96,41,45,33,95,12,191,297,510,212,5,1211,5740,3219,228,11796,8722,848,385,1216,106
233,42053,3.34,66,68,117,154,11,47,60,0,0,0,29,292,22,12,303,70,71,0,80,22
234,42055,3.04,28,58,13,108,32,2596,1964,947,408,85,189,2173,625,170,3419,559,245,1714,1003,367
235,42057,2.91,49,56,24,117,21,18,32,17,9,0,25,302,17,14,194,17,4,31,93,4
236,42059,2.98,37,59,15,109,31,54,141,76,5,38,316,1436,530,129,2416,950,139,179,316,109
237,42061,2.92,53,56,7,136,10,151,186,73,54,9,83,1705,147,48,1135,307,87,151,583,100
238,42063,2.91,24,42,17,76,17,141,196,694,360,96,790,3507,1762,209,6802,3586,163,198,1330,124
239,42065,2.96,24,48,20,105,15,26,42,56,15,17,207,2465,275,184,2049,713,5,145,507,5
240,42067,3.08,16,47,50,89,16,229,248,22,15,3,37,780,84,79,356,89,0,577,199,33
241,42069,2.99,28,42,11,80,19,3513,3196,1599,755,153,554,2708,1320,4188,38346,6459,176,764,12794,331
242,42071,3.13,35,64,18,123,27,7649,11565,6863,4067,494,1230,8348,1816,1034,14572,1964,1994,18436,6205,1228
243,42073,2.96,31,41,26,92,9,97,285,271,96,91,415,1444,1195,169,7225,2150,206,134,1866,67
244,42075,2.97,45,57,29,124,12,1848,3808,1050,524,92,480,2984,1408,415,4020,1379,336,2786,1223,338
245,42077,3.10,45,56,24,110,22,16054,19680,5354,2534,2589,1185,8604,7402,1282,16325,9378,1347,1456,6932,2696
246,42079,2.97,43,49,22,101,17,9447,7142,1389,628,145,1555,7858,2401,10626,72489,18700,973,522,15824,685
247,42081,2.91,50,57,35,105,24,281,268,361,160,37,258,3660,375,135,5135,409,138,509,1791,133
248,42083,2.83,66,75,11,183,15,194,188,133,79,17,243,947,103,32,2020,305,88,292,365,98
249,42085,2.91,32,49,13,93,26,358,327,420,137,46,722,3337,2613,247,6535,4876,249,580,2119,259
250,42087,3.00,24,50,37,102,15,35,82,138,56,0,33,1896,74,199,837,89,14,990,422,11
251,42089,3.20,37,47,12,109,19,7201,3097,1484,722,611,772,4225,1974,752,11295,1447,1658,339,2407,4665
252,42091,3.11,20,47,8,87,29,16473,10906,29289,13606,979,3288,11440,8110,5395,57322,5740,3892,3226,9365,5629
253,42093,2.90,37,54,8,135,5,146,196,130,64,44,29,806,142,166,872,160,30,166,458,0
254,42095,3.06,36,51,21,93,28,6661,6984,3317,1233,541,1568,9049,11675,1272,17203,6682,1182,971,5616,1346
255,42097,2.80,41,51,18,115,11,347,617,164,66,2,238,6563,494,829,11122,996,95,394,1554,64
256,42099,2.89,40,59,22,129,22,64,149,65,55,1,98,1402,112,199,1119,186,51,475,524,39
257,42101,3.52,46,53,44,77,24,53674,55229,68071,41670,6091,1968,6087,5645,4816,55799,2856,28416,1774,5413,26251
258,42103,3.06,33,44,0,125,14,1239,699,317,111,73,396,2012,1047,259,4832,234,175,334,600,247
259,42105,2.95,33,51,34,93,28,17,21,5,1,0,59,425,90,43,901,145,13,88,271,2
260,42107,2.87,57,58,20,122,22,1199,1139,570,253,41,507,11129,756,7792,17272,4835,250,699,4783,512
261,42109,3.07,26,63,5,132,27,81,185,109,55,48,86,1604,146,195,966,192,18,889,446,23
262,42111,3.01,38,48,17,107,15,103,226,150,24,30,470,2624,1322,150,5136,2606,90,876,1018,22
263,42113,3.22,15,33,25,67,16,49,84,13,6,0,19,303,15,24,535,13,44,44,66,0
