,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
88,21177,2.51,168,53,61,29,142,9,491,196,111,40,31427,16,27,0,418,4,473,0,143,30
89,21179,2.62,267,51,64,42,103,110,1148,296,273,73,43905,79,187,179,690,5,516,29,72,21
90,21181,2.42,36,49,75,0,104,13,306,19,266,0,7085,0,0,0,96,0,128,0,4,0
91,21183,2.71,113,52,62,64,121,17,481,268,41,18,23955,0,50,46,219,7,368,0,123,0
92,21185,2.89,101,18,45,7,102,490,3226,860,702,301,60940,440,88,137,2614,425,927,158,335,356
93,21187,2.34,62,79,83,21,173,4,91,28,5,0,10807,0,11,2,69,0,106,13,5,29
94,21189,2.70,15,29,53,92,69,16,28,8,7,0,4738,0,0,0,0,0,14,0,0,0
95,21191,2.71,35,21,34,14,76,7,157,0,100,0,14714,0,4,93,255,0,208,0,37,0
96,21193,2.58,123,38,68,25,158,53,287,26,183,3,28488,14,0,0,233,0,327,4,19,25
97,21195,2.41,173,25,46,57,87,43,920,149,141,212,64473,14,13,103,742,0,831,15,110,120
98,21197,2.63,61,39,68,0,76,0,149,25,21,9,12582,0,50,0,42,0,169,0,9,0
99,21199,2.39,366,58,57,10,137,118,1078,194,380,115,63369,65,52,12,922,2,964,49,327,219
100,21201,2.50,10,42,86,0,218,10,44,0,38,6,2254,49,0,0,19,0,29,0,11,0
101,21203,2.52,66,42,52,60,117,10,73,1,19,0,16997,0,1,17,94,0,151,10,23,0
102,21205,2.49,99,24,61,54,92,22,464,67,76,121,23425,20,225,27,204,17,469,0,56,1
103,21207,2.40,64,36,38,66,63,20,286,159,20,0,17636,0,0,21,169,0,163,16,10,5
104,21209,2.60,109,19,40,0,98,110,2124,677,258,394,48149,82,133,128,1275,239,926,57,282,37
105,21211,2.66,144,28,67,26,117,191,3548,1740,268,326,42911,24,72,12,721,47,559,22,264,113
106,21213,2.54,116,66,62,15,92,15,466,34,256,27,17443,37,11,85,79,0,243,0,94,24
107,21215,2.76,80,47,63,0,143,82,394,53,207,52,17303,35,106,47,339,54,112,22,44,8
108,21217,2.43,110,35,51,65,94,59,908,84,504,143,24585,6,0,50,193,0,243,0,63,128
109,21219,2.70,54,50,82,68,147,12,1023,108,722,10,12505,6,33,0,62,49,200,0,15,209
110,21221,2.38,28,23,65,0,163,55,910,68,621,111,14289,0,53,5,98,0,133,23,130,259
111,21223,2.50,37,50,61,0,162,40,407,241,41,17,8818,31,4,0,116,0,170,0,10,0
112,21225,2.44,57,34,43,17,78,3,347,50,106,12,15138,2,11,20,160,38,222,0,1,60
113,21227,2.47,591,33,46,15,74,2035,10793,2754,3154,2243,115438,806,289,180,1972,296,2610,227,562,124
114,21229,2.54,101,84,104,39,217,19,373,130,46,9,11774,97,4,12,123,0,146,0,61,8
115,21231,2.54,181,87,66,19,141,1,512,323,71,0,20797,0,35,76,303,27,199,0,20,36
116,21233,2.58,15,12,41,36,84,11,626,114,136,8,13564,0,15,0,75,27,237,0,27,56
117,21235,2.60,291,64,64,75,90,47,422,62,213,31,35718,45,14,32,357,0,453,0,43,37
118,21237,2.58,7,9,59,0,137,0,0,0,0,0,7299,0,0,27,44,0,137,0,12,0
119,21239,2.55,0,0,44,0,80,284,2022,1145,280,69,24988,0,77,84,762,32,462,9,162,30
120,39001,2.59,83,29,59,31,109,36,858,28,544,29,28406,0,43,20,420,35,332,2,160,423
121,39003,2.51,773,58,62,56,119,289,2995,384,867,534,105895,233,328,408,4701,233,643,240,436,1612
122,39005,2.52,172,28,56,22,102,486,2879,76,2066,262,53234,227,46,911,2426,195,583,321,372,1207
123,39007,2.50,568,49,53,23,111,510,5438,931,2520,251,100835,339,381,3364,10674,496,1281,2068,1769,348
124,39009,2.49,277,19,28,15,40,272,2989,76,635,1518,64811,252,173,918,2873,420,942,426,230,229
125,39011,2.49,112,26,53,20,111,120,1072,111,527,139,45906,24,52,172,1145,16,355,26,349,480
126,39013,2.33,248,34,37,21,72,273,1383,97,624,178,69990,367,76,1637,6957,593,1434,1018,87,293
127,39015,2.69,259,52,67,12,162,85,484,8,149,73,44604,51,36,29,976,25,352,26,134,53
128,39017,2.66,2061,42,59,30,112,2877,23926,5624,5813,5295,369650,1059,661,2237,16706,2235,3123,543,1786,1129
129,39019,2.54,72,28,68,2,179,98,856,42,672,48,28689,6,11,238,1661,54,429,161,140,435
130,39021,2.60,252,61,60,18,139,124,777,103,116,160,39855,127,27,191,1094,46,581,153,227,282
131,39023,2.45,867,50,48,12,105,508,5106,1297,1260,424,137763,298,353,673,4440,375,1455,143,869,236
132,39025,2.67,631,28,52,23,102,1381,6674,597,2042,1282,198417,568,462,1061,7050,479,2116,242,1033,504
133,39027,2.56,272,56,60,21,129,212,629,104,277,4,42013,19,29,187,1107,43,343,76,327,53
134,39029,2.45,621,55,65,30,135,323,2523,559,826,271,107078,225,192,940,9965,543,1838,1607,628,1276
135,39031,2.51,129,34,62,14,143,74,1835,43,1636,45,36862,92,20,250,1054,105,577,69,230,318
136,39033,2.42,229,51,57,35,122,60,559,58,270,120,43348,82,78,174,1611,62,325,111,259,225
137,39035,2.33,7230,37,48,27,86,37610,135521,14277,56586,19671,1272533,19026,3058,41496,115457,20697,8060,38208,7185,3648
138,39037,2.50,210,42,62,25,131,90,731,115,190,28,52666,27,92,163,690,112,397,6,185,257
139,39039,2.51,246,58,53,80,87,115,2063,444,343,73,38911,139,41,524,1136,134,473,114,228,354
140,39041,2.73,402,24,51,6,102,2010,13422,551,4562,4669,178139,1596,600,2135,14227,1654,2347,1154,1936,1134
141,39043,2.35,362,41,48,12,110,459,2396,339,898,225,76634,254,244,1372,6839,243,665,600,557,325
142,39045,2.66,458,27,46,13,96,782,5368,595,1478,1140,147110,530,245,1096,6465,688,1563,520,999,915
143,39047,2.46,111,34,76,30,166,72,735,277,165,122,28902,59,7,79,632,22,205,9,30,92
144,39051,2.59,164,39,62,34,112,120,1669,292,228,45,42601,163,233,536,1263,153,367,107,308,757
145,39053,2.59,86,26,41,0,102,58,753,3,441,120,30859,31,11,24,562,105,406,12,271,90
146,39055,2.68,112,12,50,6,122,1739,10519,144,9006,155,93610,415,249,4526,13171,1801,908,2070,1328,1423
147,39057,2.44,634,28,54,14,99,1557,9585,705,3569,2668,162588,1080,515,1516,5936,579,2157,541,1307,569
148,39059,2.51,152,37,52,45,101,76,1172,136,822,41,39935,180,9,242,846,107,786,662,243,96
149,39061,2.39,5282,43,59,27,106,7548,51445,7609,17481,9046,802481,4595,1654,4028,36311,6253,6292,1164,3954,2164
150,39063,2.40,487,51,55,31,92,260,3015,306,610,753,75239,314,280,484,3043,152,702,203,331,991
151,39065,2.57,354,77,87,29,160,185,1464,80,943,100,31886,94,115,82,708,73,400,150,64,417
152,39067,2.43,112,71,76,50,160,16,345,23,260,2,15766,19,101,269,832,98,477,80,90,47
153,39069,2.51,182,60,75,10,172,29,956,280,237,84,28164,0,85,329,897,71,156,22,226,123
154,39071,2.54,235,49,51,9,106,109,843,106,485,80,43395,0,131,101,873,37,266,25,112,138
155,39073,2.49,166,58,57,32,117,162,399,87,109,88,29268,96,12,155,714,69,156,22,180,87
156,39075,3.37,44,11,61,6,114,134,19026,64,18666,45,42841,228,34,70,389,79,191,88,244,4245
157,39077,2.62,305,47,54,4,131,288,3196,1314,664,149,59390,47,109,889,2657,202,388,544,312,331
158,39079,2.46,101,25,71,49,115,64,1332,199,636,72,33034,0,57,55,518,3,338,11,34,58
159,39081,2.35,264,30,43,18,82,392,1724,95,918,165,68928,168,149,1540,9760,463,970,1463,206,133
160,39083,2.54,193,27,55,8,112,351,3279,33,2495,265,60925,61,168,452,2685,476,735,96,673,722
161,39085,2.41,705,26,40,10,82,6259,15754,2869,7875,1116,229850,763,817,11067,37743,2498,2436,6108,2451,665
162,39087,2.57,178,23,43,10,96,93,746,50,277,111,62309,36,64,192,924,184,1052,23,114,121
163,39089,2.55,772,41,56,17,109,717,4927,613,1419,1024,167065,378,469,1717,9968,554,1815,434,1670,565
164,39091,2.49,131,27,64,3,144,191,1616,107,1097,131,45678,104,24,197,1577,189,652,103,317,531
165,39093,2.50,1571,43,46,31,92,3319,21950,4308,5124,1580,301720,2052,1091,14329,26150,2367,2838,9843,2110,832
166,39095,2.41,2741,41,52,25,98,2662,24826,3366,6202,3708,439511,5657,3433,11365,18405,2231,2538,1405,2554,2090
167,39097,2.59,139,33,46,10,117,194,1290,168,671,201,43221,94,108,185,1684,116,274,108,240,499
168,39099,2.34,1232,41,49,24,97,2486,15150,3272,5704,1275,237033,2358,452,6181,43678,1779,2688,16893,2478,1133
169,39101,2.44,496,75,61,43,118,149,2182,323,530,200,66323,114,61,442,3037,88,738,115,119,233
170,39103,2.62,437,25,49,8,113,2632,8564,522,5037,834,173252,1259,706,7904,19616,1461,1845,7262,1260,1474
171,39105,2.45,102,39,43,8,104,0,151,31,66,19,23659,17,71,132,406,28,370,6,76,48
172,39107,2.55,221,63,83,6,193,49,911,73,280,213,40811,0,60,138,509,66,257,26,42,194
173,39109,2.47,255,23,44,4,93,331,2634,308,667,1014,102867,202,298,673,3201,151,1214,144,819,601
174,39111,2.37,19,15,59,0,158,27,437,13,418,0,14646,0,3,83,537,51,123,17,77,393
175,39113,2.32,3377,45,53,19,105,3262,27477,4101,7739,6897,536433,2763,1087,3909,20235,1899,5951,1445,3394,1786
176,39115,2.39,60,45,50,51,104,27,260,15,181,40,15008,9,21,142,292,38,159,34,50,40
177,39117,2.67,192,58,71,23,155,99,1320,103,987,25,34932,52,46,577,1442,130,717,47,211,182
178,39119,2.47,372,36,47,19,95,324,1835,154,880,216,85872,253,133,325,2498,195,1272,178,394,138
179,39121,2.47,34,32,53,0,131,0,361,21,221,11,14639,13,24,95,369,2,197,223,39,27
180,39123,2.30,168,44,43,78,75,218,1489,267,437,125,41372,131,191,1427,1747,98,359,561,367,226
181,39125,2.50,103,56,63,11,154,73,686,132,154,67,19441,27,38,162,366,10,54,6,46,246
182,39127,2.59,155,41,50,9,120,46,399,23,183,39,36051,23,120,751,1305,12,229,38,152,170
183,39129,2.69,158,27,58,28,127,108,849,44,313,95,55949,41,156,327,1721,59,453,14,139,198
184,39131,2.59,71,22,38,28,59,11,741,60,510,102,28587,0,17,128,233,43,343,24,67,287
185,39133,2.57,788,29,44,14,74,1544,6696,267,2609,1766,163387,1022,336,6079,18791,1685,1978,3434,1676,1149
186,39135,2.56,82,19,44,6,93,182,887,50,519,117,42050,92,105,226,915,53,522,12,202,96
187,39137,2.61,137,45,60,21,130,68,1078,307,253,15,34339,0,75,220,692,57,123,32,33,536
188,39139,2.40,613,47,56,40,120,790,3931,230,2696,141,123387,113,209,1539,5129,225,1809,407,824,1712
189,39141,2.53,334,40,51,25,106,90,2250,698,721,270,77802,110,370,125,1461,156,1026,172,353,144
190,39143,2.46,299,45,53,9,122,251,2932,734,364,179,60619,100,366,624,2325,116,334,105,106,307
191,39145,2.56,486,53,57,33,103,109,1602,318,318,227,78952,95,156,92,1688,81,1069,49,138,279
192,39147,2.47,234,34,43,14,90,212,1441,259,282,204,56376,24,150,312,2894,61,229,94,200,427
193,39149,2.66,299,57,72,19,165,89,1170,149,197,364,49317,33,93,132,955,51,281,17,234,155
194,39151,2.44,2199,48,55,22,118,2685,12841,1493,5778,1386,375348,2373,820,7266,38334,1651,4322,4717,3087,5711
195,39153,2.42,2937,41,52,15,102,7125,30126,2247,12431,7382,541592,5481,1017,17482,49746,4577,5475,9860,4318,2789
196,39155,2.37,897,36,41,19,78,1879,9961,289,7155,708,208792,630,324,5588,27597,1948,2459,7356,1612,1019
197,39157,2.53,250,26,47,10,100,268,4846,863,3245,75,92528,49,83,746,7443,272,1225,449,537,3753
198,39159,2.72,179,26,50,18,103,202,2083,45,846,854,52683,83,78,371,2227,50,415,158,511,376
199,39161,2.47,114,39,52,29,119,122,553,146,201,11,28685,41,8,74,504,44,211,45,143,279
200,39163,2.56,87,67,95,56,220,10,232,31,65,19,13365,0,3,0,126,0,171,57,26,48
201,39165,2.74,614,31,53,11,125,2159,15067,1435,4882,5126,215274,1053,679,1505,9730,1428,2091,510,1738,685
202,39167,2.39,176,27,46,10,115,167,1159,53,343,357,61600,97,177,247,1606,197,908,102,357,241
203,39169,2.61,410,33,55,15,110,444,11009,516,8706,575,114750,90,283,1821,5346,506,1453,829,944,6770
204,39171,2.44,199,53,71,57,147,135,1113,282,329,55,37623,109,281,197,1015,67,275,177,245,268
205,39173,2.45,356,18,43,12,73,804,6230,892,1847,1210,127325,620,680,2862,6000,788,989,956,931,822
206,39175,2.39,59,26,62,13,138,11,738,158,143,179,22582,0,85,95,636,22,74,0,159,315
207,42001,2.55,330,29,47,23,101,707,6335,2156,1090,495,101496,114,272,434,5126,713,1482,444,609,319
208,42003,2.26,4767,28,48,16,79,17215,80643,4245,37795,20809,1226933,8377,1959,22782,201287,21938,19415,46902,10626,3394
209,42005,2.37,297,45,42,20,99,201,1109,98,616,81,68614,114,62,557,7185,269,1664,2495,463,197
210,42007,2.35,547,29,46,22,94,1428,5606,434,3058,492,170382,877,421,2889,30590,2031,5172,5332,1590,380
211,42009,2.42,229,52,54,49,119,146,1414,63,945,42,49490,15,63,270,1679,128,714,356,193,453
212,42011,2.59,2071,40,54,21,107,3831,64638,20817,11136,3606,412078,645,1241,2951,41593,3479,2479,3498,2229,2922
213,42013,2.40,443,30,44,22,77,432,3593,309,1767,580,126940,284,240,779,13903,474,2303,1042,931,433
214,42015,2.55,296,47,51,28,111,291,1797,275,944,177,62624,71,202,256,4667,279,698,255,606,308
215,42017,2.68,1545,22,45,4,93,18761,64469,6679,32846,11455,625977,2537,2108,8306,96674,17583,5755,4288,5103,2135
216,42019,2.45,573,29,47,21,92,1160,5257,281,2259,1200,184535,864,475,2242,23657,2321,5789,5580,1232,621
217,42021,2.31,550,34,45,23,89,456,4348,566,1989,490,142448,717,243,3910,17311,2122,1861,9989,776,283
218,42023,2.29,14,29,34,0,103,15,58,4,29,2,5000,11,4,18,665,26,111,66,294,39
219,42025,2.48,285,42,37,16,85,1238,2966,167,1843,215,65074,34,193,890,7536,1271,326,3571,241,72
220,42027,2.40,448,16,35,9,54,1839,14214,409,5829,5268,154460,700,438,1345,12154,2770,2007,2333,2362,763
221,42029,2.64,1265,22,52,10,99,9739,55795,14296,18539,10451,503075,1948,1908,4440,77395,8084,6601,4875,4949,2165
222,42031,2.40,182,33,44,17,85,71,1262,83,784,85,39720,60,99,181,2799,175,960,142,372,155
223,42033,2.38,376,45,50,17,112,214,3065,661,1097,315,81536,145,157,478,6297,358,1298,2196,1804,105
224,42035,2.45,166,29,40,14,73,173,2059,91,1469,107,39501,56,92,83,4170,214,540,279,371,329
225,42037,2.40,226,22,38,13,78,599,2227,165,1018,361,67021,67,143,467,5872,715,412,839,482,156
226,42039,2.43,307,30,54,16,117,444,5081,122,4217,248,88173,187,314,1036,6996,604,2472,1209,1692,1013
227,42041,2.35,636,22,43,9,84,2910,17550,1311,8564,3654,237449,1883,595,1577,19469,1629,5073,1941,1922,2354
228,42043,2.41,1960,54,61,49,109,2652,26554,4983,7804,4814,269035,1361,712,2456,20758,2633,3631,1967,1212,1699
229,42045,2.62,2768,35,54,13,90,9502,60875,4257,27057,15292,559771,2483,1176,2181,97777,7696,4979,1944,3899,1035
230,42047,2.33,128,40,32,8,90,151,578,38,411,55,31799,31,209,126,6387,90,267,185,1951,516
231,42049,2.44,1627,43,47,29,77,4490,17062,1733,7958,1731,280518,1145,868,2951,36235,4002,4807,4508,6019,676
232,42051,2.42,586,39,44,35,89,515,3332,322,1556,515,136145,905,129,2860,18742,2159,1848,8306,584,347
233,42053,2.37,23,52,53,182,105,22,445,37,51,26,7696,2,46,14,460,46,174,52,178,3
234,42055,2.54,425,25,55,13,99,1014,10101,2112,2958,852,150594,171,604,614,6302,543,3037,464,1105,1640
235,42057,2.47,54,40,56,24,117,48,202,28,93,16,14779,31,14,4,481,20,189,17,54,30
236,42059,2.36,176,44,61,24,117,77,1290,109,420,111,38362,182,92,592,3074,585,1408,849,150,165
237,42061,2.37,186,41,61,8,135,154,1398,204,471,89,45874,40,101,184,2590,234,818,268,287,124
238,42063,2.42,269,22,43,21,75,200,4506,205,2925,577,88404,213,133,1844,9609,771,2564,3251,838,185
239,42065,2.39,136,30,52,23,111,116,1484,44,1102,63,45015,51,76,253,5414,93,944,691,1087,205
240,42067,2.64,48,20,51,45,102,72,1555,308,927,19,24737,2,46,76,629,138,435,42,85,507
241,42069,2.40,704,25,41,11,75,2339,17732,3302,7739,1857,214275,1350,569,1348,50716,8554,673,6019,957,850
242,42071,2.62,2184,37,64,17,125,4869,76055,11323,35876,6789,523306,1010,1321,2281,29552,3462,6648,2034,4228,18161
243,42073,2.39,281,28,41,23,85,684,3341,235,2371,217,90374,1222,126,1048,23242,753,3599,1991,560,160
244,42075,2.52,652,44,61,24,132,1188,12182,3694,2757,1042,134411,313,357,1466,8861,909,1482,1468,896,2786
245,42077,2.57,2009,44,55,23,106,5492,72942,19801,12230,5473,352068,6919,859,7038,30915,3942,1963,9646,2181,1664
246,42079,2.36,1750,43,50,22,101,2768,26833,8386,6974,1602,320827,2014,482,2094,55720,10616,1194,18701,1478,546
247,42081,2.42,706,48,56,38,99,509,3809,289,1932,325,116604,253,309,441,9692,705,1358,459,1499,399
248,42083,2.31,295,59,65,12,153,125,1276,163,369,139,43294,98,195,143,5268,117,540,300,3768,255
249,42085,2.36,355,27,46,6,92,514,5503,350,3806,421,116059,227,366,2501,14589,933,3842,4337,1119,542
250,42087,2.46,134,28,50,37,98,64,4032,107,3607,139,46698,9,32,129,1788,136,896,81,261,848
251,42089,2.81,787,35,46,10,103,4433,22426,3141,6680,1850,168947,1569,328,1748,28072,2605,889,1359,1200,402
252,42091,2.55,1502,16,46,5,84,15788,94713,10134,35380,30453,804621,4021,2410,7821,125978,26838,7395,5537,5758,3316
253,42093,2.44,65,31,51,10,111,144,1271,248,566,151,18379,50,39,131,1001,89,228,202,52,195
254,42095,2.56,1325,37,49,22,94,5188,35007,7221,10366,3240,298439,2549,975,10290,43509,3218,1931,6794,2088,979
255,42097,2.28,379,41,52,21,118,503,3574,593,1834,131,94444,47,71,644,7567,834,431,1045,275,330
