,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
85,21171,2.43,20.0,19.0,34.0,0.0,51.0,342.0,183.0,0.0,1475.0,884.0,11.0,0.0,81.0,0.0,0.0,23.0,0.0,29.0,101.0,374.0,0.0,0.0,60.0,27.0
86,21173,2.59,181.0,56.0,71.0,64.0,136.0,413.0,173.0,36.0,3721.0,2455.0,35.0,0.0,364.0,3.0,9.0,227.0,0.0,0.0,279.0,349.0,0.0,12.0,18.0,40.0
87,21175,2.54,70.0,60.0,62.0,0.0,129.0,218.0,63.0,3.0,1336.0,885.0,0.0,5.0,72.0,0.0,18.0,5.0,0.0,0.0,351.0,140.0,0.0,3.0,72.0,6.0
88,21177,2.51,168.0,53.0,61.0,29.0,142.0,491.0,196.0,0.0,3428.0,2480.0,9.0,0.0,418.0,7.0,115.0,119.0,0.0,4.0,473.0,473.0,0.0,28.0,143.0,30.0
89,21179,2.62,267.0,51.0,64.0,42.0,103.0,1148.0,296.0,17.0,5946.0,5173.0,0.0,179.0,690.0,24.0,245.0,298.0,8.0,5.0,516.0,725.0,29.0,38.0,72.0,21.0
90,21181,2.42,36.0,49.0,75.0,0.0,104.0,306.0,19.0,0.0,574.0,679.0,0.0,0.0,96.0,0.0,0.0,20.0,0.0,0.0,128.0,239.0,0.0,0.0,4.0,0.0
91,21183,2.71,113.0,52.0,62.0,64.0,121.0,481.0,268.0,13.0,1885.0,1668.0,61.0,46.0,219.0,21.0,52.0,27.0,0.0,7.0,368.0,323.0,0.0,8.0,123.0,0.0
92,21185,2.89,101.0,18.0,45.0,7.0,102.0,3226.0,860.0,282.0,7589.0,12674.0,284.0,137.0,2614.0,96.0,303.0,1051.0,116.0,425.0,927.0,1838.0,158.0,189.0,335.0,356.0
93,21187,2.34,62.0,79.0,83.0,21.0,173.0,91.0,28.0,0.0,1063.0,1612.0,0.0,2.0,69.0,0.0,57.0,57.0,8.0,0.0,106.0,143.0,13.0,4.0,5.0,29.0
94,21189,2.7,15.0,29.0,53.0,92.0,69.0,28.0,8.0,20.0,633.0,145.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,14.0,19.0,0.0,9.0,0.0,0.0
95,21191,2.71,35.0,21.0,34.0,14.0,76.0,157.0,0.0,0.0,1446.0,4560.0,27.0,93.0,255.0,0.0,0.0,28.0,0.0,0.0,208.0,264.0,0.0,0.0,37.0,0.0
96,21193,2.58,123.0,38.0,68.0,25.0,158.0,287.0,26.0,0.0,4076.0,1189.0,7.0,0.0,233.0,0.0,0.0,28.0,0.0,0.0,327.0,331.0,4.0,0.0,19.0,25.0
97,21195,2.41,173.0,25.0,46.0,57.0,87.0,920.0,149.0,7.0,7917.0,4408.0,3.0,103.0,742.0,0.0,53.0,252.0,84.0,0.0,831.0,1135.0,15.0,127.0,110.0,120.0
98,21197,2.63,61.0,39.0,68.0,0.0,76.0,149.0,25.0,0.0,1880.0,833.0,0.0,0.0,42.0,0.0,0.0,45.0,0.0,0.0,169.0,199.0,0.0,149.0,9.0,0.0
99,21199,2.39,366.0,58.0,57.0,10.0,137.0,1078.0,194.0,36.0,8019.0,4693.0,37.0,12.0,922.0,91.0,102.0,359.0,5.0,2.0,964.0,1061.0,49.0,0.0,327.0,219.0
100,21201,2.5,10.0,42.0,86.0,0.0,218.0,44.0,0.0,0.0,167.0,524.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,0.0,11.0,0.0
101,21203,2.52,66.0,42.0,52.0,60.0,117.0,73.0,1.0,0.0,1402.0,873.0,4.0,17.0,94.0,0.0,0.0,146.0,0.0,0.0,151.0,267.0,10.0,18.0,23.0,0.0
102,21205,2.49,99.0,24.0,61.0,54.0,92.0,464.0,67.0,0.0,2195.0,2223.0,17.0,27.0,204.0,0.0,13.0,117.0,25.0,17.0,469.0,589.0,0.0,54.0,56.0,1.0
103,21207,2.4,64.0,36.0,38.0,66.0,63.0,286.0,159.0,0.0,3723.0,1539.0,0.0,21.0,169.0,0.0,0.0,66.0,0.0,0.0,163.0,252.0,16.0,1.0,10.0,5.0
104,21209,2.6,109.0,19.0,40.0,0.0,98.0,2124.0,677.0,31.0,5432.0,7914.0,94.0,128.0,1275.0,22.0,93.0,852.0,120.0,239.0,926.0,1336.0,57.0,76.0,282.0,37.0
105,21211,2.66,144.0,28.0,67.0,26.0,117.0,3548.0,1740.0,10.0,3987.0,6190.0,34.0,12.0,721.0,14.0,130.0,306.0,24.0,47.0,559.0,737.0,22.0,124.0,264.0,113.0
106,21213,2.54,116.0,66.0,62.0,15.0,92.0,466.0,34.0,30.0,2008.0,1644.0,0.0,85.0,79.0,0.0,145.0,66.0,0.0,0.0,243.0,627.0,0.0,84.0,94.0,24.0
107,21215,2.76,80.0,47.0,63.0,0.0,143.0,394.0,53.0,0.0,1814.0,2819.0,0.0,47.0,339.0,0.0,32.0,100.0,46.0,54.0,112.0,133.0,22.0,11.0,44.0,8.0
108,21217,2.43,110.0,35.0,51.0,65.0,94.0,908.0,84.0,7.0,2894.0,2557.0,13.0,50.0,193.0,0.0,11.0,235.0,15.0,0.0,243.0,355.0,0.0,32.0,63.0,128.0
109,21219,2.7,54.0,50.0,82.0,68.0,147.0,1023.0,108.0,0.0,960.0,1609.0,18.0,0.0,62.0,6.0,44.0,131.0,0.0,49.0,200.0,163.0,0.0,23.0,15.0,209.0
110,21221,2.38,28.0,23.0,65.0,0.0,163.0,910.0,68.0,80.0,1179.0,1461.0,8.0,5.0,98.0,244.0,18.0,98.0,0.0,0.0,133.0,533.0,23.0,355.0,130.0,259.0
111,21223,2.5,37.0,50.0,61.0,0.0,162.0,407.0,241.0,0.0,969.0,1237.0,0.0,0.0,116.0,0.0,2.0,104.0,0.0,0.0,170.0,147.0,0.0,0.0,10.0,0.0
112,21225,2.44,57.0,34.0,43.0,17.0,78.0,347.0,50.0,17.0,1348.0,1841.0,2.0,20.0,160.0,41.0,27.0,6.0,42.0,38.0,222.0,120.0,0.0,91.0,1.0,60.0
113,21227,2.47,591.0,33.0,46.0,15.0,74.0,10793.0,2754.0,113.0,12055.0,15913.0,168.0,180.0,1972.0,61.0,651.0,1439.0,161.0,296.0,2610.0,3166.0,227.0,324.0,562.0,124.0
114,21229,2.54,101.0,84.0,104.0,39.0,217.0,373.0,130.0,5.0,1125.0,829.0,16.0,12.0,123.0,0.0,41.0,252.0,0.0,0.0,146.0,152.0,0.0,6.0,61.0,8.0
115,21231,2.54,181.0,87.0,66.0,19.0,141.0,512.0,323.0,0.0,2739.0,1817.0,0.0,76.0,303.0,0.0,82.0,100.0,0.0,27.0,199.0,362.0,0.0,20.0,20.0,36.0
116,21233,2.58,15.0,12.0,41.0,36.0,84.0,626.0,114.0,0.0,1607.0,1340.0,0.0,0.0,75.0,0.0,53.0,66.0,0.0,27.0,237.0,470.0,0.0,109.0,27.0,56.0
117,21235,2.6,291.0,64.0,64.0,75.0,90.0,422.0,62.0,0.0,3672.0,3768.0,26.0,32.0,357.0,1.0,45.0,120.0,17.0,0.0,453.0,883.0,0.0,2.0,43.0,37.0
118,21237,2.58,7.0,9.0,59.0,0.0,137.0,0.0,0.0,0.0,737.0,344.0,0.0,27.0,44.0,0.0,0.0,5.0,0.0,0.0,137.0,38.0,0.0,0.0,12.0,0.0
119,21239,2.55,0.0,0.0,44.0,0.0,80.0,2022.0,1145.0,23.0,3851.0,3783.0,7.0,84.0,762.0,7.0,95.0,478.0,0.0,32.0,462.0,653.0,9.0,34.0,162.0,30.0
120,39001,2.59,83.0,29.0,59.0,31.0,109.0,858.0,28.0,11.0,2702.0,4910.0,91.0,20.0,420.0,0.0,31.0,55.0,0.0,35.0,332.0,300.0,2.0,0.0,160.0,423.0
121,39003,2.51,773.0,58.0,62.0,56.0,119.0,2995.0,384.0,172.0,8057.0,35116.0,211.0,408.0,4701.0,60.0,223.0,1314.0,95.0,233.0,643.0,1583.0,240.0,638.0,436.0,1612.0
122,39005,2.52,172.0,28.0,56.0,22.0,102.0,2879.0,76.0,199.0,5325.0,17607.0,25.0,911.0,2426.0,48.0,100.0,1413.0,52.0,195.0,583.0,1128.0,321.0,111.0,372.0,1207.0
123,39007,2.5,568.0,49.0,53.0,23.0,111.0,5438.0,931.0,807.0,12819.0,23544.0,227.0,3364.0,10674.0,217.0,511.0,5869.0,360.0,496.0,1281.0,1559.0,2068.0,66.0,1769.0,348.0
124,39009,2.49,277.0,19.0,28.0,15.0,40.0,2989.0,76.0,224.0,6195.0,13008.0,279.0,918.0,2873.0,186.0,263.0,2053.0,18.0,420.0,942.0,1266.0,426.0,591.0,230.0,229.0
125,39011,2.49,112.0,26.0,53.0,20.0,111.0,1072.0,111.0,61.0,3145.0,23809.0,34.0,172.0,1145.0,9.0,119.0,577.0,2.0,16.0,355.0,629.0,26.0,95.0,349.0,480.0
