,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
34,21069,3.08,64,43,12,118,0,76,0,1853,2099,2726,345,0,14,0,36,233,343,0,15,19,56,0,65,11
35,21071,2.99,22,40,30,78,14,35,88,3257,2956,4133,202,12,65,0,26,421,598,0,14,63,23,0,170,65
36,21073,2.88,35,45,14,91,16,568,421,6389,6780,7263,819,12,526,48,81,1362,1392,10,142,123,92,41,266,61
37,21075,2.63,63,58,31,161,0,5,0,510,773,640,116,0,114,0,0,78,84,0,155,0,32,0,19,0
38,21077,3.36,70,52,64,131,0,216,0,856,2140,1740,130,0,142,38,0,299,162,0,0,32,0,0,48,0
39,21079,3.14,13,38,0,108,0,101,6,2127,2705,2680,253,20,48,0,0,494,611,0,0,83,0,0,60,5
40,21081,3.09,87,91,87,200,4,84,45,2514,6209,4434,553,0,312,7,14,469,430,31,0,62,35,0,192,0
41,21083,2.99,40,54,45,101,22,846,39,3806,4409,5056,399,0,144,27,33,842,551,0,11,137,38,19,135,20
42,21085,3.13,47,55,28,110,18,0,0,2444,2403,3373,263,0,41,22,24,304,324,0,0,162,45,8,86,0
43,21087,3,40,47,0,108,17,69,0,1130,1044,1140,307,0,50,0,131,180,54,0,0,14,45,0,0,0
44,21089,3.1,10,41,30,82,16,57,79,4936,6738,6838,847,2,304,2,39,889,724,45,70,202,56,3,283,17
45,21091,3.11,87,64,35,169,0,70,0,892,1602,811,99,0,6,6,28,205,116,0,0,8,21,0,0,0
46,21093,3.03,45,60,34,117,20,550,1430,11785,16118,12817,2943,80,1524,22,213,1588,2171,14,1098,231,247,65,455,439
47,21095,3.42,51,65,41,155,3,106,0,2392,1890,3634,384,0,51,9,0,308,328,0,27,12,0,5,40,8
48,21097,3.22,39,43,103,67,13,174,0,2119,3565,2663,196,0,168,29,35,633,265,0,57,0,12,0,28,0
49,21099,3.06,62,76,28,201,10,128,0,1773,1839,2340,253,11,99,19,0,265,454,0,53,43,234,17,51,0
50,21101,2.97,51,63,26,132,17,279,26,5520,7837,5821,503,0,497,0,303,770,811,49,156,158,24,34,160,0
51,21103,3.01,71,56,45,135,5,192,10,2262,2525,2049,96,0,104,7,0,241,457,0,54,42,23,29,81,0
52,21105,3.07,20,39,0,114,0,7,9,606,547,616,57,0,27,12,0,101,190,0,3,0,16,0,0,0
53,21107,3.05,31,42,20,84,17,557,192,5994,5211,4923,575,0,282,0,145,763,1046,22,122,357,9,17,208,36
54,21109,2.81,41,49,0,131,0,13,21,734,918,1181,17,0,0,0,78,29,83,0,0,0,0,0,0,0
55,21111,3.04,48,59,35,111,20,13176,10429,74901,145661,103555,19830,376,8193,615,3890,13841,13277,703,13883,3755,3616,742,3979,1515
56,21113,2.99,25,50,22,110,7,457,164,6282,7589,7166,1256,33,489,12,113,1247,1008,20,97,206,172,237,316,0
57,21115,2.94,17,63,32,119,28,8,59,2223,1953,2574,220,0,63,0,7,217,505,0,43,45,10,0,68,0
58,21117,3.15,35,62,44,115,18,1688,758,16723,54077,31313,6284,149,2092,155,371,3575,2907,140,603,708,432,32,1194,167
59,21119,3.21,40,53,8,101,30,25,21,2111,1050,1111,114,0,2,17,57,253,190,0,0,47,0,0,7,0
60,21121,3.04,66,55,64,111,4,126,9,1656,1893,3458,378,0,56,0,47,714,118,0,122,73,0,0,38,0
61,21123,3.34,29,56,36,122,10,49,0,1360,1482,1613,171,0,104,0,0,241,239,0,17,0,36,33,47,0
62,21125,3.08,33,60,72,116,10,204,71,7014,5439,7448,660,0,408,0,0,837,637,0,18,103,479,85,161,10
63,21127,3.38,0,45,25,86,19,154,16,2007,1433,2755,143,0,80,0,4,402,365,0,0,24,0,0,26,0
64,21129,3.05,0,64,90,149,0,32,10,923,771,841,61,0,14,41,0,74,101,0,0,0,0,0,0,0
65,21131,3.26,25,30,0,63,15,12,6,2017,450,793,23,0,27,0,0,119,161,0,0,25,0,0,30,0
66,21133,3.08,41,46,9,103,13,31,4,2354,1473,1852,212,15,84,0,0,559,267,10,0,204,0,0,18,0
67,21135,3.25,39,72,96,125,26,22,35,2031,1379,1707,161,0,109,0,9,190,432,0,0,34,0,0,93,0
68,21137,3.02,28,50,103,95,0,31,13,1799,1734,2286,73,0,138,36,26,317,274,0,0,79,0,0,5,0
69,21139,3.12,72,61,0,159,13,91,25,1033,837,1161,115,2,80,2,4,162,160,0,0,72,7,0,25,59
70,21141,2.88,49,61,89,109,16,911,25,2987,2818,3054,146,0,291,0,24,517,638,0,13,128,21,10,90,53
71,21143,2.39,3,46,0,131,0,23,0,926,1040,1283,147,0,60,8,0,233,230,0,24,56,19,4,96,0
72,21145,2.87,33,68,23,156,10,397,138,7470,10815,9599,1708,39,972,0,99,1504,1626,46,116,248,98,15,573,32
73,21147,3.06,5,59,78,105,14,47,9,1364,1524,2291,217,0,72,14,10,484,231,0,48,99,0,0,9,30
74,21149,2.97,100,81,18,174,25,22,0,756,1103,872,36,0,50,0,5,83,52,0,0,72,11,0,34,0
75,21151,2.94,29,51,26,81,26,728,472,10772,12613,12957,2065,74,1026,21,266,2780,1790,75,187,333,322,217,631,67
76,21153,3.55,17,51,20,139,5,62,0,2037,630,1435,17,0,8,0,0,231,67,0,0,0,0,0,0,0
77,21155,3.18,79,75,49,148,27,257,75,2820,1292,2476,224,0,84,14,0,116,266,0,118,65,0,0,38,19
78,21157,2.88,39,45,44,89,17,86,21,3672,4841,4682,515,0,396,0,96,749,784,11,9,172,38,0,166,0
79,21159,3.54,8,32,65,16,39,11,0,769,748,1157,49,0,0,10,81,591,29,0,41,0,0,0,6,0
80,21161,2.9,59,54,55,97,21,112,9,1919,3566,2514,298,0,39,0,0,428,529,0,0,38,66,0,57,0
81,21163,3.39,23,43,12,96,7,168,110,3301,6377,5518,700,0,425,0,16,468,529,16,14,38,17,0,187,0
82,21165,3.44,27,30,155,13,0,54,18,947,874,1129,0,0,0,0,0,76,28,0,0,0,0,0,0,0
83,21167,3.04,34,64,0,139,30,48,18,2378,2521,2965,295,0,110,15,9,629,409,0,0,107,20,0,200,0
84,21169,2.93,33,72,16,184,15,104,22,1035,688,1233,23,0,70,0,41,231,305,0,0,0,22,0,54,0
85,21171,3.14,61,49,0,104,24,211,0,1526,899,882,66,0,212,19,10,57,373,0,0,21,30,0,11,0
86,21173,3.09,30,48,39,98,11,167,13,3155,3040,2927,426,2,87,32,9,454,458,0,113,5,0,0,48,13
87,21175,3.26,31,24,0,62,0,307,0,1700,1118,2573,148,0,36,0,0,432,222,0,28,44,25,0,30,20
88,21177,2.87,46,58,44,139,1,130,35,3155,2679,3790,346,0,186,0,33,561,430,0,28,163,53,0,71,0
89,21179,3.02,46,70,29,137,29,254,195,6339,5819,6049,865,9,386,14,86,1042,839,14,76,93,30,103,193,0
90,21181,2.96,100,109,137,140,75,21,28,579,760,791,169,0,12,0,0,314,92,0,0,0,0,0,0,0
91,21183,3.27,35,67,8,143,19,288,22,2011,1636,1907,132,17,29,0,8,560,429,6,16,214,20,8,141,0
92,21185,3.09,26,47,16,110,26,792,269,7714,13491,9040,2493,195,1252,118,512,1337,1801,121,23,391,335,50,662,113
93,21187,2.83,49,104,88,202,30,55,12,1661,1893,2209,162,0,25,0,0,438,384,0,15,4,74,0,37,0
94,21189,3.68,0,40,0,67,23,10,0,598,237,590,2,0,0,0,0,63,28,0,0,0,0,0,0,0
95,21191,3.26,49,78,124,152,10,9,0,1399,4866,2874,306,0,39,0,14,324,242,0,0,53,0,0,26,0
96,21193,3.17,49,44,12,102,8,39,27,3926,1527,2465,364,0,18,0,35,814,668,0,35,154,0,0,110,41
97,21195,2.84,20,50,46,109,8,149,139,10135,4703,7302,755,0,240,56,21,1389,888,9,15,57,13,21,225,0
98,21197,3.06,30,82,36,143,45,0,0,1925,1259,1310,284,0,35,0,0,117,271,90,99,0,0,0,41,23
99,21199,2.87,30,52,13,114,16,380,130,8637,5527,7397,662,36,306,0,7,1231,999,0,0,296,203,0,358,39
100,21201,3.86,34,175,0,638,0,0,0,253,567,374,0,0,8,0,0,5,99,0,0,0,0,0,13,0
101,21203,3.09,20,52,35,118,5,0,3,1851,1174,1876,31,0,14,14,0,307,158,0,0,46,0,0,50,0
102,21205,2.92,47,71,72,88,49,346,169,2256,3405,2992,350,0,36,0,13,789,798,0,51,32,16,0,325,3
103,21207,2.88,43,58,0,122,21,133,0,4932,1641,1622,129,0,77,0,0,199,405,16,0,30,27,0,148,0
104,21209,2.89,21,42,40,82,10,371,208,5440,7252,6386,1068,8,856,133,45,1051,1049,58,51,306,170,63,273,0
105,21211,3.05,43,61,4,125,28,1652,204,4939,6565,6190,877,23,473,0,71,897,879,127,79,156,32,143,186,88
106,21213,2.99,30,46,88,74,14,11,44,1853,1164,1187,91,0,99,0,0,181,335,0,22,17,18,0,77,0
107,21215,3.07,28,66,34,137,33,11,46,2006,3226,2498,269,0,198,0,0,405,203,39,23,63,27,28,182,0
108,21217,2.96,63,63,72,131,3,54,148,2672,2992,3018,180,7,184,0,48,340,312,9,127,154,198,0,45,7
109,21219,3.12,18,89,0,192,35,151,10,632,1504,1421,126,6,132,0,2,218,125,0,17,62,376,6,35,0
110,21221,2.76,0,37,0,82,16,65,21,2519,1484,1997,97,20,137,10,0,416,552,0,70,98,0,6,21,0
111,21223,3.03,54,73,0,207,0,87,11,913,1509,1342,177,0,70,0,13,219,184,0,0,11,0,0,51,0
112,21225,3,41,59,55,84,40,67,54,1738,1891,1560,194,0,0,30,16,151,91,0,28,40,62,0,73,75
113,21227,3.02,33,60,10,103,29,2620,2040,11691,15403,12982,1992,10,1247,85,283,2988,2597,25,347,486,130,194,695,93
114,21229,2.99,36,84,0,216,9,68,2,1486,679,1275,132,0,127,8,0,270,96,0,0,35,0,0,64,0
115,21231,2.9,38,51,0,132,0,372,0,2329,1362,3163,33,0,27,0,20,539,147,0,77,29,0,94,73,36
116,21233,3.22,43,62,42,155,2,80,8,1715,1266,1508,152,0,108,0,13,319,335,0,53,58,68,0,12,0
117,21235,3.16,42,49,83,74,13,119,127,3072,3637,5309,419,2,91,0,16,597,689,0,33,43,78,0,254,85
118,21237,3.57,12,19,0,48,0,0,7,850,500,821,59,0,4,0,0,53,36,0,0,53,0,0,49,0
119,21239,2.92,22,48,7,69,47,793,69,3564,3994,3305,576,0,319,27,231,702,863,3,0,200,16,281,127,38
120,39001,3.17,42,66,51,137,14,120,23,2799,5020,4362,166,14,123,0,24,547,487,3,0,121,261,0,341,0
121,39003,3.04,40,61,36,129,13,302,311,7586,37029,13434,4111,110,1589,47,343,1491,1650,187,1341,534,1717,70,1982,240
122,39005,3.01,27,57,27,103,30,123,357,5403,17445,5957,2797,45,1639,30,117,1012,1276,367,55,291,1027,158,391,17
123,39007,3.05,30,43,22,93,15,1284,173,12816,25350,16053,11334,270,5897,348,832,2033,2062,1747,195,2018,487,145,1102,40
124,39009,3.01,19,36,25,50,20,141,1230,6711,14262,9043,3519,114,2064,32,524,1549,1237,474,330,387,168,192,1110,146
125,39011,2.95,57,74,23,170,22,139,98,3685,24379,5807,1382,15,613,15,181,546,651,33,11,221,394,12,478,3
126,39013,2.74,53,49,27,108,12,182,158,8764,18282,12599,7144,97,6312,36,685,2194,1055,1080,272,142,186,149,1075,0
127,39015,3.25,38,50,8,126,9,0,33,4346,12049,6325,953,8,383,7,23,665,730,0,0,113,87,11,285,33
128,39017,3.1,33,54,27,105,19,5136,5158,35175,98300,49474,16771,383,6159,214,2015,5738,6619,834,2728,2229,1054,577,2921,255
129,39019,2.96,26,69,6,183,12,71,9,2838,8458,4182,1769,6,489,3,75,766,998,165,0,217,445,50,331,0
130,39021,3.11,37,59,34,147,6,166,77,4754,11068,5983,937,44,685,60,57,673,1029,69,79,318,243,5,496,25
131,39023,3.01,52,53,27,119,9,1277,310,14578,35228,20947,4266,150,1899,155,312,2810,3182,393,776,1275,354,119,1414,112
132,39025,3.1,36,55,18,124,15,997,1291,21648,66424,35329,8369,287,3481,137,710,3090,4770,262,244,1409,560,500,1461,171
133,39027,2.97,64,73,69,147,16,319,29,5053,11184,6521,1438,13,323,12,30,904,653,75,74,114,219,21,359,0
134,39029,2.97,51,60,48,135,12,469,249,15893,31704,19269,9830,147,3535,20,418,3602,3106,1437,134,783,1442,429,1979,65
135,39031,3.07,51,52,9,130,7,67,9,4149,10927,5257,1014,0,312,0,17,638,611,47,0,89,424,0,488,0
136,39033,2.91,37,49,23,109,13,139,115,4854,19177,6334,1934,17,653,23,52,833,772,85,0,181,167,37,336,46
137,39035,3.1,40,52,29,97,22,15211,18200,80954,225058,168679,118419,6678,111245,1075,21861,15009,16982,43131,11367,7938,3615,17407,8613,4610
138,39037,3.02,43,58,33,125,20,82,100,4772,20580,5622,684,11,247,37,98,630,906,3,104,261,294,39,261,10
139,39039,2.97,42,54,40,112,10,291,74,3739,16564,4899,1105,0,982,32,60,467,451,76,27,219,297,23,281,29
140,39041,3.06,24,57,12,115,32,676,3842,23193,56848,27048,13511,353,6886,131,1131,3495,5292,1042,934,1715,722,375,3864,187
141,39043,2.89,37,43,10,100,13,575,151,9094,30027,11783,6550,205,2811,19,338,1087,1513,712,249,524,271,184,873,88
142,39045,3.05,34,54,22,108,25,602,740,16787,44962,23293,7503,118,2996,43,655,2544,3376,432,658,1055,675,255,2475,393
143,39047,2.99,48,66,58,129,17,183,147,2815,6344,3066,677,0,131,0,27,365,859,12,0,22,104,17,207,13
144,39049,3.12,41,60,33,99,25,19681,26109,104384,276500,164857,63242,1729,29037,1993,9141,20404,24642,5279,30685,8493,5061,3428,18461,4400
145,39051,3.04,36,57,20,115,28,508,35,4582,19448,5080,1013,12,2964,104,49,525,952,142,16,264,793,39,209,6
146,39053,2.96,45,65,18,159,0,73,57,2472,4913,4837,486,0,228,0,47,429,347,20,2,109,141,51,815,0
147,39055,3.13,14,53,0,149,23,103,225,12939,25648,16018,12920,619,7752,60,2399,1573,2446,2211,47,1477,1492,502,1175,37
148,39057,2.93,33,48,27,88,15,660,2019,17505,42247,20815,5598,257,3427,287,597,3287,4603,465,550,1438,594,327,1975,7
149,39059,3.02,61,64,41,134,18,108,37,5003,8983,6133,1054,36,565,12,77,1193,929,768,43,157,79,18,680,24
150,39061,3.11,43,58,36,104,23,7464,8199,61903,248320,117831,36715,927,11895,451,6004,10796,13159,1659,21592,3936,2633,1053,5952,1139
151,39063,2.89,40,53,11,104,21,393,857,7708,32172,8241,2804,111,1868,126,315,1492,1726,177,100,465,956,47,1046,27
152,39065,3.14,23,58,14,123,22,41,107,3081,10587,4841,973,39,483,0,40,485,750,133,47,112,392,19,668,19
153,39067,3.04,56,67,31,120,40,24,10,1424,3322,2457,768,57,898,0,91,645,382,144,15,45,17,0,123,9
154,39069,3.02,36,70,2,183,6,303,31,2026,15336,3029,772,51,1135,0,93,270,345,76,3,292,369,16,296,0
155,39071,3.06,65,62,19,127,25,136,77,4650,10372,6507,508,35,265,53,75,400,546,49,35,116,49,0,218,0
156,39073,2.96,66,63,41,143,9,90,71,2633,7435,4122,755,9,350,0,179,484,671,28,45,110,49,26,477,7
157,39075,3.93,20,96,11,179,51,131,0,2652,15890,2767,467,17,614,11,36,268,404,81,14,267,4838,33,130,0
158,39077,2.99,67,61,48,139,7,1425,140,6467,21833,8699,2640,14,1671,53,171,616,1596,279,33,256,269,116,294,38
159,39079,3.04,33,86,65,165,31,116,36,3517,5351,3855,535,0,183,15,3,547,623,12,59,62,21,0,1456,0
160,39081,2.86,29,39,22,79,13,124,178,6393,14017,11989,9043,235,5796,29,474,1833,1625,1817,67,207,127,75,1147,0
161,39083,3.05,32,51,16,98,21,186,204,8382,18368,8654,2528,46,778,42,388,1323,2283,199,16,705,1005,76,797,0
162,39085,2.98,27,43,17,90,19,2663,1227,26409,60659,43284,37567,2468,17548,257,2724,4962,5929,6095,106,2475,534,1413,2661,7
163,39087,3.04,26,43,8,98,10,32,23,6785,9676,8076,968,0,464,0,69,1139,1423,47,191,81,176,0,449,0
164,39089,3.02,57,62,24,126,26,654,848,21334,48283,26219,8958,96,3439,219,886,3286,4018,502,356,1373,700,334,3351,279
165,39091,2.94,31,60,0,144,16,71,190,4168,14213,6191,1463,22,1004,28,272,910,1167,155,36,278,683,94,343,0
166,39093,3.03,38,49,26,104,17,4269,1572,32511,79530,50160,24705,836,25192,247,2669,5015,6620,10981,832,2004,1198,2512,3341,218
167,39095,3.09,50,60,42,110,19,3369,4206,35376,132488,58662,16997,603,42924,182,2219,4371,7222,1650,3902,2805,2347,990,2337,1151
168,39097,3.05,24,48,41,113,7,181,178,4112,13729,7075,1831,6,566,4,97,626,869,149,123,213,547,101,468,64
169,39099,2.99,47,56,28,114,21,2761,1087,21540,51669,40063,44626,462,11693,100,1838,3735,3641,17550,3338,2630,1061,3465,5295,230
170,39101,2.95,64,54,47,110,14,226,207,6792,19727,10108,2024,85,1014,0,210,1295,1272,53,212,295,229,23,1009,41
171,39103,3.06,20,53,12,127,20,439,932,19753,55560,31210,18275,438,17719,609,2091,2972,4219,7074,198,1366,1698,2197,1943,43
172,39105,3.01,43,37,10,87,8,82,10,2266,5929,3391,292,0,286,0,78,442,335,39,3,38,6,0,449,0
173,39107,3.1,63,85,22,186,32,112,86,2529,24034,3384,817,21,580,34,18,277,564,59,0,99,211,4,279,0
174,39109,2.95,27,50,6,120,15,260,610,10409,35259,13801,2915,83,1928,86,169,1966,2588,115,145,601,510,96,1252,10
175,39111,2.91,13,32,0,94,0,15,8,1561,5138,2141,422,69,389,2,102,195,180,8,0,68,470,3,126,0
176,39113,2.97,46,54,33,104,17,3479,5742,47269,134170,68965,18436,1098,10812,299,2173,8851,10342,1181,4235,3796,1953,585,4789,977
177,39115,2.89,48,51,40,127,0,41,34,1957,3206,1926,233,0,179,0,24,302,443,43,67,72,163,30,144,0
178,39117,3.03,48,75,38,167,26,83,84,4642,10728,5018,1129,13,407,0,90,641,985,11,38,210,272,51,971,0
179,39119,2.99,35,55,27,107,21,187,253,9337,21683,13282,2584,83,1062,24,257,1471,1672,211,146,624,178,120,884,16
180,39121,2.84,30,39,0,100,0,31,28,1310,3797,1910,302,0,293,28,4,220,119,357,137,40,34,55,43,0
181,39123,2.75,37,52,41,105,24,212,123,4080,18534,4959,1684,69,2529,0,48,731,826,681,0,353,403,158,429,0
182,39125,2.97,58,73,40,184,1,87,64,2054,7894,2062,200,0,261,11,23,126,410,15,0,37,236,0,163,0
183,39127,3.09,65,70,70,137,19,29,58,3716,9090,5323,1037,9,346,2,21,534,471,117,28,79,70,0,399,16
184,39129,3.06,60,74,44,150,29,105,99,6141,14865,8240,1982,24,777,24,9,759,1062,59,230,252,224,52,728,34
185,39131,3.09,55,47,22,92,20,51,0,3690,5521,4252,292,8,198,83,2,518,462,43,3,24,173,0,128,0
186,39133,2.97,27,41,18,73,20,248,1218,18433,49152,27355,17622,512,10497,46,1485,3355,4128,3826,363,1768,1081,813,3117,120
187,39135,3.03,24,46,15,110,10,111,98,4908,14585,6223,808,11,266,26,48,900,1195,44,0,172,78,26,225,0
188,39137,3.12,38,63,30,137,20,248,38,1635,22729,2716,544,10,265,0,76,209,486,47,13,19,624,31,363,1
189,39139,2.99,48,64,32,132,23,375,72,15829,38612,16794,4341,235,2803,12,215,2632,2475,235,950,698,1639,110,1327,186
190,39141,3.03,46,61,11,128,25,611,172,8172,20939,11779,1722,34,596,21,121,1634,1515,156,197,337,102,30,868,211
191,39143,3.01,44,57,9,148,7,745,252,5850,25656,7388,2302,11,2056,69,84,531,1424,114,306,175,349,40,278,98
192,39145,3.09,42,51,42,88,24,373,125,7992,18101,11874,1914,25,645,22,15,990,1187,0,66,252,130,10,1043,116
193,39147,2.98,37,43,12,99,8,404,167,4708,27162,5965,2702,31,1486,0,109,614,722,125,0,246,464,11,436,20
194,39149,3.08,34,53,27,130,3,153,305,3853,19663,5437,931,20,436,0,82,472,573,21,172,89,155,67,230,0
195,39151,2.98,40,52,33,101,21,1750,1469,38102,126329,58384,37971,695,11279,573,2217,7885,7932,4539,4085,3093,6978,1515,6556,139
196,39153,3.02,36,51,25,97,22,2603,6064,57459,135453,83267,54988,1553,27447,546,4648,10172,11673,10163,2725,4472,3119,2431,7018,469
197,39155,3.02,42,48,39,100,14,563,487,22460,46006,30396,29089,586,9735,46,1626,3638,4070,8417,475,1475,907,1747,5069,158
198,39157,3.07,34,56,15,125,16,751,51,10122,35137,14781,6988,50,1999,85,258,1852,2237,476,0,607,3926,76,1387,6
199,39159,3.14,19,47,6,104,13,166,743,6920,17269,7737,2174,6,1118,9,57,1173,1200,150,23,255,450,50,1126,68
200,39161,3.03,32,48,14,97,22,165,64,3345,12665,3589,638,0,454,0,54,381,412,0,5,101,225,5,422,0
201,39163,2.9,66,71,92,126,22,30,25,1009,2287,1918,75,5,73,9,7,179,311,78,0,0,79,0,112,0
202,39165,3.12,41,58,26,124,25,1226,3987,24983,59637,29249,10403,307,5547,125,1525,3368,5065,468,610,1671,666,582,1691,193
203,39167,2.91,44,48,17,116,6,40,270,7325,18190,10380,1686,12,1009,0,161,1364,1290,116,74,251,164,49,755,20
204,39169,3.17,28,50,10,111,16,459,463,10250,39012,14717,5444,146,2823,104,572,2007,2498,822,242,1134,7223,181,1043,97
205,39171,2.99,40,48,21,99,20,285,101,4076,17586,4570,760,19,757,0,92,363,529,50,159,156,279,31,348,17
206,39173,2.94,13,36,9,65,19,800,1254,13032,51154,17993,5664,248,8421,14,511,1850,3070,1052,317,824,976,277,1348,37
207,39175,2.95,30,84,19,179,32,88,184,1941,9815,2534,637,33,130,0,28,198,244,1,23,203,326,27,213,13
208,42001,2.97,36,57,10,133,18,2356,521,9964,39841,14505,4806,151,3093,175,587,1937,2079,428,112,554,417,304,973,178
209,42003,2.97,26,47,22,81,26,4164,18754,99246,348967,248120,204475,8754,117739,919,22864,30257,24747,50916,9360,10590,4366,13303,15698,2692
210,42005,2.87,51,50,10,122,14,103,63,6243,28881,13475,7417,252,4958,25,465,2483,1413,3077,17,533,171,767,671,0
211,42007,2.91,29,46,17,100,18,422,442,16867,54071,32702,30136,528,13251,143,2071,6654,3144,5863,229,1335,338,2682,2140,209
212,42009,2.97,50,56,18,124,21,81,73,4125,21324,5919,1748,77,964,9,167,918,738,339,22,220,451,164,682,15
213,42011,3.04,35,50,25,101,20,18754,2939,26110,149593,52307,41255,1954,25823,382,3064,4456,4804,4149,1129,2589,3038,3003,6071,3316
214,42013,2.93,32,47,25,101,13,270,417,10543,54807,25556,14316,119,5314,98,491,3208,2254,1096,202,1110,564,484,1508,138
215,42015,3.02,46,54,32,133,7,309,118,9769,14754,10296,4621,192,2533,22,186,1078,1324,231,71,802,254,524,1552,42
216,42017,3.17,19,45,5,96,23,7811,11091,68953,173822,166515,98460,4786,52163,1523,19028,11692,12201,4547,2979,5930,2128,11001,8429,1333
217,42019,2.98,28,50,11,113,20,410,963,18018,78952,39565,24335,811,12875,45,2491,8629,4940,5770,339,1509,625,2118,3026,46
