,Drug,Year,Score_Drug_1,Score_Drug_2,Score_Drug_3
25,Nalbuphine,2011,0.0016466230608438957,0.0016781031340069817,0.0018212327943161184
26,ANPP,2011,0.002130081573159234,0.0022681241530020714,0.0009814534263146823
27,Desmethylprodine ,2011,0.0006181790204936296,0.0034921639312466258,0.0016465809348906546
28,Remifentanil,2011,0.0003343218381274465,0.0007971172487619019,0.0035089421310591914
29,Mitragynine,2011,0.0005464396017873059,0.00250202524777811,0.00205934604142345
30,Acetyldihydrocodeine,2011,0.0012819990051541618,0.002005440894278597,0.0018226116063754837
31,Hydrocodeinone,2011,0.00202100189621674,0.003426764726008638,0.00013710041996847352
32,MT-45,2011,0.001863504040881431,0.0012263230046207657,0.001962277098284117
33,Levorphanol,2011,0.002097358606857655,0.0018250539331963675,0.0013138765031166153
34,Acetyl fentanyl,2011,0.002100036933519475,0.0015967677061010984,0.0014881602492764065
35,Butyryl fentanyl,2011,0.0026616353176334034,0.0006413168094334101,0.0017798493494194832
36,Furanyl fentanyl,2011,0.0016470371301744511,0.0007681776114523972,0.0024882100484935644
37,p-Fluorobutyryl fentanyl,2011,0.0015886476581788319,0.0017972186096824768,0.0017397052503914827
38,cis-3-methylfentanyl,2011,0.0017532173910196588,0.0023494240003645315,0.0011823562729665516
39,Valeryl fentanyl,2011,0.002990977980906637,0.0013476263782797938,0.0009724549440565607
40,Carfentanil,2011,0.0021432245056401916,0.002025079331667267,0.0011229307744518727
41,Acryl fentanyl,2011,0.000537995212073407,0.003917117589563892,0.0009370231299055226
42,U-47700,2011,0.0017008957204484414,0.0014314936996636723,0.0019330331622204628
43,3-Methylfentanyl,2011,0.001079727527381082,0.002233710768687513,0.0018069971662192754
44,4-Fluoroisobutyryl fentanyl,2011,0.0019362549147846839,0.0014443064049563614,0.0017360902362274111
45,trans-3-Methylfentanyl,2011,0.0014939515272096705,0.0026081946727861253,0.001188510964552954
46,p-methoxybutyryl fentanyl,2011,0.0013653588223124017,0.0036073189596630877,0.0005186934609515973
47,Tetrahydrofuran fentanyl,2011,0.0004859553507729147,0.0030512713826891594,0.0016473281237990313
48,p-Fluorofentanyl,2011,0.000508934068195145,0.0007634009780488376,0.003395471503775612
49,o-Fluorofentanyl,2011,0.0019108820343455282,0.0027073701677901717,0.0007801275139479918
50,3-Fluorofentanyl,2011,0.00289474959572112,0.0009231893384336242,0.0013768513084079495
51,Fluorofentanyl,2011,0.0006206930342582368,0.0018050062474678195,0.0025029419635564727
52,Fluoroisobutyryl fentanyl,2011,0.001451876057600669,0.0027799298930375124,0.0010890453549099346
53,Fluorobutyryl fentanyl ,2011,0.0018489629827424697,0.0020725939433233246,0.001320120302034928
54,Furanyl/3-Furanyl fentanyl,2011,0.0019688924608300103,0.0010700558826826747,0.001999243841790203
55,Cyclopropyl fentanyl,2011,0.0014750293050300267,0.0020244017119846872,0.0016545518405975486
56,Methoxyacetyl fentanyl,2011,0.00062941922736486,0.0018615987976389723,0.0024522277164069394
57,Phenyl fentanyl,2011,0.0011844589186670459,0.0008372289465037629,0.002802440890538597
58,Benzylfentanyl,2011,0.0018534322397256878,0.0011926568195632955,0.001996303605123931
59,U-48800,2011,0.0018109268017400303,0.0009936370068937864,0.0021838352330951984
60,U-49900,2011,0.0012753014442747205,0.002030461704442792,0.0018086062634130513
61,Crotonyl fentanyl,2011,0.0027495045269146988,0.0008634239086151579,0.0015384159374162648
62,"3,4-Methylenedioxy U-47700",2011,0.002554677060794056,4.8144886244555104e-05,0.0023230812086785253
63,U-51754,2011,0.003561546967861971,0.00029998619330824666,0.0013282929158482054
64,Cyclopropyl/Crotonyl Fentanyl,2011,0.0011508115697617999,0.00223652900468748,0.00174830072427744
65,Isobutyryl fentanyl,2011,0.0012538669109824832,0.0032419597848962023,0.0008895165982679175
66,Cyclopentyl fentanyl,2011,0.0013014009807321974,0.00298727681349897,0.0010486762212130153
67,4-Methylfentanyl,2011,0.0014972623096694258,0.0007595182746317276,0.002613923653017136
68,Metazocine,2011,0.0019143764143293854,0.001250097933764076,0.0019035010571768487
