,Drug,Year,Score_Drug_1,Score_Drug_2,Score_Drug_3
56,Methoxyacetyl fentanyl,2017,0.0020586323729449942,0.007562311261480061,0.006603462324896992
57,Phenyl fentanyl,2017,0.002052779199488353,0.00031601020368508353,0.0037399351337246574
58,Benzylfentanyl,2017,0.0028877955365904946,0.0033985305092277675,0.0031950025669285316
59,U-48800,2017,0.002391649622571959,0.0021892645400336647,0.0011102450568573352
60,U-49900,2017,0.0021689518068884746,0.0023736604984952894,0.000669685690451009
61,Crotonyl fentanyl,2017,0.005343752340577228,3.9403142505170244e-05,0.0008099295569433906
62,"3,4-Methylenedioxy U-47700",2017,0.0025908350747387795,0.001295114289762593,0.0009310339013452909
63,U-51754,2017,0.0022033984516147006,0.0022852396014954595,0.0004761387051780978
64,Cyclopropyl/Crotonyl Fentanyl,2017,0.0013573901985867581,0.0009059000315818678,0.002756304771937166
65,Isobutyryl fentanyl,2017,0.0022118285611895426,0.0020429947463990452,0.0006061547642036256
66,Cyclopentyl fentanyl,2017,0.001244770477120987,0.0015084133679918012,0.001726827424948705
67,4-Methylfentanyl,2017,0.0003831338020808136,0.001838196574403626,0.0021939922281888546
68,Metazocine,2017,0.0022910740417145577,0.0018055124328238748,0.0006778480804419568
