,Unnamed: 0,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
104,104,51053,2011,14.353067769675635,15,11,Normal,1,-1,-13,Decrease,-2,21.875,Possible,1,8.125
105,105,21063,2011,6.194203779660969,7,8,Normal,1,-1,-2,Stable,0,-17.857142857142858,Not_Likely,0,2.1428571428571432
106,106,51600,2011,1.9817987631279552,2,8,Good,0,0,4,Lightly_Increase,1,75.0,Highly_Possible,2,54.99999999999998
107,107,39045,2011,14.59883117125726,15,5,Normal,1,1,35,Increase,2,14.285714285714285,Possible,1,5.714285714285714
108,108,21005,2011,5.347588767785194,6,11,Normal,1,0,4,Lightly_Increase,1,-3.125,Not_Likely,0,6.249999999999999
109,109,51515,2011,2.64657437848922,3,9,Good,0,1,8,Increase,2,53.846153846153854,Possible,1,16.923076923076927
110,110,42013,2011,14.72179268260667,15,2,Normal,1,1,53,Increase,2,41.66666666666666,Possible,1,10.0
111,111,51023,2011,12.378299753075455,13,10,Normal,1,0,6,Increase,2,50.0,Possible,1,22.85714285714286
112,112,42015,2011,8.72950865673362,9,1,Normal,1,0,12,Increase,2,12.5,Possible,1,7.500000000000001
113,113,51037,2011,7.0985257991894555,8,6,Normal,1,-1,-1,Stable,0,-6.25,Not_Likely,0,1.25
114,114,42041,2011,7.373115749437831,8,5,Normal,1,0,0,Stable,0,-12.5,Not_Likely,0,5.0
115,115,42047,2011,0.2784403257916593,1,4,Good,0,1,14,Increase,2,50.0,Possible,1,25.000000000000004
116,116,51595,2011,2.075811460273824,3,5,Good,0,1,5,Lightly_Increase,1,50.0,Possible,1,10.0
117,117,21065,2011,4.953238623247534,5,10,Good,0,1,7,Increase,2,-9.375,Not_Likely,0,5.0
118,118,54009,2011,8.29848642818596,9,8,Normal,1,0,-1,Stable,0,26.923076923076927,Possible,1,8.46153846153846
119,119,21031,2011,7.34617466159123,8,6,Normal,1,-1,-1,Stable,0,0.0,Not_Likely,0,8.75
120,120,21039,2011,3.60559811859038,4,5,Good,0,1,11,Increase,2,21.428571428571427,Possible,1,10.0
121,121,39023,2011,6.753427856536428,7,6,Normal,1,-1,-4,Lightly_Decrease,-1,-31.818181818181817,Not_Likely,0,3.6363636363636362
122,122,54015,2011,14.555957588982416,15,6,Normal,1,-1,-8,Decrease,-2,-16.666666666666668,Not_Likely,0,2.2222222222222223
123,123,21007,2011,6.872116731009163,7,4,Normal,1,0,2,Stable,0,28.57142857142857,Possible,1,10.0
124,124,51025,2011,0.6918527208126323,1,6,Good,0,1,11,Increase,2,6.25,Possible,1,6.25
125,125,21033,2011,7.2906711287772525,8,7,Normal,1,0,2,Stable,0,5.0,Possible,1,8.999999999999998
126,126,51610,2011,4.745923149059363,5,7,Good,0,0,-1,Stable,0,75.0,Highly_Possible,2,54.99999999999998
127,127,21067,2011,144.6619090614017,145,12,Critical,2,0,-35,Decrease,-2,21.875,Possible,1,6.249999999999999
128,128,21061,2011,12.84973997707466,13,5,Normal,1,0,-1,Stable,0,22.72727272727273,Possible,1,7.2727272727272725
129,129,51061,2011,55.6639427052171,56,10,Critical,2,0,-25,Decrease,-2,20.58823529411765,Possible,1,24.117647058823533
130,130,51011,2011,4.042102645712308,5,7,Good,0,1,9,Increase,2,-5.5555555555555545,Not_Likely,0,5.555555555555555
131,131,39047,2011,3.645158221279193,4,7,Good,0,0,2,Stable,0,-18.75,Not_Likely,0,3.7500000000000004
132,132,42051,2011,34.145755734310626,35,3,Critical,2,0,28,Increase,2,33.333333333333336,Possible,1,8.333333333333334
133,133,21071,2011,42.135235483686564,43,5,Critical,2,0,-12,Decrease,-2,16.666666666666668,Possible,1,5.833333333333333
134,134,51063,2011,3.2365620756754683,4,8,Good,0,1,7,Increase,2,26.923076923076927,Possible,1,16.923076923076927
135,135,51065,2011,11.148649506201252,12,7,Normal,1,0,1,Stable,0,13.636363636363635,Possible,1,8.18181818181818
136,136,21073,2011,23.72822761239132,24,10,Critical,2,0,9,Increase,2,8.333333333333334,Possible,1,7.777777777777778
137,137,39049,2011,250.27311188237078,251,6,Severe,3,0,196,Extremely_Increase,3,28.57142857142857,Possible,1,10.0
138,138,42055,2011,26.917339097171634,27,3,Critical,2,-1,-9,Decrease,-2,-16.666666666666668,Not_Likely,0,1.6666666666666667
139,139,51067,2011,19.484665403470878,20,8,Critical,2,0,10,Increase,2,45.45454545454545,Possible,1,18.18181818181819
140,140,51069,2011,39.46596445952793,40,8,Critical,2,-1,-26,Decrease,-2,8.333333333333334,Possible,1,4.166666666666667
141,141,21075,2011,4.007150182592069,5,2,Good,0,0,-3,Lightly_Decrease,-1,30.0,Possible,1,10.0
142,142,42057,2011,10.935329707504666,11,3,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,3.3333333333333335
143,143,51640,2011,10.69469411638785,11,4,Normal,1,0,3,Lightly_Increase,1,25.0,Possible,1,9.999999999999998
144,144,39053,2011,28.40037201700741,29,6,Critical,2,-2,-25,Decrease,-2,-33.333333333333336,Not_Likely,0,0.0
145,145,39055,2011,10.695424063209416,11,2,Normal,1,0,3,Lightly_Increase,1,71.42857142857143,Highly_Possible,2,44.285714285714285
146,146,51071,2011,34.644638039980954,35,8,Critical,2,0,-9,Decrease,-2,29.16666666666667,Possible,1,10.0
147,147,51073,2011,9.120496370871534,10,13,Normal,1,-1,-6,Decrease,-2,52.77777777777778,Possible,1,10.000000000000004
148,148,51075,2011,1.587625334993503,2,8,Good,0,0,-1,Stable,0,30.76923076923077,Possible,1,8.46153846153846
149,149,21081,2011,8.683624502389915,9,11,Normal,1,1,17,Increase,2,32.142857142857146,Possible,1,9.285714285714286
150,150,54023,2011,9.669208103111208,10,4,Normal,1,0,1,Stable,0,14.285714285714285,Possible,1,5.714285714285714
151,151,21083,2011,6.532119699722856,7,6,Normal,1,0,4,Lightly_Increase,1,11.111111111111109,Possible,1,9.999999999999998
152,152,21085,2011,4.36135687829077,5,6,Good,0,1,12,Increase,2,18.181818181818183,Possible,1,9.09090909090909
153,153,51077,2011,5.8713626234475065,6,4,Normal,1,-1,-1,Stable,0,50.0,Possible,1,10.0
154,154,54025,2011,8.272514009440219,9,4,Normal,1,0,7,Increase,2,66.66666666666667,Highly_Possible,2,28.888888888888896
155,155,39057,2011,61.522422804722716,62,7,Critical,2,0,-39,Decrease,-2,-38.888888888888886,Not_Likely,0,2.2222222222222223
156,156,42059,2011,11.376056911515846,12,6,Normal,1,-1,-7,Decrease,-2,35.0,Possible,1,8.999999999999998
157,157,51079,2011,6.140181181675379,7,9,Normal,1,0,9,Increase,2,25.0,Possible,1,8.571428571428571
158,158,39059,2011,12.410223979854331,13,6,Normal,1,0,-2,Stable,0,22.222222222222218,Possible,1,5.555555555555555
159,159,51083,2011,15.817384478335846,16,3,Normal,1,0,-2,Stable,0,-25.0,Not_Likely,0,3.3333333333333335
160,160,39061,2011,551.9370366449501,552,6,Severe,3,0,262,Extremely_Increase,3,38.888888888888886,Possible,1,9.999999999999998
161,161,51650,2011,5.024906195105722,6,13,Normal,1,0,2,Stable,0,43.75,Possible,1,10.000000000000002
162,162,39063,2011,17.638792961696133,18,6,Critical,2,0,12,Increase,2,22.222222222222218,Possible,1,6.666666666666667
163,163,51085,2011,12.059170656480019,13,9,Normal,1,1,14,Increase,2,23.529411764705888,Possible,1,9.411764705882355
164,164,39065,2011,17.510320187421474,18,7,Critical,2,0,74,Extremely_Increase,3,45.45454545454545,Possible,1,9.09090909090909
165,165,54031,2011,4.898486515404199,5,4,Good,0,0,-4,Lightly_Decrease,-1,-5.0,Not_Likely,0,4.0
166,166,54033,2011,15.48983748242401,16,9,Normal,1,1,11,Increase,2,-4.166666666666667,Not_Likely,0,5.833333333333333
167,167,51660,2011,8.423124324227151,9,7,Normal,1,0,0,Stable,0,54.16666666666666,Possible,1,8.333333333333332
168,168,21099,2011,4.204481169393966,5,8,Good,0,0,-3,Lightly_Decrease,-1,22.72727272727273,Possible,1,9.09090909090909
169,169,21101,2011,8.331351824377654,9,4,Normal,1,0,3,Lightly_Increase,1,33.333333333333336,Possible,1,10.0
170,170,51087,2011,104.32627097715016,105,12,Critical,2,-2,-100,Extremely_Decrease,-3,27.777777777777782,Possible,1,9.444444444444446
171,171,51089,2011,12.16856625940189,13,4,Normal,1,0,0,Stable,0,7.142857142857142,Possible,1,8.571428571428571
172,172,39075,2011,4.4239159846561575,5,5,Good,0,0,-3,Lightly_Decrease,-1,31.25,Possible,1,5.0
173,173,21107,2011,8.238262618729514,9,5,Normal,1,1,19,Increase,2,25.0,Possible,1,9.999999999999998
174,174,42061,2011,14.192017744266392,15,3,Normal,1,0,2,Stable,0,6.25,Possible,1,7.5
175,175,39077,2011,15.183990215630171,16,6,Normal,1,0,2,Stable,0,15.0,Possible,1,5.0
176,176,42063,2011,38.04507862328426,39,3,Critical,2,-1,-25,Decrease,-2,10.0,Possible,1,6.000000000000001
177,177,39079,2011,9.228696960323813,10,5,Normal,1,1,38,Increase,2,-22.72727272727273,Not_Likely,0,0.9090909090909091
178,178,54035,2011,8.456746412874205,9,7,Normal,1,0,2,Stable,0,-20.0,Not_Likely,0,1.0
179,179,51095,2011,10.246059021700292,11,15,Normal,1,0,6,Increase,2,23.809523809523807,Possible,1,10.000000000000004
180,180,21111,2011,345.43143385686034,346,5,Severe,3,0,-98,Extremely_Decrease,-3,27.777777777777782,Possible,1,7.777777777777778
181,181,39081,2011,6.747299894631133,7,9,Normal,1,0,3,Lightly_Increase,1,60.0,Possible,1,8.0
182,182,42065,2011,16.593515458324877,17,4,Normal,1,0,0,Stable,0,14.285714285714285,Possible,1,8.571428571428571
183,183,54037,2011,0.006974688338721545,1,6,Good,0,1,15,Increase,2,25.0,Possible,1,6.25
184,184,21115,2011,15.322533801428056,16,7,Normal,1,0,-4,Lightly_Decrease,-1,17.857142857142858,Possible,1,3.5714285714285716
185,185,21117,2011,122.51692626639029,123,8,Critical,2,0,-77,Extremely_Decrease,-3,21.428571428571427,Possible,1,8.571428571428571
186,186,51099,2011,8.312745901724618,9,6,Normal,1,0,-1,Stable,0,72.22222222222223,Highly_Possible,2,20.000000000000007
187,187,51101,2011,6.920355677319335,7,9,Normal,1,-1,-6,Decrease,-2,30.555555555555557,Possible,1,10.000000000000004
188,188,21119,2011,5.01575885324962,6,6,Normal,1,0,3,Lightly_Increase,1,12.5,Possible,1,15.000000000000002
189,189,21121,2011,4.316233244750886,5,5,Good,0,0,0,Stable,0,-11.111111111111109,Not_Likely,0,4.444444444444445
190,190,39083,2011,9.367087711798012,10,5,Normal,1,1,17,Increase,2,12.5,Possible,1,7.5
191,191,42069,2011,74.17916957219478,75,6,Critical,2,0,-33,Decrease,-2,-12.5,Not_Likely,0,1.25
192,192,39085,2011,169.86219500180482,170,1,Severe,3,-1,7,Increase,2,87.5,Highly_Possible,2,77.5
193,193,42071,2011,59.9924991562776,60,4,Critical,2,0,-22,Decrease,-2,-20.0,Not_Likely,0,6.000000000000001
194,194,21125,2011,73.12937533837514,74,6,Critical,2,-2,-69,Extremely_Decrease,-3,-10.0,Not_Likely,0,4.0
195,195,42075,2011,17.910028462316653,18,4,Critical,2,-1,4,Lightly_Increase,1,14.285714285714285,Possible,1,7.142857142857143
196,196,42077,2011,107.99193202543637,108,4,Critical,2,0,-35,Decrease,-2,37.5,Possible,1,30.0
197,197,39089,2011,295.6602841009692,296,6,Severe,3,-1,-118,Extremely_Decrease,-3,5.5555555555555545,Possible,1,6.666666666666667
198,198,21141,2011,5.706874576555692,6,5,Normal,1,-1,1,Stable,0,14.285714285714285,Possible,1,8.571428571428571
199,199,39091,2011,11.087298197630906,12,5,Normal,1,1,12,Increase,2,30.0,Possible,1,7.0
200,200,54045,2011,10.382686207164909,11,5,Normal,1,-1,-10,Decrease,-2,0.0,Not_Likely,0,5.0
201,201,51107,2011,2.81384831925843,3,9,Good,0,1,13,Increase,2,46.66666666666666,Possible,1,38.666666666666664
202,202,51109,2011,12.692108086333144,13,7,Normal,1,0,3,Lightly_Increase,1,33.333333333333336,Possible,1,8.666666666666666
203,203,21069,2011,9.230930486713893,10,10,Normal,1,0,-1,Stable,0,3.333333333333333,Possible,1,5.333333333333333
204,204,51620,2011,1.1330453668318812,2,5,Good,0,0,4,Lightly_Increase,1,40.90909090909091,Possible,1,9.999999999999998
205,205,51630,2011,5.348777001421224,6,8,Normal,1,0,2,Stable,0,41.66666666666666,Possible,1,17.500000000000004
206,206,39051,2011,3.95486181178738,4,4,Good,0,1,4,Lightly_Increase,1,-33.333333333333336,Not_Likely,0,5.000000000000001
207,207,21079,2011,2.9040847972292565,3,9,Good,0,0,-1,Stable,0,9.375,Possible,1,5.0
208,208,21087,2011,2.999456885963532,3,7,Good,0,1,11,Increase,2,28.57142857142857,Possible,1,8.571428571428571
209,209,51081,2011,1.3178635116319952,2,5,Good,0,1,12,Increase,2,50.0,Possible,1,10.0
210,210,21089,2011,4.5744274302723245,5,5,Good,0,0,-3,Lightly_Decrease,-1,-4.166666666666667,Not_Likely,0,0.8333333333333334
211,211,54029,2011,2.4527495761010583,3,7,Good,0,0,-1,Stable,0,16.666666666666668,Possible,1,8.333333333333332
212,212,21095,2011,55.41422405384492,56,5,Critical,2,0,99,Extremely_Increase,3,27.272727272727273,Possible,1,15.454545454545457
213,213,21097,2011,0.4819015175015928,1,10,Good,0,0,4,Lightly_Increase,1,23.684210526315788,Possible,1,8.421052631578949
214,214,21103,2011,5.521833203459399,6,8,Normal,1,0,9,Increase,2,17.857142857142858,Possible,1,8.571428571428571
215,215,39071,2011,1.2515166042405754,2,7,Good,0,2,24,Increase,2,-33.333333333333336,Not_Likely,0,3.333333333333334
216,216,51670,2011,4.237836427161934,5,13,Good,0,1,5,Lightly_Increase,1,27.777777777777782,Possible,1,10.000000000000004
217,217,21109,2011,30.853134460666226,31,8,Critical,2,-1,-21,Decrease,-2,-10.714285714285714,Not_Likely,0,3.5714285714285716
218,218,21113,2011,32.26048874561626,33,12,Critical,2,-2,-28,Decrease,-2,16.666666666666668,Possible,1,5.333333333333333
219,219,54039,2011,93.02293255834593,94,4,Critical,2,0,-66,Extremely_Decrease,-3,-25.0,Not_Likely,0,0.0
220,220,21127,2011,13.056943336925714,14,7,Normal,1,0,-3,Lightly_Decrease,-1,-7.6923076923076925,Not_Likely,0,2.307692307692308
221,221,42073,2011,23.237123456387003,24,5,Critical,2,-1,-3,Lightly_Decrease,-1,6.25,Possible,1,5.0
222,222,21129,2011,28.922827468558324,29,8,Critical,2,-1,-15,Decrease,-2,12.5,Possible,1,2.5
223,223,21131,2011,6.689758259016429,7,10,Normal,1,-1,-4,Lightly_Decrease,-1,18.181818181818183,Possible,1,5.454545454545454
224,224,21133,2011,33.518203327218906,34,7,Critical,2,-1,-12,Decrease,-2,45.83333333333334,Possible,1,16.666666666666675
