,Drug,Year,Score_Drug_1,Score_Drug_2,Score_Drug_3
34,Acetyl fentanyl,2016,0.003282350715567885,0.027096989675145355,0.0010032052942061543
35,Butyryl fentanyl,2016,0.004219931539563155,4.6939331007077684e-07,0.0009003156705847341
36,Furanyl fentanyl,2016,0.005538422220427786,0.028576047030751228,0.03514352642713021
37,p-Fluorobutyryl fentanyl,2016,0.000951086944706046,0.0014601936336599017,0.003395311667485471
38,cis-3-methylfentanyl,2016,0.000961771678054932,0.0023199310072135704,0.0026817453690777203
39,Valeryl fentanyl,2016,0.001548345667258992,0.0010205730051243787,0.0035606400329326383
40,Carfentanil,2016,0.014837377606480654,0.013759244503353783,0.029670546594644943
41,Acryl fentanyl,2016,0.0017675748066856946,0.0027332634745513692,0.0016874274298286389
42,U-47700,2016,0.007794815353295991,0.006037419337848323,0.0022314789106914323
43,3-Methylfentanyl,2016,0.008620584314325368,0.008553547847110966,0.008627097497541612
44,4-Fluoroisobutyryl fentanyl,2016,0.006140254997034627,0.0002539157276572484,0.0006023054591152779
45,trans-3-Methylfentanyl,2016,0.0007248807581851078,0.002727643773329786,0.0025324892677182037
46,p-methoxybutyryl fentanyl,2016,0.0020075932213817352,0.0025420586310750575,0.0006036954568172753
47,Tetrahydrofuran fentanyl,2016,0.002124017000539936,0.0007320920233381919,0.0025689628928943892
48,p-Fluorofentanyl,2016,0.0020413043664315135,0.0031652159288453824,5.4020365958953274e-05
49,o-Fluorofentanyl,2016,0.00046034055865602145,0.0026565044147617042,0.002720592126770005
50,3-Fluorofentanyl,2016,0.001998931942463102,0.0026874426998009125,0.00045024718155698676
51,Fluorofentanyl,2016,0.0013316497928567831,0.002001539466827137,0.0021767835500204626
52,Fluoroisobutyryl fentanyl,2016,0.0009066396841650061,0.0025596371322268944,0.0020715841236106478
53,Fluorobutyryl fentanyl ,2016,0.0015012408665065259,0.0015846810004137228,0.002357696055005276
54,Furanyl/3-Furanyl fentanyl,2016,0.0022356327519085424,0.0013514968949390152,0.0016522527875022525
55,Cyclopropyl fentanyl,2016,0.002150768796362672,0.0002680827317124215,0.0029924043853225115
56,Methoxyacetyl fentanyl,2016,0.001416980062632397,0.002200993391625558,0.001737004596788813
57,Phenyl fentanyl,2016,0.00271557722078148,0.0015468261346398638,0.0007636225730571896
58,Benzylfentanyl,2016,0.000815036760211249,0.0008014689115947495,0.0041176795878330105
59,U-48800,2016,0.001828625356320151,0.002445520107735916,0.0009162938586112614
60,U-49900,2016,0.003893490975288357,0.00042873533317902004,0.0004751585597029694
61,Crotonyl fentanyl,2016,0.002717281180709696,0.0007539157339463361,0.001659883037568568
62,"3,4-Methylenedioxy U-47700",2016,0.0010579093268555792,0.0009475014712085394,0.003631186684323319
63,U-51754,2016,0.002445565188049188,0.0012246021877254675,0.0014852939780828336
64,Cyclopropyl/Crotonyl Fentanyl,2016,0.0017711926026933301,0.0006740985725379874,0.0029994368664112104
65,Isobutyryl fentanyl,2016,0.0035779491898100192,0.0009997191756518692,0.00024463934802027774
66,Cyclopentyl fentanyl,2016,0.0016625687018956004,0.0014081393421143207,0.0023111795253461876
67,4-Methylfentanyl,2016,0.0013140157615187066,0.0035122041409106548,0.0003865513624274554
68,Metazocine,2016,0.001337106652983464,0.0015122236379312476,0.0026230181681951253
