,Unnamed: 0,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
37,37,42023,2015,5.405198706281683,6,2,Good,0,1,5,Stable,0,16.666666666666668,Possible,1,6.666666666666667
38,38,42025,2015,23.26290951262154,24,5,Normal,1,0,-5,Stable,0,-18.75,Not_Likely,0,1.25
39,39,51033,2015,4.2191321967872994,5,8,Good,0,2,22,Increase,2,7.6923076923076925,Possible,1,6.923076923076922
40,40,21041,2015,15.555035829030047,16,8,Normal,1,1,14,Lightly_Increase,1,22.72727272727273,Possible,1,7.2727272727272725
41,41,39019,2015,20.49629838954382,21,6,Normal,1,0,-13,Lightly_Decrease,-1,-11.111111111111109,Not_Likely,0,4.444444444444445
42,42,21043,2015,22.70746255115952,23,7,Normal,1,0,-11,Lightly_Decrease,-1,-26.923076923076927,Not_Likely,0,1.5384615384615385
43,43,21045,2015,9.689145566027843,10,8,Normal,1,-1,-6,Stable,0,0.0,Not_Likely,0,5.714285714285714
44,44,51540,2015,19.935824774553662,20,8,Normal,1,0,-10,Lightly_Decrease,-1,-15.384615384615385,Not_Likely,0,0.0
45,45,51550,2015,16.175019952284913,17,8,Normal,1,0,-1,Stable,0,20.0,Possible,1,9.999999999999998
46,46,42029,2015,111.39819300446236,112,3,Critical,2,0,-37,Decrease,-2,25.0,Possible,1,20.000000000000004
47,47,51041,2015,177.30102854104882,178,13,Critical,2,0,53,Increase,2,11.764705882352944,Possible,1,10.000000000000002
48,48,21047,2015,3.2655557502388355,4,5,Good,0,0,-3,Stable,0,12.5,Possible,1,8.75
49,49,42031,2015,6.259737340005543,7,4,Good,0,1,4,Stable,0,0.0,Not_Likely,0,21.66666666666667
50,50,42033,2015,1.2712461301629758,2,2,Good,0,0,3,Stable,0,7.142857142857142,Possible,1,20.000000000000004
51,51,39025,2015,187.9249977890731,188,9,Critical,2,-1,-179,Extremely_Decrease,-3,-11.538461538461537,Not_Likely,0,0.7692307692307693
52,52,39027,2015,78.15629142050716,79,5,Critical,2,0,-2,Stable,0,-33.333333333333336,Not_Likely,0,3.333333333333334
53,53,51570,2015,12.804511366839217,13,11,Normal,1,-1,-11,Lightly_Decrease,-1,19.444444444444443,Possible,1,10.000000000000004
54,54,42037,2015,12.979060145727026,13,5,Normal,1,0,4,Stable,0,-14.285714285714285,Not_Likely,0,1.4285714285714286
55,55,39029,2015,25.120887365414962,26,7,Critical,2,0,16,Increase,2,-18.181818181818183,Not_Likely,0,5.454545454545454
56,56,39033,2015,62.44192957850286,63,6,Critical,2,0,-13,Lightly_Decrease,-1,22.222222222222218,Possible,1,36.666666666666664
57,57,42039,2015,23.637646112785692,24,3,Normal,1,1,13,Lightly_Increase,1,10.0,Possible,1,24.0
58,58,21055,2015,8.012214269089851,9,5,Normal,1,0,7,Stable,0,6.25,Possible,1,6.25
59,59,39035,2015,1196.0990194886765,1197,1,Severe,3,0,-413,Extremely_Decrease,-3,0.0,Not_Likely,0,2.5
60,60,51590,2015,0.16071532838206226,1,3,Good,0,0,4,Stable,0,-10.0,Not_Likely,0,6.000000000000001
61,61,42043,2015,399.16916532529467,400,5,Severe,3,-1,-353,Extremely_Decrease,-3,5.5555555555555545,Possible,1,13.333333333333336
62,62,21059,2015,24.4789867843978,25,4,Normal,1,1,6,Stable,0,18.75,Possible,1,7.5
63,63,39039,2015,43.58369222838056,44,5,Critical,2,-1,-34,Decrease,-2,-28.57142857142857,Not_Likely,0,1.4285714285714286
64,64,39041,2015,75.00510114809279,76,5,Critical,2,0,-35,Decrease,-2,-31.25,Not_Likely,0,0.0
65,65,42045,2015,214.22925342617933,215,3,Critical,2,0,-82,Decrease,-2,-40.0,Not_Likely,0,2.0
66,66,51051,2015,16.239316103215213,17,6,Normal,1,0,-4,Stable,0,4.545454545454546,Possible,1,2.7272727272727275
67,67,54017,2015,16.076455268796234,17,8,Normal,1,-1,-10,Lightly_Decrease,-1,-8.333333333333334,Not_Likely,0,0.8333333333333334
68,68,39043,2015,121.58740036068424,122,3,Critical,2,0,-47,Decrease,-2,40.0,Highly_Possible,2,80.0
69,69,42049,2015,44.69854759299557,45,1,Critical,2,-1,-36,Decrease,-2,16.666666666666668,Possible,1,40.0
70,70,51057,2015,10.339141190197793,11,6,Normal,1,-1,-10,Lightly_Decrease,-1,13.636363636363635,Possible,1,9.999999999999998
71,71,51059,2015,143.3057100891821,144,9,Critical,2,0,74,Increase,2,-5.0,Not_Likely,0,2.0
72,72,21001,2015,17.893924840137164,18,8,Normal,1,-1,-12,Lightly_Decrease,-1,15.384615384615385,Possible,1,6.923076923076922
73,73,51003,2015,2.251742047481005,3,7,Good,0,1,18,Increase,2,-15.384615384615385,Not_Likely,0,0.0
74,74,51005,2015,15.725648645337081,16,7,Normal,1,1,8,Lightly_Increase,1,-4.166666666666667,Not_Likely,0,1.6666666666666667
75,75,39003,2015,46.41993190264282,47,6,Critical,2,-1,-27,Decrease,-2,-5.0,Not_Likely,0,2.0
76,76,51009,2015,11.348600661843063,12,9,Normal,1,-1,-10,Lightly_Decrease,-1,-3.333333333333333,Not_Likely,0,1.3333333333333333
77,77,51015,2015,18.38339209077602,19,7,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,0.0
78,78,51017,2015,12.750034079233036,13,7,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,0.0
79,79,42007,2015,15.219835259829619,16,7,Normal,1,1,80,Increase,2,30.0,Possible,1,16.0
80,80,39013,2015,50.79736750267648,51,8,Critical,2,0,2,Stable,0,5.0,Possible,1,8.0
81,81,21017,2015,22.141743523790375,23,10,Normal,1,0,-8,Lightly_Decrease,-1,-5.5555555555555545,Not_Likely,0,0.0
82,82,21019,2015,31.224470458102136,32,7,Critical,2,0,-6,Stable,0,-13.636363636363635,Not_Likely,0,2.7272727272727275
83,83,21021,2015,8.179782314957857,9,10,Normal,1,0,2,Stable,0,6.666666666666668,Possible,1,4.666666666666667
84,84,51520,2015,4.715830952413967,5,3,Good,0,1,6,Stable,0,0.0,Not_Likely,0,1.6666666666666667
85,85,51027,2015,7.749139202767807,8,5,Normal,1,0,14,Lightly_Increase,1,5.5555555555555545,Possible,1,4.444444444444445
86,86,51530,2015,9.758796483006297,10,9,Normal,1,0,2,Stable,0,-3.333333333333333,Not_Likely,0,1.3333333333333333
87,87,21035,2015,7.434525751090297,8,4,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,2.0
88,88,21037,2015,181.3412131567343,182,9,Critical,2,0,-61,Decrease,-2,-7.142857142857142,Not_Likely,0,1.4285714285714286
89,89,51031,2015,11.520164792490108,12,6,Normal,1,0,7,Stable,0,0.0,Not_Likely,0,5.0
90,90,51035,2015,9.966807352971394,10,7,Normal,1,-1,-8,Lightly_Decrease,-1,-10.0,Not_Likely,0,2.0
91,91,42027,2015,28.129959579057807,29,2,Critical,2,0,-2,Stable,0,-8.333333333333334,Not_Likely,0,1.6666666666666667
92,92,39021,2015,36.75107350317626,37,6,Critical,2,0,-7,Stable,0,0.0,Not_Likely,0,1.1111111111111112
93,93,21049,2015,37.70473415584562,38,10,Critical,2,-1,-26,Decrease,-2,-2.9411764705882355,Not_Likely,0,0.5882352941176471
94,94,51043,2015,19.403108043097347,20,7,Normal,1,-1,-13,Lightly_Decrease,-1,-41.66666666666666,Not_Likely,0,0.0
95,95,21051,2015,9.68338863214867,10,8,Normal,1,-1,-7,Stable,0,-19.23076923076923,Not_Likely,0,2.307692307692308
96,96,21053,2015,9.481074582262654,10,5,Normal,1,0,11,Lightly_Increase,1,0.0,Not_Likely,0,5.0
97,97,42035,2015,13.387652982453867,14,1,Normal,1,0,6,Stable,0,0.0,Not_Likely,0,3.3333333333333335
98,98,39031,2015,0.4504643701421331,1,5,Good,0,1,11,Lightly_Increase,1,-12.5,Not_Likely,0,1.25
99,99,51045,2015,3.433888481175483,4,9,Good,0,1,7,Stable,0,-8.333333333333334,Not_Likely,0,2.5000000000000004
100,100,51047,2015,44.308919047561034,45,10,Critical,2,-1,-37,Decrease,-2,-32.142857142857146,Not_Likely,0,0.0
101,101,21057,2015,3.4676054645753163,4,5,Good,0,0,2,Stable,0,11.111111111111109,Possible,1,6.666666666666667
102,102,51049,2015,7.357094045796366,8,7,Normal,1,-1,-4,Stable,0,-10.0,Not_Likely,0,5.0
103,103,39037,2015,34.14622564632186,35,4,Critical,2,-1,-13,Lightly_Decrease,-1,-28.57142857142857,Not_Likely,0,0.0
104,104,51053,2015,15.737386365209005,16,11,Normal,1,0,-4,Stable,0,12.5,Possible,1,8.125
105,105,21063,2015,15.543901131081064,16,8,Normal,1,-1,-11,Lightly_Decrease,-1,-14.285714285714285,Not_Likely,0,0.0
106,106,51600,2015,0.9066614662056608,1,8,Good,0,0,5,Stable,0,-5.0,Not_Likely,0,2.0
107,107,39045,2015,75.50953306845426,76,5,Critical,2,0,55,Increase,2,-21.428571428571427,Not_Likely,0,17.142857142857142
108,108,21005,2015,17.67206208914036,18,11,Normal,1,0,-4,Stable,0,0.0,Not_Likely,0,5.624999999999999
109,109,51515,2015,7.887322914644315,8,9,Normal,1,-1,-7,Stable,0,7.6923076923076925,Possible,1,3.8461538461538463
110,110,42013,2015,108.30119375911846,109,2,Critical,2,-2,-104,Decrease,-2,-16.666666666666668,Not_Likely,0,5.000000000000001
111,111,51023,2015,0.7426271214521901,1,10,Good,0,0,6,Stable,0,0.0,Not_Likely,0,2.857142857142857
112,112,42015,2015,14.406117187933633,15,1,Normal,1,0,5,Stable,0,-12.5,Not_Likely,0,0.0
113,113,51037,2015,7.097343694480068,8,6,Normal,1,0,5,Stable,0,6.25,Possible,1,5.0
114,114,42041,2015,0.2527503951234438,1,5,Good,0,0,1,Stable,0,0.0,Not_Likely,0,3.7500000000000004
115,115,42047,2015,1.1121698825013575,2,4,Good,0,1,19,Increase,2,8.333333333333334,Possible,1,25.000000000000004
116,116,51595,2015,15.203569001182366,16,5,Normal,1,-1,-15,Lightly_Decrease,-1,-18.75,Not_Likely,0,5.0
117,117,21065,2015,10.9405307794883,11,10,Normal,1,-1,-10,Lightly_Decrease,-1,0.0,Not_Likely,0,1.8750000000000002
118,118,54009,2015,11.802919950808096,12,8,Normal,1,-1,-7,Stable,0,30.76923076923077,Possible,1,14.615384615384617
119,119,21031,2015,9.376378541548158,10,6,Normal,1,0,-2,Stable,0,31.25,Possible,1,10.0
120,120,21039,2015,11.839359156112998,12,5,Normal,1,0,1,Stable,0,-21.428571428571427,Not_Likely,0,0.0
121,121,39023,2015,89.11997646965597,90,6,Critical,2,0,95,Increase,2,-13.636363636363635,Not_Likely,0,1.8181818181818181
122,122,54015,2015,14.986050402626223,15,6,Normal,1,0,-5,Stable,0,-16.666666666666668,Not_Likely,0,1.1111111111111112
123,123,21007,2015,16.695167799369766,17,4,Normal,1,0,-7,Stable,0,-21.428571428571427,Not_Likely,0,0.0
124,124,51025,2015,10.014913803161217,11,6,Normal,1,0,2,Stable,0,-12.5,Not_Likely,0,5.0
125,125,21033,2015,8.812048674667164,9,7,Normal,1,0,0,Stable,0,10.0,Possible,1,7.0
126,126,51610,2015,14.420422323747525,15,7,Normal,1,-1,-8,Lightly_Decrease,-1,-5.0,Not_Likely,0,2.0
127,127,21067,2015,140.692228704857,141,12,Critical,2,0,-23,Decrease,-2,-6.25,Not_Likely,0,1.25
128,128,21061,2015,2.8702599965769475,3,5,Good,0,1,19,Increase,2,22.72727272727273,Possible,1,18.181818181818187
129,129,51061,2015,51.25981104237429,52,10,Critical,2,-1,-38,Decrease,-2,-20.58823529411765,Not_Likely,0,0.0
130,130,51011,2015,12.958172704154027,13,7,Normal,1,0,-3,Stable,0,0.0,Not_Likely,0,2.2222222222222223
131,131,39047,2015,44.343479781305675,45,7,Critical,2,0,2,Stable,0,12.5,Possible,1,6.25
132,132,42051,2015,65.35300436156227,66,3,Critical,2,0,-18,Decrease,-2,0.0,Not_Likely,0,16.666666666666668
133,133,21071,2015,41.3694912895601,42,5,Critical,2,0,-1,Stable,0,-16.666666666666668,Not_Likely,0,1.6666666666666667
134,134,51063,2015,13.610465308671973,14,8,Normal,1,0,-1,Stable,0,3.8461538461538463,Possible,1,4.615384615384615
135,135,51065,2015,10.876632928330114,11,7,Normal,1,-1,-4,Stable,0,-18.181818181818183,Not_Likely,0,1.8181818181818181
136,136,21073,2015,30.46246037928591,31,10,Critical,2,0,4,Stable,0,-2.7777777777777777,Not_Likely,0,5.5555555555555545
137,137,39049,2015,579.0287737734031,580,6,Severe,3,-1,-240,Extremely_Decrease,-3,-14.285714285714285,Not_Likely,0,1.4285714285714286
138,138,42055,2015,31.954605778521792,32,3,Critical,2,-1,-9,Lightly_Decrease,-1,-33.333333333333336,Not_Likely,0,1.6666666666666667
139,139,51067,2015,10.093461237753985,11,8,Normal,1,1,17,Increase,2,0.0,Not_Likely,0,8.18181818181818
140,140,51069,2015,49.55705104871888,50,8,Critical,2,-1,-27,Decrease,-2,-37.5,Not_Likely,0,0.0
141,141,21075,2015,10.339381652065333,11,2,Normal,1,0,-1,Stable,0,-20.0,Not_Likely,0,0.0
142,142,42057,2015,5.212828148002973,6,3,Good,0,1,9,Lightly_Increase,1,-41.66666666666666,Not_Likely,0,1.6666666666666667
143,143,51640,2015,1.0550449769452137,2,4,Good,0,1,10,Lightly_Increase,1,0.0,Not_Likely,0,1.0
144,144,39053,2015,16.477376998529483,17,6,Normal,1,1,25,Increase,2,16.666666666666668,Possible,1,20.0
145,145,39055,2015,10.475153867455171,11,2,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,17.142857142857142
146,146,51071,2015,18.259095282295643,19,8,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,2.5000000000000004
147,147,51073,2015,11.495233644253547,12,13,Normal,1,1,16,Increase,2,16.666666666666668,Possible,1,10.000000000000004
148,148,51075,2015,21.676733402987146,22,8,Normal,1,0,-9,Lightly_Decrease,-1,7.6923076923076925,Possible,1,5.384615384615385
149,149,21081,2015,31.642917386307282,32,11,Critical,2,0,-6,Stable,0,3.571428571428572,Possible,1,3.5714285714285716
150,150,54023,2015,8.314708602517666,9,4,Normal,1,0,-1,Stable,0,-14.285714285714285,Not_Likely,0,1.4285714285714286
151,151,21083,2015,21.9174520885704,22,6,Normal,1,-1,-15,Lightly_Decrease,-1,-16.666666666666668,Not_Likely,0,0.0
152,152,21085,2015,2.872016797437237,3,6,Good,0,1,6,Stable,0,13.636363636363635,Possible,1,8.18181818181818
153,153,51077,2015,11.779438547553676,12,4,Normal,1,0,4,Stable,0,-8.333333333333334,Not_Likely,0,0.0
154,154,54025,2015,19.040607500173646,20,4,Normal,1,-1,-17,Decrease,-2,-27.777777777777782,Not_Likely,0,0.0
155,155,39057,2015,171.10483342877345,172,7,Critical,2,0,-37,Decrease,-2,5.5555555555555545,Possible,1,2.2222222222222223
156,156,42059,2015,0.8850062224421533,1,6,Good,0,1,16,Increase,2,-5.0,Not_Likely,0,13.000000000000004
157,157,51079,2015,13.512148140273842,14,9,Normal,1,0,-6,Stable,0,-21.428571428571427,Not_Likely,0,0.0
158,158,39059,2015,38.70384725296474,39,6,Critical,2,0,19,Increase,2,5.5555555555555545,Possible,1,4.444444444444445
159,159,51083,2015,8.932340176111271,9,3,Normal,1,0,1,Stable,0,0.0,Not_Likely,0,3.3333333333333335
160,160,39061,2015,2000.6185647456568,2001,6,Severe,3,0,1104,Extremely_Increase,3,-5.5555555555555545,Not_Likely,0,1.1111111111111112
161,161,51650,2015,1.511247687065954,2,13,Good,0,1,9,Lightly_Increase,1,21.875,Possible,1,10.000000000000002
162,162,39063,2015,37.526911928443546,38,6,Critical,2,0,22,Increase,2,27.777777777777782,Possible,1,36.666666666666664
163,163,51085,2015,29.737774569032112,30,9,Critical,2,-1,-8,Lightly_Decrease,-1,14.705882352941178,Possible,1,8.235294117647058
164,164,39065,2015,10.257956713832481,11,7,Normal,1,0,-3,Stable,0,-13.636363636363635,Not_Likely,0,2.7272727272727275
165,165,54031,2015,13.783325839476351,14,4,Normal,1,-1,-11,Lightly_Decrease,-1,-40.0,Not_Likely,0,0.0
166,166,54033,2015,4.515100016364067,5,9,Good,0,2,45,Increase,2,-16.666666666666668,Not_Likely,0,0.8333333333333334
167,167,51660,2015,7.9870946809073295,8,7,Normal,1,-1,-7,Stable,0,-4.166666666666667,Not_Likely,0,0.0
168,168,21099,2015,4.188021026854603,5,8,Good,0,1,6,Stable,0,18.181818181818183,Possible,1,9.999999999999998
169,169,21101,2015,18.75329566381736,19,4,Normal,1,1,5,Stable,0,8.333333333333334,Possible,1,10.0
170,170,51087,2015,156.57743604911718,157,12,Critical,2,0,69,Increase,2,19.444444444444443,Possible,1,10.000000000000004
171,171,51089,2015,5.076038979644368,6,4,Good,0,0,1,Stable,0,7.142857142857142,Possible,1,5.714285714285714
172,172,39075,2015,10.241319903692247,11,5,Normal,1,-1,-5,Stable,0,-25.0,Not_Likely,0,1.25
173,173,21107,2015,18.016939852148045,19,5,Normal,1,0,-6,Stable,0,10.0,Possible,1,8.999999999999998
174,174,42061,2015,24.856258498307447,25,3,Normal,1,-1,-19,Decrease,-2,-18.75,Not_Likely,0,0.0
175,175,39077,2015,10.063529992763913,11,6,Normal,1,1,28,Increase,2,35.0,Highly_Possible,2,53.0
176,176,42063,2015,6.86868962762775,7,3,Good,0,2,17,Increase,2,40.0,Highly_Possible,2,64.0
177,177,39079,2015,25.851403768860283,26,5,Critical,2,0,61,Increase,2,27.272727272727273,Possible,1,17.27272727272728
178,178,54035,2015,12.384632806510663,13,7,Normal,1,0,5,Stable,0,5.0,Possible,1,5.0
179,179,51095,2015,10.42526764849056,11,15,Normal,1,0,1,Stable,0,19.047619047619047,Possible,1,10.000000000000004
180,180,21111,2015,522.4681148995252,523,5,Severe,3,0,38,Increase,2,16.666666666666668,Possible,1,9.999999999999998
181,181,39081,2015,25.557128961000643,26,9,Critical,2,-1,-5,Stable,0,15.0,Possible,1,17.0
182,182,42065,2015,9.885786859670056,10,4,Normal,1,-1,-9,Lightly_Decrease,-1,35.714285714285715,Highly_Possible,2,34.28571428571429
183,183,54037,2015,9.965902370955224,10,6,Normal,1,-1,-3,Stable,0,-37.5,Not_Likely,0,0.0
184,184,21115,2015,6.4313398756535625,7,7,Good,0,1,7,Stable,0,-17.857142857142858,Not_Likely,0,0.7142857142857143
185,185,21117,2015,199.98731449424068,200,8,Critical,2,0,-6,Stable,0,-7.142857142857142,Not_Likely,0,2.857142857142857
186,186,51099,2015,15.939401549625659,16,6,Normal,1,0,0,Stable,0,27.777777777777782,Possible,1,4.444444444444445
187,187,51101,2015,0.2997044607466427,1,9,Good,0,1,10,Lightly_Increase,1,22.222222222222218,Possible,1,10.000000000000004
188,188,21119,2015,11.711731233576932,12,6,Normal,1,0,1,Stable,0,-8.333333333333334,Not_Likely,0,1.6666666666666667
189,189,21121,2015,62.18510117507123,63,5,Critical,2,-1,-55,Decrease,-2,-50.0,Not_Likely,0,0.0
190,190,39083,2015,10.863612920276461,11,5,Normal,1,-1,-7,Stable,0,-12.5,Not_Likely,0,1.25
191,191,42069,2015,85.40287646528934,86,6,Critical,2,-1,-78,Decrease,-2,-43.75,Not_Likely,0,0.0
192,192,39085,2015,287.5132346683838,288,1,Critical,2,1,207,Extremely_Increase,3,25.0,Possible,1,27.500000000000004
193,193,42071,2015,118.50900666421829,119,4,Critical,2,0,242,Extremely_Increase,3,50.0,Highly_Possible,2,46.00000000000001
194,194,21125,2015,41.685557788666365,42,6,Critical,2,-1,-31,Decrease,-2,-45.0,Not_Likely,0,1.0
195,195,42075,2015,81.8844047634319,82,4,Critical,2,0,-10,Lightly_Decrease,-1,35.714285714285715,Highly_Possible,2,32.85714285714286
196,196,42077,2015,43.27571676864258,44,4,Critical,2,0,9,Lightly_Increase,1,-12.5,Not_Likely,0,1.25
197,197,39089,2015,74.23403111939334,75,6,Critical,2,0,-32,Decrease,-2,-22.222222222222218,Not_Likely,0,0.0
198,198,21141,2015,20.220802441592273,21,5,Normal,1,0,-1,Stable,0,21.428571428571427,Possible,1,10.0
199,199,39091,2015,23.76523920976245,24,5,Normal,1,0,-9,Lightly_Decrease,-1,-15.0,Not_Likely,0,0.0
200,200,54045,2015,22.54377692048411,23,5,Normal,1,0,-3,Stable,0,-15.0,Not_Likely,0,0.0
201,201,51107,2015,36.50526212238999,37,9,Critical,2,0,24,Increase,2,-20.0,Not_Likely,0,1.3333333333333333
202,202,51109,2015,20.420746563323593,21,7,Normal,1,-1,-20,Decrease,-2,-13.333333333333336,Not_Likely,0,2.6666666666666665
203,203,21069,2015,15.64132459826679,16,10,Normal,1,-1,-12,Lightly_Decrease,-1,-16.666666666666668,Not_Likely,0,0.0
204,204,51620,2015,14.733804231211867,15,5,Normal,1,0,-3,Stable,0,4.545454545454546,Possible,1,7.2727272727272725
205,205,51630,2015,10.90689813905425,11,8,Normal,1,-1,-7,Stable,0,-20.83333333333333,Not_Likely,0,2.5000000000000004
206,206,39051,2015,6.16356330553542,7,4,Good,0,0,-3,Stable,0,-8.333333333333334,Not_Likely,0,33.333333333333336
207,207,21079,2015,4.777392686900215,5,9,Good,0,1,6,Stable,0,-15.625,Not_Likely,0,2.5
208,208,21087,2015,9.461486468486232,10,7,Normal,1,0,-1,Stable,0,17.857142857142858,Possible,1,8.571428571428571
209,209,51081,2015,8.863958643877664,9,5,Normal,1,0,0,Stable,0,-21.428571428571427,Not_Likely,0,4.2857142857142865
210,210,21089,2015,2.5857359392756143,3,5,Good,0,1,7,Stable,0,-12.5,Not_Likely,0,3.3333333333333335
211,211,54029,2015,16.643634948026232,17,7,Normal,1,0,-9,Lightly_Decrease,-1,25.0,Possible,1,14.16666666666667
212,212,21095,2015,40.422695699162944,41,5,Critical,2,0,-12,Lightly_Decrease,-1,-27.272727272727273,Not_Likely,0,0.0
213,213,21097,2015,30.43525323117109,31,10,Critical,2,0,-4,Stable,0,-18.42105263157895,Not_Likely,0,1.5789473684210529
214,214,21103,2015,6.514312146943516,7,8,Good,0,0,-2,Stable,0,21.428571428571427,Possible,1,7.1428571428571415
215,215,39071,2015,47.00763215975309,48,7,Critical,2,0,-21,Decrease,-2,11.111111111111109,Possible,1,4.444444444444445
216,216,51670,2015,6.9887097151443385,7,13,Good,0,0,-1,Stable,0,19.444444444444443,Possible,1,10.000000000000004
217,217,21109,2015,16.17479493160139,17,8,Normal,1,0,-2,Stable,0,-10.714285714285714,Not_Likely,0,2.1428571428571432
218,218,21113,2015,34.912156107581644,35,12,Critical,2,0,7,Stable,0,-10.0,Not_Likely,0,2.6666666666666665
219,219,54039,2015,37.661293825580366,38,4,Critical,2,0,2,Stable,0,-12.5,Not_Likely,0,2.5
220,220,21127,2015,19.667172837630886,20,7,Normal,1,-1,-16,Decrease,-2,-11.538461538461537,Not_Likely,0,0.7692307692307693
