,Drug,Year,Score_Drug_1,Score_Drug_2,Score_Drug_3
47,Tetrahydrofuran fentanyl,2012,0.0008443091678613,0.0021131203399797674,0.0019894374304923997
48,p-Fluorofentanyl,2012,0.0026097976647248143,0.0009343082593822191,0.0013951854078569884
49,o-Fluorofentanyl,2012,0.0019692776615036784,0.0021229599656331206,0.0008650474906234842
50,3-Fluorofentanyl,2012,0.002529898489741151,0.0008619600656139727,0.0015451716249778628
51,Fluorofentanyl,2012,0.002124092960709797,0.0001649591642361029,0.002630325201601834
52,Fluoroisobutyryl fentanyl,2012,0.0011695611520638415,0.0020735440521469093,0.0017059708591785116
53,Fluorobutyryl fentanyl ,2012,0.0014829003309512086,0.0012138967669076026,0.0022379024644369307
54,Furanyl/3-Furanyl fentanyl,2012,0.0026171916893203877,0.0022718146064420043,7.709529047691392e-05
55,Cyclopropyl fentanyl,2012,0.0017613712823759482,0.0005115753182377271,0.0026500480542312336
56,Methoxyacetyl fentanyl,2012,0.0023716192537426095,0.00203122234431635,0.0005561293124558504
57,Phenyl fentanyl,2012,0.0023752883665995386,0.00045474279494231917,0.002097546298641087
58,Benzylfentanyl,2012,0.0031469428164072263,0.0010953630282415183,0.0007050228697483258
59,U-48800,2012,0.0011586571595067522,0.0007835717568438162,0.002980842628447908
60,U-49900,2012,0.0015266206869867498,0.0018702657061661627,0.0015513544908396118
61,Crotonyl fentanyl,2012,0.0015282723250006954,0.0016237551520092912,0.0017912813200795157
62,"3,4-Methylenedioxy U-47700",2012,0.0028655287128086593,0.0007725408330796721,0.001300253631322073
63,U-51754,2012,0.0027196613185137245,0.00014115931009470913,0.0020635597614435063
64,Cyclopropyl/Crotonyl Fentanyl,2012,0.0022623505536182717,0.0004091073427248737,0.002254163889092241
65,Isobutyryl fentanyl,2012,0.0014220592965807546,0.003075593203456297,0.0004736928125229404
66,Cyclopentyl fentanyl,2012,0.0019140020312981081,0.0013292964075534582,0.0016976286867267764
67,4-Methylfentanyl,2012,0.0023462204437597048,0.0019211140855785011,0.0006893152678756449
68,Metazocine,2012,0.0023348847840667566,0.0010902856060561504,0.0015147667493521128
