,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank
144,39053,2012,3.9283827553717807,4,6,Good,0
145,39055,2012,13.006627813474909,14,2,Normal,1
146,51071,2012,25.36843306673652,26,8,Critical,2
147,51073,2012,3.159411835804084,4,13,Good,0
148,51075,2012,0.6295773905026519,1,8,Good,0
149,21081,2012,25.210949403426422,26,11,Critical,2
150,54023,2012,10.091915378212548,11,4,Normal,1
151,21083,2012,10.683820081895922,11,6,Normal,1
152,21085,2012,16.379371391359495,17,6,Normal,1
153,51077,2012,4.708073772409413,5,4,Good,0
154,54025,2012,15.77223395484624,16,4,Normal,1
155,39057,2012,22.633670845182014,23,7,Critical,2
156,42059,2012,4.134077951292846,5,6,Good,0
157,51079,2012,15.63154924063942,16,9,Normal,1
158,39059,2012,10.473216001976867,11,6,Normal,1
159,51083,2012,13.141710591824427,14,3,Normal,1
160,39061,2012,813.407529503654,814,6,Severe,3
161,51650,2012,7.937232916086455,8,13,Normal,1
162,39063,2012,29.816332061018795,30,6,Critical,2
163,51085,2012,26.059619127208467,27,9,Critical,2
164,39065,2012,91.6869027890308,92,7,Critical,2
165,54031,2012,0.37925396958012303,1,4,Good,0
166,54033,2012,26.17268120113113,27,9,Critical,2
167,51660,2012,8.835922631080143,9,7,Normal,1
168,21099,2012,1.4075628572474312,2,8,Good,0
169,21101,2012,11.49791646406822,12,4,Normal,1
170,51087,2012,4.753483487741503,5,12,Good,0
171,51089,2012,12.240841058199276,13,4,Normal,1
172,39075,2012,1.3467426785481118,2,5,Good,0
173,21107,2012,27.76600426768349,28,5,Critical,2
174,42061,2012,16.423004180812093,17,3,Normal,1
175,39077,2012,17.157898490599198,18,6,Normal,1
176,42063,2012,13.195485687969956,14,3,Normal,1
177,39079,2012,47.25239892874229,48,5,Critical,2
178,54035,2012,10.116465901029414,11,7,Normal,1
179,51095,2012,16.98645189181362,17,15,Normal,1
180,21111,2012,247.38455513579456,248,5,Severe,3
181,39081,2012,9.93106721468519,10,9,Normal,1
182,42065,2012,16.656184951303914,17,4,Normal,1
183,54037,2012,15.583289322511272,16,6,Normal,1
184,21115,2012,11.318670536888428,12,7,Normal,1
185,21117,2012,45.80424186135577,46,8,Critical,2
186,51099,2012,7.671457242832277,8,6,Normal,1
187,51101,2012,0.1511415286825201,1,9,Good,0
188,21119,2012,8.519293283158987,9,6,Normal,1
189,21121,2012,4.922923946114835,5,5,Good,0
190,39083,2012,26.26302023723085,27,5,Critical,2
191,42069,2012,41.25940088935662,42,6,Critical,2
192,39085,2012,176.81683924841073,177,1,Critical,2
193,42071,2012,37.11271438896167,38,4,Critical,2
194,21125,2012,4.758704473785014,5,6,Good,0
195,42075,2012,21.88276786000196,22,4,Normal,1
196,42077,2012,72.70371123245695,73,4,Critical,2
197,39089,2012,177.62357794344692,178,6,Critical,2
198,21141,2012,6.556108188164267,7,5,Good,0
199,39091,2012,23.5701685523273,24,5,Critical,2
200,54045,2012,0.1667259646670811,1,5,Good,0
201,51107,2012,15.847531840311936,16,9,Normal,1
202,51109,2012,15.934236626322427,16,7,Normal,1
203,21069,2012,8.377306524533699,9,10,Normal,1
204,51620,2012,5.032206254867915,6,5,Good,0
205,51630,2012,7.913184619093793,8,8,Normal,1
206,39051,2012,7.689560946044128,8,4,Normal,1
207,21079,2012,1.0369548770415926,2,9,Good,0
208,21087,2012,13.314099146721613,14,7,Normal,1
209,51081,2012,13.606583662816092,14,5,Normal,1
210,21089,2012,1.4378514620802043,2,5,Good,0
211,54029,2012,1.83296731712099,2,7,Good,0
212,21095,2012,154.73841738480934,155,5,Critical,2
213,21097,2012,4.434726580589325,5,10,Good,0
214,21103,2012,14.434876887616944,15,8,Normal,1
215,39071,2012,25.1757398372158,26,7,Critical,2
216,51670,2012,9.328912688583204,10,13,Normal,1
217,21109,2012,9.842018968428805,10,8,Normal,1
218,21113,2012,4.749716562861467,5,12,Good,0
219,54039,2012,27.157192296221627,28,4,Critical,2
220,21127,2012,10.902116760399243,11,7,Normal,1
221,42073,2012,20.813305641079157,21,5,Normal,1
222,21129,2012,13.696970111062875,14,8,Normal,1
223,21131,2012,2.141115233614347,3,10,Good,0
224,21133,2012,21.263570700325825,22,7,Normal,1
225,21135,2012,7.335026212732278,8,7,Normal,1
226,21137,2012,11.377120280610564,12,8,Normal,1
227,21139,2012,2.3297735937664936,3,5,Good,0
228,39093,2012,10.885566806022535,11,3,Normal,1
229,54019,2012,14.295516328810693,15,4,Normal,1
230,21093,2012,19.466174043524077,20,7,Normal,1
231,39073,2012,9.365674925773947,10,4,Normal,1
232,42067,2012,13.493024031073814,14,5,Normal,1
233,51105,2012,30.31595689585868,31,4,Critical,2
234,39095,2012,1.0681922646207649,2,3,Good,0
235,51111,2012,12.442480366294847,13,6,Normal,1
236,42079,2012,10.324175185461275,11,4,Normal,1
237,42081,2012,35.410180847305604,36,4,Critical,2
238,51680,2012,6.417183402994794,7,7,Good,0
239,21143,2012,11.40157022616013,12,6,Normal,1
240,21151,2012,22.066071230934046,23,10,Critical,2
241,51113,2012,6.8236593061477615,7,7,Good,0
242,21153,2012,3.670413396882224,4,7,Good,0
243,39099,2012,47.43338535585218,48,4,Critical,2
244,39101,2012,24.204004940866593,25,6,Critical,2
245,54049,2012,98.36554804074876,99,8,Critical,2
246,54051,2012,10.521351047109931,11,7,Normal,1
247,21159,2012,8.91635708733181,9,7,Normal,1
248,51690,2012,2.9528804957775168,3,5,Good,0
249,21161,2012,19.184885714252705,20,10,Normal,1
250,54053,2012,2.8540852577012763,3,6,Good,0
251,21145,2012,25.895029274242194,26,6,Critical,2
252,21147,2012,15.62820799960706,16,3,Normal,1
253,54047,2012,12.678215099966225,13,4,Normal,1
254,42083,2012,5.398351744088432,6,1,Good,0
255,21165,2012,3.038858373936743,4,11,Good,0
256,39107,2012,20.31265304739876,21,4,Normal,1
257,42053,2012,11.666437952457096,12,4,Normal,1
258,39069,2012,7.034572702871156,8,5,Normal,1
259,51093,2012,7.561017923488383,8,14,Normal,1
260,39087,2012,2.921986877538978,3,7,Good,0
261,21155,2012,2.4020961825114564,3,9,Good,0
262,21157,2012,0.2234244098027768,1,6,Good,0
263,21149,2012,12.081257974586455,13,6,Normal,1
264,51117,2012,3.883143750525373,4,3,Good,0
265,39105,2012,10.200211133901721,11,6,Normal,1
266,21167,2012,10.733399333116523,11,11,Normal,1
267,42085,2012,6.0081379215181325,7,4,Good,0
268,21077,2012,0.160164940716464,1,9,Good,0
269,21123,2012,15.118330326262493,16,7,Normal,1
270,51678,2012,10.977401705518815,11,10,Normal,1
271,51091,2012,9.655431332847288,10,5,Normal,1
272,51103,2012,7.4795731579985,8,5,Normal,1
273,39097,2012,19.000741502740624,20,7,Normal,1
274,51115,2012,9.395759063127908,10,11,Normal,1
275,39103,2012,43.907172412196466,44,4,Critical,2
276,54057,2012,0.8669233101626609,1,3,Good,0
277,39111,2012,7.749154118683666,8,7,Normal,1
278,42089,2012,2.2347388571770224,3,4,Good,0
279,39113,2012,451.3382049876203,452,6,Severe,3
280,42091,2012,16.972841351450025,17,5,Normal,1
281,51121,2012,40.92313624571805,41,9,Critical,2
282,42093,2012,15.248459245650821,16,6,Normal,1
283,39115,2012,4.8790676957005665,5,5,Good,0
284,54065,2012,10.391387011183745,11,6,Normal,1
285,39117,2012,3.9347561054596603,4,5,Good,0
286,21177,2012,12.656619094125668,13,7,Normal,1
287,39119,2012,1.833591152073175,2,6,Good,0
288,51125,2012,2.3676635418537813,3,10,Good,0
289,51127,2012,6.532999529266687,7,15,Good,0
290,51700,2012,13.835938126923256,14,13,Normal,1
291,54067,2012,57.18356029617051,58,4,Critical,2
292,42095,2012,50.99553728425085,51,4,Critical,2
293,42097,2012,10.027417170536502,11,6,Normal,1
294,54069,2012,28.078600608079075,29,8,Critical,2
295,51137,2012,8.892400966238396,9,7,Normal,1
296,39123,2012,8.203241173557414,9,4,Normal,1
297,21187,2012,10.36257440831149,11,10,Normal,1
298,51139,2012,8.792970425273914,9,8,Normal,1
299,21191,2012,13.847747131215089,14,14,Normal,1
300,39127,2012,13.408611061118414,14,6,Normal,1
301,51730,2012,6.181715096360643,7,11,Good,0
302,42101,2012,1543.972141761492,1544,3,Severe,3
303,21195,2012,42.243634282362535,43,5,Critical,2
304,39131,2012,10.405323426934023,11,5,Normal,1
305,42103,2012,14.561346501026296,15,3,Normal,1
306,51735,2012,10.535923407819489,11,13,Normal,1
307,39133,2012,84.7582896279407,85,5,Critical,2
308,51740,2012,3.0216431492384905,4,9,Good,0
309,54055,2012,79.5451843516259,80,6,Critical,2
310,39109,2012,4.190693255712995,5,7,Good,0
311,51119,2012,12.464902610548663,13,9,Normal,1
312,21171,2012,1.4483755667592904,2,5,Good,0
313,21173,2012,45.97383214179109,46,12,Critical,2
314,21175,2012,8.821177383389427,9,10,Normal,1
315,21179,2012,17.395701802898213,18,8,Normal,1
316,39121,2012,1.408969961893629,2,6,Good,0
317,51710,2012,9.842864863156237,10,9,Normal,1
318,21183,2012,3.8818054626754703,4,7,Good,0
319,21189,2012,9.399187683553336,10,9,Normal,1
320,51141,2012,8.185330123669058,9,4,Normal,1
321,39125,2012,11.203713875216637,12,5,Normal,1
322,39129,2012,42.80450204496227,43,5,Critical,2
323,54075,2012,12.249973025221061,13,3,Normal,1
324,21197,2012,17.794859672958687,18,10,Normal,1
325,51145,2012,7.18686762074363,8,9,Normal,1
326,51153,2012,98.4557899653503,99,11,Critical,2
327,21199,2012,40.71315583457735,41,7,Critical,2
328,51155,2012,28.02493375387019,29,8,Critical,2
329,54081,2012,40.206780584179356,41,5,Critical,2
330,39139,2012,33.25865509395464,34,5,Critical,2
331,54085,2012,6.268530865772742,7,8,Good,0
332,54087,2012,5.947739022594633,6,6,Good,0
333,51163,2012,12.061299359509398,13,8,Normal,1
334,51165,2012,16.841647241179118,17,8,Normal,1
335,39141,2012,74.79529441050525,75,4,Critical,2
336,21205,2012,15.924096519796468,16,8,Normal,1
337,51167,2012,32.747635776098875,33,6,Critical,2
338,51775,2012,7.879068208635707,8,9,Normal,1
339,39145,2012,87.23733213208769,88,6,Critical,2
340,51683,2012,9.0514086586583,10,10,Normal,1
341,21163,2012,14.196725054809034,15,3,Normal,1
342,42087,2012,14.986022454080913,15,5,Normal,1
343,54061,2012,18.77025508283589,19,7,Normal,1
344,54063,2012,12.168656022048252,13,6,Normal,1
345,51133,2012,14.967923395819811,15,5,Normal,1
346,21185,2012,10.789146362458851,11,6,Normal,1
347,21193,2012,146.48176782299473,147,7,Critical,2
348,51143,2012,3.8704206798969465,4,4,Good,0
349,42105,2012,17.42252833841414,18,1,Normal,1
350,39135,2012,4.49648441880558,5,4,Good,0
351,54077,2012,11.608621665668526,12,6,Normal,1
352,51147,2012,11.660305445370348,12,7,Normal,1
353,51149,2012,15.437070211154527,16,13,Normal,1
354,51157,2012,6.407905365629419,7,6,Good,0
355,51760,2012,9.611232457784087,10,13,Normal,1
356,51770,2012,29.491521652470787,30,7,Critical,2
357,21201,2012,1.4630475647769747,2,9,Good,0
358,21203,2012,17.49472374750381,18,7,Normal,1
359,21169,2012,9.972061658430867,10,7,Normal,1
360,54059,2012,11.305035599882727,12,3,Normal,1
361,42099,2012,16.162720245641196,17,5,Normal,1
362,39137,2012,4.936280591082103,5,6,Good,0
363,21207,2012,15.050946191252429,16,7,Normal,1
364,39143,2012,33.74148808517174,34,4,Critical,2
365,42107,2012,58.616964551523644,59,5,Critical,2
366,51169,2012,21.861017142367224,22,4,Normal,1
367,39147,2012,13.989288474750545,14,7,Normal,1
368,39149,2012,13.04684199347363,14,7,Normal,1
369,51171,2012,43.793517953162976,44,7,Critical,2
370,21213,2012,14.633773983245153,15,3,Normal,1
371,51173,2012,21.155877237115366,22,5,Normal,1
372,42111,2012,2.5115931653477963,3,1,Good,0
373,51175,2012,10.59995347155159,11,7,Normal,1
374,51177,2012,92.4112957764926,93,8,Critical,2
375,21181,2012,5.15034094895593,6,11,Good,0
376,51135,2012,2.4501409803103296,3,8,Good,0
377,54079,2012,11.328058699358472,12,6,Normal,1
378,51750,2012,5.479758814196012,6,8,Good,0
379,21209,2012,41.213748758410944,42,11,Critical,2
380,51720,2012,6.210266559757357,7,5,Good,0
381,54083,2012,12.572649785825664,13,4,Normal,1
382,21215,2012,1.2842865241236063,2,9,Good,0
383,39151,2012,14.041751552481001,15,6,Normal,1
384,51790,2012,6.457967434635317,7,7,Good,0
385,42113,2012,9.20610110466733,10,5,Normal,1
386,39153,2012,27.29615789124716,28,4,Critical,2
387,51183,2012,7.458316541304798,8,11,Normal,1
388,51185,2012,67.15162142099602,68,5,Critical,2
389,39155,2012,55.923282045553776,56,4,Critical,2
390,39157,2012,10.109620528536217,11,6,Normal,1
391,39159,2012,32.12233658193204,33,7,Critical,2
392,42119,2012,14.877933337248654,15,4,Normal,1
393,39161,2012,23.54314434405431,24,5,Critical,2
394,51810,2012,3.659527893988199,4,5,Good,0
395,51179,2012,77.97523727417394,78,9,Critical,2
396,21217,2012,10.283086607211592,11,10,Normal,1
397,42121,2012,9.188422333460752,10,4,Normal,1
398,21227,2012,14.5290001742537,15,6,Normal,1
399,42123,2012,12.452813732999726,13,1,Normal,1
400,51187,2012,32.174193189283564,33,7,Critical,2
401,42125,2012,58.93359310452996,59,6,Critical,2
402,21211,2012,7.778951295022911,8,10,Normal,1
403,42109,2012,5.938474093245437,6,7,Good,0
404,51800,2012,4.532582459681973,5,8,Good,0
405,54097,2012,7.965482295022923,8,6,Normal,1
406,39163,2012,9.84967995878366,10,4,Normal,1
407,39165,2012,64.44554784586262,65,6,Critical,2
408,39167,2012,11.136312207934935,12,8,Normal,1
409,51191,2012,15.679664266742005,16,3,Normal,1
410,21231,2012,12.906100466698645,13,4,Normal,1
411,39169,2012,27.52925758383323,28,5,Critical,2
412,42129,2012,85.17124731207251,86,3,Critical,2
413,21235,2012,72.30608275702767,73,4,Critical,2
414,51830,2012,12.459748931829138,13,13,Normal,1
415,39173,2012,25.81022753465695,26,6,Critical,2
416,39175,2012,1.5964562296116926,2,5,Good,0
417,51197,2012,35.501463296453046,36,7,Critical,2
418,42133,2012,137.47716435080758,138,2,Critical,2
419,54089,2012,11.399790557629998,12,6,Normal,1
420,42115,2012,0.8391291930545096,1,3,Good,0
421,21221,2012,8.9301344979379,9,5,Normal,1
422,54093,2012,6.373900522457398,7,5,Good,0
423,54095,2012,6.820960568188298,7,7,Good,0
424,21229,2012,3.7848652073289335,4,8,Good,0
425,42127,2012,16.04961086487462,17,3,Normal,1
426,54099,2012,9.20445462128764,10,6,Normal,1
427,21233,2012,9.699168918278511,10,6,Normal,1
428,51193,2012,10.269783662993143,11,5,Normal,1
429,54103,2012,7.09171588481819,8,8,Normal,1
430,51840,2012,11.714031539527648,12,9,Normal,1
431,51195,2012,71.57239513073974,72,5,Critical,2
432,21237,2012,1.8456162049645968,2,9,Good,0
433,54109,2012,8.543025660842977,9,5,Normal,1
434,21219,2012,13.721045963781224,14,3,Normal,1
435,21223,2012,10.863494058357286,11,6,Normal,1
436,51820,2012,9.959995211102047,10,8,Normal,1
437,54107,2012,22.15453385065088,23,7,Critical,2
438,21239,2012,0.7007390650392311,1,10,Good,0
439,42131,2012,12.924062469092025,13,4,Normal,1
440,42117,2012,10.732473171782587,11,1,Normal,1
441,51199,2012,25.277115423862462,26,13,Critical,2
442,39171,2012,15.571331948896376,16,3,Normal,1
443,54105,2012,9.186459305488349,10,8,Normal,1
444,54021,2012,4.212467802688245,5,7,Good,0
445,54027,2012,13.784068706607068,14,5,Normal,1
446,39067,2012,14.231861220159006,15,7,Normal,1
447,21105,2012,12.481451327267195,13,5,Normal,1
448,51181,2012,14.397135388621528,15,15,Normal,1
449,54041,2012,10.661644288692198,11,6,Normal,1
450,51131,2012,16.054138428967,17,4,Normal,1
451,54071,2012,6.3223570524491866,7,5,Good,0
452,54073,2012,7.565047388335099,8,7,Normal,1
453,54101,2012,10.136893968187998,11,4,Normal,1
454,21225,2012,8.144399934530135,9,3,Normal,1
455,54091,2012,8.849406195140999,9,6,Normal,1
456,51036,2012,7.275794420082686,8,14,Normal,1
457,51097,2012,9.533539586906173,10,11,Normal,1
458,21091,2012,11.880089242675213,12,3,Normal,1
459,54043,2012,7.619402539414298,8,5,Normal,1
460,51580,2012,0.03245950861966004,1,7,Good,0
