,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n
87,21035,2013,3.3971950679614733,4,4,Good,0,1,14,Increase,2
88,21037,2013,278.75364682218446,279,9,Severe,3,-1,-168,Extremely_Decrease,-3
89,51031,2013,11.292812019835566,12,6,Normal,1,0,6,Lightly_Increase,1
90,51035,2013,5.695553253122507,6,7,Good,0,1,12,Increase,2
91,42027,2013,12.767011323400748,13,2,Normal,1,0,8,Increase,2
92,39021,2013,21.882902992462625,22,6,Normal,1,0,4,Lightly_Increase,1
93,21049,2013,20.48701528349006,21,10,Normal,1,1,12,Increase,2
94,51043,2013,5.79381266875448,6,7,Good,0,1,7,Lightly_Increase,1
95,21051,2013,21.28358143753936,22,8,Normal,1,-1,-20,Decrease,-2
96,21053,2013,6.352260669208014,7,5,Normal,1,0,4,Lightly_Increase,1
97,42035,2013,9.264288008826794,10,1,Normal,1,0,-1,Stable,0
98,39031,2013,3.0932921602853085,4,5,Good,0,1,11,Increase,2
99,51045,2013,6.389171209317485,7,9,Normal,1,-1,-3,Stable,0
100,51047,2013,29.407692125916235,30,10,Critical,2,0,28,Increase,2
101,21057,2013,11.071886640702095,12,5,Normal,1,0,-1,Stable,0
102,51049,2013,9.726359752726657,10,7,Normal,1,0,1,Stable,0
103,39037,2013,15.521763475966376,16,4,Normal,1,0,-8,Decrease,-2
104,51053,2013,8.100019790844502,9,11,Normal,1,0,0,Stable,0
105,21063,2013,6.725324725702095,7,8,Normal,1,0,10,Increase,2
106,51600,2013,4.188896395728652,5,8,Good,0,1,2,Stable,0
107,39045,2013,33.24051057567137,34,5,Critical,2,0,18,Increase,2
108,21005,2013,3.3175440315550015,4,11,Good,0,1,9,Increase,2
109,51515,2013,11.643027922729,12,9,Normal,1,0,-4,Lightly_Decrease,-1
110,42013,2013,32.990650578953016,33,2,Critical,2,0,26,Increase,2
111,51023,2013,7.002255417526921,8,10,Normal,1,0,0,Stable,0
112,42015,2013,0.8611898609389791,1,1,Good,0,1,13,Increase,2
113,51037,2013,16.54004883791403,17,6,Normal,1,0,-9,Decrease,-2
114,42041,2013,2.0688992003106166,3,5,Good,0,1,10,Increase,2
115,42047,2013,7.161599222647463,8,4,Normal,1,0,4,Lightly_Increase,1
116,51595,2013,9.99528832939212,10,5,Normal,1,0,2,Stable,0
117,21065,2013,8.66081439957124,9,10,Normal,1,-1,-6,Lightly_Decrease,-1
118,54009,2013,10.456146574136813,11,8,Normal,1,-1,-10,Decrease,-2
119,21031,2013,3.0438917924862348,4,6,Good,0,0,-1,Stable,0
120,21039,2013,8.052006815371154,9,5,Normal,1,0,4,Lightly_Increase,1
121,39023,2013,13.116989185809944,14,6,Normal,1,0,-7,Lightly_Decrease,-1
122,54015,2013,0.4446690306147408,1,6,Good,0,0,1,Stable,0
123,21007,2013,2.4264239965902314,3,4,Good,0,0,1,Stable,0
124,51025,2013,6.565627121581081,7,6,Normal,1,-1,-6,Lightly_Decrease,-1
125,21033,2013,10.136646532169856,11,7,Normal,1,0,-2,Stable,0
126,51610,2013,10.244096975460927,11,7,Normal,1,0,-4,Lightly_Decrease,-1
127,21067,2013,102.17609726034681,103,12,Critical,2,0,42,Increase,2
128,21061,2013,9.636334839182775,10,5,Normal,1,0,3,Stable,0
129,51061,2013,48.81904162174655,49,10,Critical,2,-1,-24,Decrease,-2
130,51011,2013,1.7513042961323784,2,7,Good,0,1,10,Increase,2
131,39047,2013,11.23172861726667,12,7,Normal,1,1,26,Increase,2
132,42051,2013,21.38624419198824,22,3,Normal,1,1,102,Extremely_Increase,3
133,21071,2013,11.513158863054445,12,5,Normal,1,0,14,Increase,2
134,51063,2013,12.031513461885776,13,8,Normal,1,0,-6,Lightly_Decrease,-1
135,51065,2013,7.321389478773943,8,7,Normal,1,-1,-3,Stable,0
136,21073,2013,12.459771233442636,13,10,Normal,1,1,15,Increase,2
137,39049,2013,597.4536079241373,598,6,Severe,3,0,-341,Extremely_Decrease,-3
138,42055,2013,6.58776555496399,7,3,Normal,1,1,28,Increase,2
139,51067,2013,20.992767709541262,21,8,Normal,1,0,5,Lightly_Increase,1
140,51069,2013,27.8329120036101,28,8,Critical,2,0,3,Stable,0
141,21075,2013,8.81570100417081,9,2,Normal,1,-1,-4,Lightly_Decrease,-1
142,42057,2013,2.7163083643745987,3,3,Good,0,1,4,Lightly_Increase,1
143,51640,2013,7.0943886213179805,8,4,Normal,1,0,1,Stable,0
144,39053,2013,12.214920209372682,13,6,Normal,1,0,5,Lightly_Increase,1
145,39055,2013,6.187312525675725,7,2,Normal,1,0,16,Increase,2
146,51071,2013,23.061093065182124,24,8,Critical,2,-1,-12,Decrease,-2
147,51073,2013,10.876776156358456,11,13,Normal,1,0,2,Stable,0
148,51075,2013,2.2218327004913743,3,8,Good,0,0,-2,Stable,0
149,21081,2013,9.030482635799698,10,11,Normal,1,0,-1,Stable,0
150,54023,2013,7.445274421652608,8,4,Normal,1,-1,-6,Lightly_Decrease,-1
151,21083,2013,14.391396206744487,15,6,Normal,1,0,-1,Stable,0
152,21085,2013,5.43122743406927,6,6,Good,0,1,8,Increase,2
153,51077,2013,5.27993169084442,6,4,Good,0,1,6,Lightly_Increase,1
154,54025,2013,10.4114891610382,11,4,Normal,1,0,10,Increase,2
155,39057,2013,54.642297241498326,55,7,Critical,2,0,37,Increase,2
156,42059,2013,5.654996859339278,6,6,Good,0,1,6,Lightly_Increase,1
157,51079,2013,1.0621780908406857,2,9,Good,0,0,3,Stable,0
158,39059,2013,18.553348684012253,19,6,Normal,1,1,85,Extremely_Increase,3
159,51083,2013,14.585640400734437,15,3,Normal,1,0,2,Stable,0
160,39061,2013,939.730212336552,940,6,Severe,3,0,122,Extremely_Increase,3
161,51650,2013,29.137789873870453,30,13,Critical,2,-1,-16,Decrease,-2
162,39063,2013,8.034989610367699,9,6,Normal,1,1,24,Increase,2
163,51085,2013,56.670251094863474,57,9,Critical,2,0,-17,Decrease,-2
164,39065,2013,32.02689743759248,33,7,Critical,2,-1,-21,Decrease,-2
165,54031,2013,19.795057308398572,20,4,Normal,1,0,-10,Decrease,-2
166,54033,2013,86.49911570560975,87,9,Critical,2,0,-57,Decrease,-2
167,51660,2013,9.30423870687857,10,7,Normal,1,0,-1,Stable,0
168,21099,2013,6.893648337702631,7,8,Normal,1,-1,-6,Lightly_Decrease,-1
169,21101,2013,8.501171238107583,9,4,Normal,1,-1,-8,Decrease,-2
170,51087,2013,37.74256248418315,38,12,Critical,2,1,184,Extremely_Increase,3
171,51089,2013,5.756684006637662,6,4,Good,0,1,7,Lightly_Increase,1
172,39075,2013,8.743334376233642,9,5,Normal,1,0,3,Stable,0
173,21107,2013,30.330930884432718,31,5,Critical,2,-2,-26,Decrease,-2
174,42061,2013,12.988390544214885,13,3,Normal,1,0,2,Stable,0
175,39077,2013,45.37997976401998,46,6,Critical,2,0,25,Increase,2
176,42063,2013,9.532549686561973,10,3,Normal,1,0,0,Stable,0
177,39079,2013,68.64168002699023,69,5,Critical,2,-1,-59,Decrease,-2
178,54035,2013,7.907089145532186,8,7,Normal,1,0,7,Lightly_Increase,1
179,51095,2013,13.176281550939569,14,15,Normal,1,0,-3,Stable,0
180,21111,2013,421.71279864534364,422,5,Severe,3,-3,-416,Extremely_Decrease,-3
181,39081,2013,10.029879688489293,11,9,Normal,1,1,19,Increase,2
182,42065,2013,8.668050012462707,9,4,Normal,1,0,14,Increase,2
183,54037,2013,4.162612337614863,5,6,Good,0,0,-4,Lightly_Decrease,-1
184,21115,2013,29.160198724279088,30,7,Critical,2,-1,-18,Decrease,-2
185,21117,2013,115.50660249581331,116,8,Critical,2,-1,-105,Extremely_Decrease,-3
186,51099,2013,1.2864354816073922,2,6,Good,0,0,3,Stable,0
187,51101,2013,9.171420753690164,10,9,Normal,1,-1,-8,Decrease,-2
188,21119,2013,19.57136276663201,20,6,Normal,1,-1,-19,Decrease,-2
189,21121,2013,16.869617345340068,17,5,Normal,1,0,4,Lightly_Increase,1
190,39083,2013,16.78935108184295,17,5,Normal,1,0,-1,Stable,0
191,42069,2013,79.37340055039913,80,6,Critical,2,0,40,Increase,2
192,39085,2013,43.055501109532614,44,1,Critical,2,1,178,Extremely_Increase,3
193,42071,2013,9.855642358026044,10,4,Normal,1,1,72,Extremely_Increase,3
194,21125,2013,0.3635627952095452,1,6,Good,0,2,43,Increase,2
195,42075,2013,44.811448465265606,45,4,Critical,2,0,1,Stable,0
196,42077,2013,82.79603576619472,83,4,Critical,2,0,-53,Decrease,-2
197,39089,2013,56.8006785369499,57,6,Critical,2,0,11,Increase,2
198,21141,2013,14.189803078769138,15,5,Normal,1,0,-6,Lightly_Decrease,-1
199,39091,2013,6.202356380463582,7,5,Normal,1,0,15,Increase,2
200,54045,2013,0.2905885642308472,1,5,Good,0,2,28,Increase,2
201,51107,2013,25.126335297794377,26,9,Critical,2,0,8,Increase,2
202,51109,2013,14.306271881220514,15,7,Normal,1,0,-4,Lightly_Decrease,-1
203,21069,2013,2.9479865665369265,3,10,Good,0,0,-2,Stable,0
204,51620,2013,9.49565826422851,10,5,Normal,1,0,0,Stable,0
205,51630,2013,17.557684056259568,18,8,Normal,1,-1,-15,Decrease,-2
206,39051,2013,12.36132641135898,13,4,Normal,1,0,-1,Stable,0
207,21079,2013,7.507190306404422,8,9,Normal,1,-1,-3,Stable,0
208,21087,2013,10.248696068844,11,7,Normal,1,0,-1,Stable,0
209,51081,2013,1.6500459383868884,2,5,Good,0,1,8,Increase,2
210,21089,2013,5.546098634267374,6,5,Good,0,0,0,Stable,0
211,54029,2013,4.0777476457754265,5,7,Good,0,1,16,Increase,2
212,21095,2013,14.916603044017995,15,5,Normal,1,1,65,Increase,2
213,21097,2013,20.418070851294654,21,10,Normal,1,-1,-20,Decrease,-2
214,21103,2013,3.7908317510017584,4,8,Good,0,1,3,Stable,0
215,39071,2013,9.089792842503746,10,7,Normal,1,1,31,Increase,2
216,51670,2013,4.764197224970755,5,13,Good,0,1,7,Lightly_Increase,1
217,21109,2013,3.4063399239840444,4,8,Good,0,0,0,Stable,0
218,21113,2013,31.831572791935805,32,12,Critical,2,0,18,Increase,2
219,54039,2013,92.13657216348344,93,4,Critical,2,0,48,Increase,2
220,21127,2013,1.6624897459870058,2,7,Good,0,1,8,Increase,2
221,42073,2013,29.895144655196766,30,5,Critical,2,-1,-9,Decrease,-2
222,21129,2013,7.195272065892009,8,8,Normal,1,0,5,Lightly_Increase,1
223,21131,2013,15.746309229068586,16,10,Normal,1,0,-9,Decrease,-2
224,21133,2013,10.92520446427839,11,7,Normal,1,-1,-6,Lightly_Decrease,-1
225,21135,2013,4.745145987291083,5,7,Good,0,1,8,Increase,2
226,21137,2013,8.896709127317054,9,8,Normal,1,0,-1,Stable,0
227,21139,2013,7.119990502656028,8,5,Normal,1,0,0,Stable,0
228,39093,2013,4.841702921998254,5,3,Good,0,1,11,Increase,2
229,54019,2013,3.4143188960990707,4,4,Good,0,1,6,Lightly_Increase,1
230,21093,2013,3.1964566968092316,4,7,Good,0,1,16,Increase,2
231,39073,2013,3.026531977240148,4,4,Good,0,1,16,Increase,2
232,42067,2013,7.877356543582965,8,5,Normal,1,0,8,Increase,2
233,51105,2013,15.203727447053387,16,4,Normal,1,0,3,Stable,0
234,39095,2013,153.33658464669398,154,3,Critical,2,0,-31,Decrease,-2
235,51111,2013,6.835403556485537,7,6,Normal,1,-1,-4,Lightly_Decrease,-1
236,42079,2013,197.5817751407865,198,4,Critical,2,1,48,Increase,2
237,42081,2013,78.50187772769272,79,4,Critical,2,0,9,Increase,2
238,51680,2013,25.626697330546165,26,7,Critical,2,-2,-21,Decrease,-2
239,21143,2013,1.7224691472462317,2,6,Good,0,1,10,Increase,2
240,21151,2013,22.2838315365647,23,10,Critical,2,0,26,Increase,2
241,51113,2013,7.179719144799561,8,7,Normal,1,-1,-7,Lightly_Decrease,-1
242,21153,2013,10.8081241030268,11,7,Normal,1,-1,-8,Decrease,-2
243,39099,2013,82.63892612649953,83,4,Critical,2,0,54,Increase,2
244,39101,2013,34.82894486045269,35,6,Critical,2,0,60,Increase,2
245,54049,2013,32.39727276903164,33,8,Critical,2,-1,-17,Decrease,-2
246,54051,2013,23.668356411720005,24,7,Critical,2,-1,-10,Decrease,-2
247,21159,2013,12.200363308369365,13,7,Normal,1,-1,-7,Lightly_Decrease,-1
248,51690,2013,1.88102125559342,2,5,Good,0,1,7,Lightly_Increase,1
249,21161,2013,13.585962696167867,14,10,Normal,1,0,10,Increase,2
250,54053,2013,11.340182377697122,12,6,Normal,1,0,-5,Lightly_Decrease,-1
251,21145,2013,3.688683180395497,4,6,Good,0,0,2,Stable,0
252,21147,2013,17.73172859254138,18,3,Normal,1,0,1,Stable,0
253,54047,2013,0.7533601253873248,1,4,Good,0,0,4,Lightly_Increase,1
254,42083,2013,5.621396254641594,6,1,Good,0,1,14,Increase,2
255,21165,2013,4.890194126322885,5,11,Good,0,1,3,Stable,0
256,39107,2013,24.255664034673554,25,4,Critical,2,0,4,Lightly_Increase,1
257,42053,2013,1.3260785548537104,2,4,Good,0,1,9,Increase,2
258,39069,2013,8.837874800036888,9,5,Normal,1,0,4,Lightly_Increase,1
259,51093,2013,15.514587876324734,16,14,Normal,1,-1,-13,Decrease,-2
260,39087,2013,21.0503762603795,22,7,Normal,1,1,32,Increase,2
261,21155,2013,4.900912235118512,5,9,Good,0,1,7,Lightly_Increase,1
262,21157,2013,4.860991543010656,5,6,Good,0,1,8,Increase,2
263,21149,2013,7.101491025002412,8,6,Normal,1,-1,-3,Stable,0
264,51117,2013,13.563306899360109,14,3,Normal,1,0,2,Stable,0
265,39105,2013,17.607704271068553,18,6,Normal,1,-1,-12,Decrease,-2
266,21167,2013,2.6206233685288187,3,11,Good,0,1,22,Increase,2
267,42085,2013,1.3349994114918566,2,4,Good,0,2,26,Increase,2
268,21077,2013,8.712664353230867,9,9,Normal,1,0,3,Stable,0
269,21123,2013,1.1236813132989023,2,7,Good,0,0,4,Lightly_Increase,1
270,51678,2013,10.08927539990526,11,10,Normal,1,-1,-8,Decrease,-2
271,51091,2013,1.1409176393614897,2,5,Good,0,1,6,Lightly_Increase,1
272,51103,2013,3.611480554285584,4,5,Good,0,1,5,Lightly_Increase,1
273,39097,2013,26.32480680049821,27,7,Critical,2,0,50,Increase,2
274,51115,2013,9.752604079232666,10,11,Normal,1,0,0,Stable,0
275,39103,2013,25.95164371538134,26,4,Critical,2,0,14,Increase,2
276,54057,2013,7.225566628044749,8,3,Normal,1,0,-1,Stable,0
277,39111,2013,8.677513737694783,9,7,Normal,1,0,1,Stable,0
278,42089,2013,43.665191872360154,44,4,Critical,2,0,-5,Lightly_Decrease,-1
279,39113,2013,980.4799917820653,981,6,Severe,3,0,-759,Extremely_Decrease,-3
280,42091,2013,7.542033388533519,8,5,Normal,1,0,10,Increase,2
281,51121,2013,12.8750421150562,13,9,Normal,1,1,21,Increase,2
282,42093,2013,9.668487570109717,10,6,Normal,1,0,5,Lightly_Increase,1
283,39115,2013,4.492077103274772,5,5,Good,0,1,4,Lightly_Increase,1
284,54065,2013,9.122898087484984,10,6,Normal,1,0,-1,Stable,0
285,39117,2013,14.98272837220641,15,5,Normal,1,0,3,Stable,0
286,21177,2013,17.17499060588094,18,7,Normal,1,0,7,Lightly_Increase,1
287,39119,2013,15.658205601172245,16,6,Normal,1,1,20,Increase,2
288,51125,2013,3.109450986655851,4,10,Good,0,1,3,Stable,0
289,51127,2013,15.255166960706932,16,15,Normal,1,0,-8,Decrease,-2
290,51700,2013,15.881396185710384,16,13,Normal,1,-1,-10,Decrease,-2
291,54067,2013,43.94059398682239,44,4,Critical,2,0,-1,Stable,0
292,42095,2013,7.20512789774029,8,4,Normal,1,1,20,Increase,2
293,42097,2013,13.70024955434426,14,6,Normal,1,0,-3,Stable,0
294,54069,2013,39.409829862732245,40,8,Critical,2,0,-9,Decrease,-2
295,51137,2013,18.20185322061725,19,7,Normal,1,-1,-15,Decrease,-2
296,39123,2013,15.722721039685016,16,4,Normal,1,0,2,Stable,0
297,21187,2013,10.94761374829124,11,10,Normal,1,0,-3,Stable,0
298,51139,2013,22.857564828225122,23,8,Critical,2,-2,-17,Decrease,-2
299,21191,2013,9.864054858511599,10,14,Normal,1,0,3,Stable,0
300,39127,2013,15.77278726188215,16,6,Normal,1,-1,-11,Decrease,-2
301,51730,2013,13.693457416793027,14,11,Normal,1,0,1,Stable,0
302,42101,2013,739.0575960011688,740,3,Severe,3,-1,-593,Extremely_Decrease,-3
303,21195,2013,38.80900838974192,39,5,Critical,2,0,5,Lightly_Increase,1
304,39131,2013,9.2377979879976,10,5,Normal,1,0,6,Lightly_Increase,1
305,42103,2013,10.340079312262526,11,3,Normal,1,0,4,Lightly_Increase,1
306,51735,2013,8.632890404901055,9,13,Normal,1,-1,-4,Lightly_Decrease,-1
307,39133,2013,44.44889781710752,45,5,Critical,2,0,72,Extremely_Increase,3
308,51740,2013,40.113601459078566,41,9,Critical,2,-1,-24,Decrease,-2
309,54055,2013,45.48135581118842,46,6,Critical,2,0,-5,Lightly_Decrease,-1
310,39109,2013,34.76674697642275,35,7,Critical,2,-1,-14,Decrease,-2
311,51119,2013,9.624256243258415,10,9,Normal,1,-1,-7,Lightly_Decrease,-1
312,21171,2013,3.472667798191788,4,5,Good,0,1,3,Stable,0
313,21173,2013,65.57900159531029,66,12,Critical,2,-1,-50,Decrease,-2
314,21175,2013,4.078814005336186,5,10,Good,0,1,11,Increase,2
315,21179,2013,9.288885994339603,10,8,Normal,1,0,8,Increase,2
316,39121,2013,1.7155189924095546,2,6,Good,0,0,2,Stable,0
317,51710,2013,73.67953719488881,74,9,Critical,2,-1,-64,Decrease,-2
318,21183,2013,2.0665880181112133,3,7,Good,0,1,10,Increase,2
319,21189,2013,3.1484708623729234,4,9,Good,0,0,-3,Stable,0
320,51141,2013,10.585560823078943,11,4,Normal,1,-1,-5,Lightly_Decrease,-1
321,39125,2013,4.882163522139312,5,5,Good,0,0,-1,Stable,0
322,39129,2013,42.371751732492214,43,5,Critical,2,-1,-36,Decrease,-2
323,54075,2013,4.90822419716301,5,3,Good,0,1,5,Lightly_Increase,1
324,21197,2013,36.99613322126711,37,10,Critical,2,0,-7,Lightly_Decrease,-1
325,51145,2013,1.0034101563719695,2,9,Good,0,1,10,Increase,2
326,51153,2013,116.05687634967121,117,11,Critical,2,0,-12,Decrease,-2
327,21199,2013,9.139155941524725,10,7,Normal,1,0,11,Increase,2
328,51155,2013,38.78654733711085,39,8,Critical,2,-1,-20,Decrease,-2
329,54081,2013,80.74126437196378,81,5,Critical,2,0,-49,Decrease,-2
330,39139,2013,35.04950509420982,36,5,Critical,2,0,4,Lightly_Increase,1
331,54085,2013,5.532202456252737,6,8,Good,0,0,-5,Lightly_Decrease,-1
332,54087,2013,1.7928779120027205,2,6,Good,0,0,4,Lightly_Increase,1
333,51163,2013,7.8301840351970435,8,8,Normal,1,0,10,Increase,2
334,51165,2013,11.680077852143517,12,8,Normal,1,0,6,Lightly_Increase,1
335,39141,2013,57.92858034288386,58,4,Critical,2,0,6,Lightly_Increase,1
336,21205,2013,23.04341669277275,24,8,Critical,2,0,22,Increase,2
337,51167,2013,12.600691102380047,13,6,Normal,1,0,-2,Stable,0
338,51775,2013,7.906023957797852,8,9,Normal,1,0,1,Stable,0
339,39145,2013,18.631379587103776,19,6,Normal,1,1,46,Increase,2
340,51683,2013,6.614636150705055,7,10,Normal,1,-1,-1,Stable,0
341,21163,2013,15.033882705670006,16,3,Normal,1,0,3,Stable,0
342,42087,2013,1.502269740966507,2,5,Good,0,1,7,Lightly_Increase,1
343,54061,2013,0.23883832211117434,1,7,Good,0,1,14,Increase,2
344,54063,2013,9.902046291688203,10,6,Normal,1,0,-2,Stable,0
345,51133,2013,4.968850723665881,5,5,Good,0,1,2,Stable,0
346,21185,2013,7.72011316643017,8,6,Normal,1,-1,-2,Stable,0
347,21193,2013,36.53733538768113,37,7,Critical,2,0,-8,Decrease,-2
348,51143,2013,14.055556951413472,15,4,Normal,1,0,-8,Decrease,-2
349,42105,2013,2.8150949907733183,3,1,Good,0,1,7,Lightly_Increase,1
350,39135,2013,12.505396343610899,13,4,Normal,1,0,-1,Stable,0
351,54077,2013,7.504236489283126,8,6,Normal,1,-1,-2,Stable,0
352,51147,2013,11.238334723657145,12,7,Normal,1,-1,-11,Decrease,-2
353,51149,2013,5.994397609687178,6,13,Good,0,1,2,Stable,0
354,51157,2013,9.170255380297093,10,6,Normal,1,0,-2,Stable,0
355,51760,2013,165.404609646767,166,13,Critical,2,-1,-145,Extremely_Decrease,-3
356,51770,2013,30.825519272584486,31,7,Critical,2,-1,-14,Decrease,-2
357,21201,2013,9.243872643636688,10,9,Normal,1,-1,-5,Lightly_Decrease,-1
