,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
36,36,42021,2015,93.09834699736095,94,2,Critical,2,0,-47,Decrease,-2,-30.0,Not_Likely,0,2.0
37,37,42023,2015,6.24560979261214,7,2,Good,0,1,4,Lightly_Increase,1,-58.33333333333334,Not_Likely,0,1.6666666666666667
38,38,42025,2015,7.905514986713357,8,5,Normal,1,0,3,Stable,0,18.75,Possible,1,7.5
39,39,51033,2015,6.423946101476579,7,8,Good,0,1,9,Increase,2,-3.8461538461538463,Not_Likely,0,13.076923076923078
40,40,21041,2015,0.028359706262144325,1,8,Good,0,0,6,Lightly_Increase,1,-54.54545454545455,Not_Likely,0,0.0
41,41,39019,2015,1.3960751354147902,2,6,Good,0,1,11,Increase,2,5.5555555555555545,Possible,1,8.88888888888889
42,42,21043,2015,18.90074185617748,19,7,Normal,1,0,2,Stable,0,0.0,Not_Likely,0,3.076923076923077
43,43,21045,2015,13.940290814647856,14,8,Normal,1,0,0,Stable,0,-3.571428571428572,Not_Likely,0,7.857142857142856
44,44,51540,2015,1.4197456791120058,2,8,Good,0,0,4,Lightly_Increase,1,57.69230769230769,Possible,1,30.769230769230777
45,45,51550,2015,2.634791480888788,3,8,Good,0,1,11,Increase,2,30.0,Possible,1,9.999999999999998
46,46,42029,2015,138.25834241338765,139,3,Critical,2,0,-32,Decrease,-2,-50.0,Not_Likely,0,1.6666666666666667
47,47,51041,2015,103.52232459609512,104,13,Critical,2,0,156,Extremely_Increase,3,8.823529411764708,Possible,1,7.647058823529412
48,48,21047,2015,21.27113409153553,22,5,Normal,1,-1,-20,Decrease,-2,0.0,Not_Likely,0,2.5
49,49,42031,2015,10.57776885094616,11,4,Normal,1,0,6,Lightly_Increase,1,41.66666666666666,Possible,1,25.0
50,50,42033,2015,24.207052347915425,25,2,Critical,2,-1,-16,Decrease,-2,-14.285714285714285,Not_Likely,0,1.4285714285714286
51,51,39025,2015,86.99889727437872,87,9,Critical,2,0,-39,Decrease,-2,7.6923076923076925,Possible,1,18.461538461538463
52,52,39027,2015,3.139948719457508,4,5,Good,0,1,15,Increase,2,61.111111111111114,Highly_Possible,2,48.88888888888889
53,53,51570,2015,6.988427054952598,7,11,Good,0,1,3,Stable,0,8.333333333333334,Possible,1,7.222222222222222
54,54,42037,2015,16.847923717125013,17,5,Normal,1,1,9,Increase,2,50.0,Possible,1,8.571428571428571
55,55,39029,2015,90.97879808116976,91,7,Critical,2,0,-65,Decrease,-2,-9.090909090909092,Not_Likely,0,17.272727272727273
56,56,39033,2015,5.199298320656772,6,6,Good,0,2,63,Increase,2,-16.666666666666668,Not_Likely,0,2.2222222222222223
57,57,42039,2015,11.421741711589446,12,3,Normal,1,0,-1,Stable,0,40.0,Possible,1,28.0
58,58,21055,2015,1.9088565652684228,2,5,Good,0,1,7,Increase,2,37.5,Possible,1,7.5
59,59,39035,2015,549.9100698697637,550,1,Severe,3,0,552,Extremely_Increase,3,0.0,Not_Likely,0,7.500000000000001
60,60,51590,2015,10.716549437050894,11,3,Normal,1,0,0,Stable,0,20.0,Possible,1,24.0
61,61,42043,2015,90.77128564194143,91,5,Critical,2,1,406,Extremely_Increase,3,-16.666666666666668,Not_Likely,0,6.666666666666667
62,62,21059,2015,7.700180446100309,8,4,Normal,1,-1,-4,Lightly_Decrease,-1,-25.0,Not_Likely,0,1.25
63,63,39039,2015,39.19996798704022,40,5,Critical,2,-1,-23,Decrease,-2,-7.142857142857142,Not_Likely,0,0.0
64,64,39041,2015,70.89881984178004,71,5,Critical,2,-2,-67,Extremely_Decrease,-3,-68.75,Not_Likely,0,1.25
65,65,42045,2015,502.6933176694903,503,3,Severe,3,0,-139,Extremely_Decrease,-3,-90.0,Not_Likely,0,0.0
66,66,51051,2015,23.02864832930532,24,6,Critical,2,-1,-10,Decrease,-2,4.545454545454546,Possible,1,5.454545454545454
67,67,54017,2015,6.060912609080592,7,8,Good,0,1,7,Increase,2,-20.83333333333333,Not_Likely,0,4.166666666666667
68,68,39043,2015,123.31099253468972,124,3,Critical,2,0,34,Increase,2,0.0,Not_Likely,0,8.0
69,69,42049,2015,37.822778555535386,38,1,Critical,2,0,50,Increase,2,66.66666666666667,Highly_Possible,2,40.00000000000001
70,70,51057,2015,2.036918034141681,3,6,Good,0,0,-1,Stable,0,-22.72727272727273,Not_Likely,0,1.8181818181818181
71,71,51059,2015,109.12334963585948,110,9,Critical,2,0,-1,Stable,0,-15.0,Not_Likely,0,5.0
72,72,21001,2015,8.894375826546337,9,8,Normal,1,-1,-6,Lightly_Decrease,-1,15.384615384615385,Possible,1,6.923076923076922
73,73,51003,2015,0.8939688405052979,1,7,Good,0,1,10,Increase,2,57.69230769230769,Possible,1,30.76923076923077
74,74,51005,2015,5.7956377109842405,6,7,Good,0,1,4,Lightly_Increase,1,16.666666666666668,Possible,1,9.166666666666666
75,75,39003,2015,67.8600953436614,68,6,Critical,2,-1,-45,Decrease,-2,-55.0,Not_Likely,0,0.0
76,76,51009,2015,11.069257856911713,12,9,Normal,1,0,1,Stable,0,33.333333333333336,Possible,1,10.000000000000002
77,77,51015,2015,17.00188640607114,18,7,Normal,1,0,4,Lightly_Increase,1,30.0,Possible,1,9.333333333333334
78,78,51017,2015,0.037297961045593464,1,7,Good,0,1,11,Increase,2,27.272727272727273,Possible,1,9.999999999999998
79,79,42007,2015,52.34274907146269,53,7,Critical,2,0,3,Stable,0,20.0,Possible,1,8.999999999999998
80,80,39013,2015,22.63258115963933,23,8,Normal,1,1,20,Increase,2,5.0,Possible,1,8.0
81,81,21017,2015,4.43803680033149,5,10,Good,0,1,13,Increase,2,2.7777777777777777,Possible,1,6.666666666666667
82,82,21019,2015,43.73770058154296,44,7,Critical,2,-2,-43,Decrease,-2,-18.181818181818183,Not_Likely,0,2.7272727272727275
83,83,21021,2015,11.325106197572794,12,10,Normal,1,0,8,Increase,2,6.666666666666668,Possible,1,6.666666666666666
84,84,51520,2015,10.410036688056856,11,3,Normal,1,-1,-4,Lightly_Decrease,-1,0.0,Not_Likely,0,1.6666666666666667
85,85,51027,2015,33.890651752573284,34,5,Critical,2,-1,-14,Decrease,-2,-5.5555555555555545,Not_Likely,0,3.333333333333334
86,86,51530,2015,11.985413870918839,12,9,Normal,1,0,-1,Stable,0,33.333333333333336,Possible,1,10.000000000000002
87,87,21035,2015,15.625283296019695,16,4,Normal,1,0,-5,Lightly_Decrease,-1,0.0,Not_Likely,0,6.000000000000001
88,88,21037,2015,42.1487539817042,43,9,Critical,2,0,69,Extremely_Increase,3,-7.142857142857142,Not_Likely,0,10.0
89,89,51031,2015,8.402902022335052,9,6,Normal,1,0,9,Increase,2,35.0,Possible,1,19.0
90,90,51035,2015,12.898626916933393,13,7,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,5.0
91,91,42027,2015,12.533394917131185,13,2,Normal,1,-1,-8,Decrease,-2,-33.333333333333336,Not_Likely,0,6.666666666666667
92,92,39021,2015,10.747254867649062,11,6,Normal,1,1,19,Increase,2,16.666666666666668,Possible,1,15.555555555555555
93,93,21049,2015,9.822629124563312,10,10,Normal,1,1,16,Increase,2,20.58823529411765,Possible,1,6.470588235294117
94,94,51043,2015,0.8723280603796573,1,7,Good,0,1,15,Increase,2,41.66666666666666,Possible,1,17.5
95,95,21051,2015,10.21681009697734,11,8,Normal,1,0,12,Increase,2,30.76923076923077,Possible,1,8.46153846153846
96,96,21053,2015,12.212250079113396,13,5,Normal,1,0,-3,Stable,0,25.0,Possible,1,10.0
97,97,42035,2015,24.40778691063141,25,1,Critical,2,-1,-17,Decrease,-2,8.333333333333334,Possible,1,3.3333333333333335
98,98,39031,2015,7.455221862613099,8,5,Normal,1,-1,-3,Stable,0,37.5,Possible,1,7.5
99,99,51045,2015,11.645938005713262,12,9,Normal,1,-1,-5,Lightly_Decrease,-1,41.66666666666666,Possible,1,8.333333333333332
100,100,51047,2015,12.528057880985966,13,10,Normal,1,1,26,Increase,2,42.857142857142854,Possible,1,29.28571428571429
101,101,21057,2015,7.252811823003963,8,5,Normal,1,0,10,Increase,2,5.5555555555555545,Possible,1,8.88888888888889
102,102,51049,2015,13.580862407301106,14,7,Normal,1,0,9,Increase,2,15.0,Possible,1,28.0
103,103,39037,2015,28.760022076280087,29,4,Critical,2,0,5,Lightly_Increase,1,28.57142857142857,Possible,1,31.428571428571434
104,104,51053,2015,2.9523779888799364,3,11,Good,0,0,-2,Stable,0,15.625,Possible,1,9.375000000000002
105,105,21063,2015,5.501887028297416,6,8,Good,0,0,1,Stable,0,-39.285714285714285,Not_Likely,0,2.1428571428571432
106,106,51600,2015,11.690111395840594,12,8,Normal,1,0,-4,Lightly_Decrease,-1,-15.0,Not_Likely,0,5.0
107,107,39045,2015,34.14084519752591,35,5,Critical,2,0,16,Increase,2,21.428571428571427,Possible,1,18.571428571428573
108,108,21005,2015,1.7494125831812015,2,11,Good,0,0,-1,Stable,0,0.0,Not_Likely,0,4.375
109,109,51515,2015,1.248552024115529,2,9,Good,0,1,6,Lightly_Increase,1,26.923076923076927,Possible,1,10.0
110,110,42013,2015,1.0120427528892963,2,2,Good,0,2,74,Extremely_Increase,3,-8.333333333333334,Not_Likely,0,3.3333333333333335
111,111,51023,2015,4.639080701538875,5,10,Good,0,2,30,Increase,2,17.857142857142858,Possible,1,10.0
112,112,42015,2015,20.702957606888894,21,1,Normal,1,0,-6,Lightly_Decrease,-1,-12.5,Not_Likely,0,2.5
113,113,51037,2015,0.9051749569550708,1,6,Good,0,1,10,Increase,2,43.75,Possible,1,21.250000000000004
114,114,42041,2015,22.68927288246909,23,5,Normal,1,0,-8,Decrease,-2,6.25,Possible,1,6.25
115,115,42047,2015,24.855658468705567,25,4,Critical,2,-1,-12,Decrease,-2,-8.333333333333334,Not_Likely,0,3.3333333333333335
116,116,51595,2015,8.769819756048188,9,5,Normal,1,0,7,Increase,2,18.75,Possible,1,8.75
117,117,21065,2015,8.703716079182358,9,10,Normal,1,0,6,Lightly_Increase,1,-6.25,Not_Likely,0,6.249999999999999
118,118,54009,2015,8.875550580877817,9,8,Normal,1,-1,-8,Decrease,-2,11.538461538461537,Possible,1,6.923076923076922
119,119,21031,2015,15.33507356933826,16,6,Normal,1,0,-1,Stable,0,6.25,Possible,1,5.0
120,120,21039,2015,2.2297086799809804,3,5,Good,0,1,10,Increase,2,35.714285714285715,Possible,1,22.857142857142858
121,121,39023,2015,35.22306784295262,36,6,Critical,2,0,34,Increase,2,54.54545454545455,Possible,1,31.818181818181824
122,122,54015,2015,12.259662277859185,13,6,Normal,1,0,5,Lightly_Increase,1,11.111111111111109,Possible,1,4.444444444444445
123,123,21007,2015,2.741258917688726,3,4,Good,0,1,7,Increase,2,42.857142857142854,Possible,1,22.857142857142858
124,124,51025,2015,5.746626567402407,6,6,Good,0,1,9,Increase,2,25.0,Possible,1,10.0
125,125,21033,2015,5.4826209113550775,6,7,Good,0,1,10,Increase,2,15.0,Possible,1,6.0
126,126,51610,2015,6.716365781237139,7,7,Good,0,1,1,Stable,0,-15.0,Not_Likely,0,5.0
127,127,21067,2015,128.66574005953714,129,12,Critical,2,0,-89,Extremely_Decrease,-3,28.125,Possible,1,5.624999999999999
128,128,21061,2015,12.144539950739222,13,5,Normal,1,-1,-6,Lightly_Decrease,-1,-4.545454545454546,Not_Likely,0,5.454545454545454
129,129,51061,2015,55.697910827909354,56,10,Critical,2,-2,-53,Decrease,-2,23.529411764705888,Possible,1,13.529411764705886
130,130,51011,2015,14.065717815179793,15,7,Normal,1,0,-1,Stable,0,50.0,Possible,1,9.999999999999998
131,131,39047,2015,18.50305719167419,19,7,Normal,1,1,12,Increase,2,43.75,Possible,1,31.250000000000007
132,132,42051,2015,61.18615250392161,62,3,Critical,2,-1,-51,Decrease,-2,-8.333333333333334,Not_Likely,0,0.0
133,133,21071,2015,3.498333789051552,4,5,Good,0,0,-1,Stable,0,4.166666666666667,Possible,1,5.0
134,134,51063,2015,5.987278234299022,6,8,Good,0,1,2,Stable,0,11.538461538461537,Possible,1,5.384615384615385
135,135,51065,2015,2.984817924775053,3,7,Good,0,1,9,Increase,2,63.63636363636363,Highly_Possible,2,34.545454545454554
136,136,21073,2015,22.097179054056244,23,10,Normal,1,-1,-19,Decrease,-2,-25.0,Not_Likely,0,3.3333333333333335
137,137,39049,2015,710.8308513474598,711,6,Severe,3,0,-343,Extremely_Decrease,-3,-21.428571428571427,Not_Likely,0,2.857142857142857
138,138,42055,2015,6.601256048574131,7,3,Good,0,2,29,Increase,2,41.66666666666666,Possible,1,8.333333333333334
139,139,51067,2015,1.385259142644443,2,8,Good,0,1,20,Increase,2,18.181818181818183,Possible,1,8.18181818181818
140,140,51069,2015,18.307689744339054,19,8,Normal,1,1,42,Increase,2,41.66666666666666,Possible,1,17.499999999999996
141,141,21075,2015,10.425486584481664,11,2,Normal,1,0,-2,Stable,0,60.0,Highly_Possible,2,28.000000000000007
142,142,42057,2015,5.4631116626403236,6,3,Good,0,1,4,Lightly_Increase,1,50.0,Possible,1,8.333333333333334
143,143,51640,2015,10.308598836627873,11,4,Normal,1,-1,-4,Lightly_Decrease,-1,0.0,Not_Likely,0,5.0
144,144,39053,2015,20.112093133848365,21,6,Normal,1,0,-8,Decrease,-2,-33.333333333333336,Not_Likely,0,1.1111111111111112
145,145,39055,2015,3.6116609433146936,4,2,Good,0,2,23,Increase,2,50.0,Possible,1,34.28571428571429
146,146,51071,2015,12.381107551516445,13,8,Normal,1,0,4,Lightly_Increase,1,12.5,Possible,1,7.499999999999999
147,147,51073,2015,12.958758590785381,13,13,Normal,1,0,5,Lightly_Increase,1,-22.222222222222218,Not_Likely,0,3.888888888888889
148,148,51075,2015,3.9765481697634986,4,8,Good,0,0,2,Stable,0,42.307692307692314,Possible,1,23.076923076923087
149,149,21081,2015,18.434621344790433,19,11,Normal,1,1,19,Increase,2,-28.57142857142857,Not_Likely,0,1.4285714285714286
150,150,54023,2015,15.032802065542414,16,4,Normal,1,-1,-12,Decrease,-2,-14.285714285714285,Not_Likely,0,2.857142857142857
151,151,21083,2015,10.142144571361957,11,6,Normal,1,0,-2,Stable,0,33.333333333333336,Possible,1,18.888888888888893
152,152,21085,2015,15.00275702269742,16,6,Normal,1,0,-3,Stable,0,4.545454545454546,Possible,1,3.6363636363636362
153,153,51077,2015,7.014071583584482,8,4,Normal,1,0,4,Lightly_Increase,1,16.666666666666668,Possible,1,5.000000000000001
154,154,54025,2015,25.736770847507373,26,4,Critical,2,0,3,Stable,0,0.0,Not_Likely,0,7.777777777777778
155,155,39057,2015,49.14169944084826,50,7,Critical,2,0,34,Increase,2,88.8888888888889,Highly_Possible,2,49.99999999999998
156,156,42059,2015,16.832740998191827,17,6,Normal,1,0,-3,Stable,0,-10.0,Not_Likely,0,4.0
157,157,51079,2015,3.8524784630332016,4,9,Good,0,1,9,Increase,2,60.714285714285715,Highly_Possible,2,35.71428571428572
158,158,39059,2015,37.34364437849876,38,6,Critical,2,0,61,Increase,2,22.222222222222218,Possible,1,9.999999999999998
159,159,51083,2015,7.972308269030834,8,3,Normal,1,0,7,Increase,2,66.66666666666667,Highly_Possible,2,25.00000000000001
160,160,39061,2015,201.63026872371339,202,6,Critical,2,1,560,Extremely_Increase,3,0.0,Not_Likely,0,13.333333333333334
161,161,51650,2015,17.644493236523854,18,13,Normal,1,0,-9,Decrease,-2,21.875,Possible,1,6.874999999999999
162,162,39063,2015,85.43267637678557,86,6,Critical,2,0,-39,Decrease,-2,-27.777777777777782,Not_Likely,0,2.2222222222222223
163,163,51085,2015,34.50576045376981,35,9,Critical,2,0,-1,Stable,0,20.58823529411765,Possible,1,11.176470588235295
164,164,39065,2015,31.398269699216065,32,7,Critical,2,-2,-27,Decrease,-2,-45.45454545454545,Not_Likely,0,0.9090909090909091
165,165,54031,2015,10.374425174045138,11,4,Normal,1,-1,-7,Decrease,-2,30.0,Possible,1,7.0
166,166,54033,2015,58.6945763417937,59,9,Critical,2,0,10,Increase,2,-12.5,Not_Likely,0,5.0
167,167,51660,2015,8.653566013760724,9,7,Normal,1,0,2,Stable,0,58.33333333333334,Possible,1,16.66666666666667
168,168,21099,2015,1.2737587374104529,2,8,Good,0,0,2,Stable,0,-13.636363636363635,Not_Likely,0,4.545454545454546
169,169,21101,2015,1.6036980866934258,2,4,Good,0,1,18,Increase,2,-16.666666666666668,Not_Likely,0,1.6666666666666667
170,170,51087,2015,25.14104217991916,26,12,Critical,2,1,405,Extremely_Increase,3,8.333333333333334,Possible,1,6.111111111111111
171,171,51089,2015,20.976694416257576,21,4,Normal,1,0,-12,Decrease,-2,0.0,Not_Likely,0,7.142857142857143
172,172,39075,2015,7.548645844604253,8,5,Normal,1,0,6,Lightly_Increase,1,18.75,Possible,1,6.25
173,173,21107,2015,18.99335648952901,19,5,Normal,1,0,6,Lightly_Increase,1,0.0,Not_Likely,0,4.0
174,174,42061,2015,9.992185758504432,10,3,Normal,1,0,15,Increase,2,50.0,Possible,1,7.5
175,175,39077,2015,133.36579872766836,134,6,Critical,2,0,-91,Extremely_Decrease,-3,20.0,Possible,1,5.0
176,176,42063,2015,22.525662470238593,23,3,Normal,1,0,1,Stable,0,10.0,Possible,1,24.000000000000004
177,177,39079,2015,53.25919007879531,54,5,Critical,2,0,2,Stable,0,0.0,Not_Likely,0,5.454545454545454
178,178,54035,2015,7.272560980521443,8,7,Normal,1,-1,-7,Decrease,-2,-15.0,Not_Likely,0,2.0
179,179,51095,2015,3.664415270451384,4,15,Good,0,0,-3,Stable,0,-7.142857142857142,Not_Likely,0,4.285714285714285
180,180,21111,2015,460.2690275479433,461,5,Severe,3,0,-77,Extremely_Decrease,-3,-27.777777777777782,Not_Likely,0,0.0
181,181,39081,2015,36.0502183538236,37,9,Critical,2,0,3,Stable,0,10.0,Possible,1,8.0
182,182,42065,2015,6.8745772217256285,7,4,Good,0,1,10,Increase,2,7.142857142857142,Possible,1,20.0
183,183,54037,2015,1.8306920982316592,2,6,Good,0,1,13,Increase,2,50.0,Possible,1,10.0
184,184,21115,2015,23.332113113259968,24,7,Critical,2,-1,-15,Decrease,-2,-14.285714285714285,Not_Likely,0,2.1428571428571432
185,185,21117,2015,161.5135619835701,162,8,Critical,2,-1,-139,Extremely_Decrease,-3,-21.428571428571427,Not_Likely,0,2.1428571428571432
186,186,51099,2015,10.141147522637024,11,6,Normal,1,0,5,Lightly_Increase,1,16.666666666666668,Possible,1,6.666666666666667
187,187,51101,2015,12.388220486410065,13,9,Normal,1,0,9,Increase,2,-8.333333333333334,Not_Likely,0,3.3333333333333335
188,188,21119,2015,13.581999218466173,14,6,Normal,1,0,10,Increase,2,8.333333333333334,Possible,1,6.666666666666667
189,189,21121,2015,7.1013754918322265,8,5,Normal,1,0,5,Lightly_Increase,1,55.555555555555564,Possible,1,9.999999999999998
190,190,39083,2015,10.691941529770633,11,5,Normal,1,-1,-9,Decrease,-2,-25.0,Not_Likely,0,2.5
191,191,42069,2015,116.36663309837436,117,6,Critical,2,0,-78,Extremely_Decrease,-3,-18.75,Not_Likely,0,3.7500000000000004
192,192,39085,2015,439.9310942806616,440,1,Severe,3,-1,-238,Extremely_Decrease,-3,50.0,Possible,1,7.500000000000001
193,193,42071,2015,81.7252761324343,82,4,Critical,2,0,32,Increase,2,-70.0,Not_Likely,0,2.0
194,194,21125,2015,4.013430857189679,5,6,Good,0,2,31,Increase,2,10.0,Possible,1,8.999999999999998
195,195,42075,2015,82.80359471747398,83,4,Critical,2,0,-18,Decrease,-2,-7.142857142857142,Not_Likely,0,4.2857142857142865
196,196,42077,2015,4.5254740837245455,5,4,Good,0,2,37,Increase,2,18.75,Possible,1,6.25
197,197,39089,2015,35.92475103388754,36,6,Critical,2,0,33,Increase,2,-33.333333333333336,Not_Likely,0,14.444444444444448
198,198,21141,2015,2.1943869575774158,3,5,Good,0,1,11,Increase,2,-7.142857142857142,Not_Likely,0,4.2857142857142865
199,199,39091,2015,31.03399615500605,32,5,Critical,2,-1,-11,Decrease,-2,-20.0,Not_Likely,0,3.0000000000000004
200,200,54045,2015,17.855069384662908,18,5,Normal,1,1,13,Increase,2,15.0,Possible,1,6.0
201,201,51107,2015,40.56234393241266,41,9,Critical,2,-1,-17,Decrease,-2,23.33333333333333,Possible,1,6.666666666666666
202,202,51109,2015,11.296486416651426,12,7,Normal,1,-1,-10,Decrease,-2,63.33333333333334,Highly_Possible,2,27.33333333333334
203,203,21069,2015,0.4275304268286654,1,10,Good,0,1,12,Increase,2,13.333333333333336,Possible,1,5.999999999999999
204,204,51620,2015,7.54124986590309,8,5,Normal,1,0,0,Stable,0,22.72727272727273,Possible,1,9.09090909090909
205,205,51630,2015,15.281574816997972,16,8,Normal,1,0,-2,Stable,0,20.83333333333333,Possible,1,16.666666666666668
206,206,39051,2015,16.27889530699767,17,4,Normal,1,0,2,Stable,0,-8.333333333333334,Not_Likely,0,3.3333333333333335
207,207,21079,2015,12.066297593066833,13,9,Normal,1,0,7,Increase,2,-6.25,Not_Likely,0,7.5
208,208,21087,2015,16.141373625841,17,7,Normal,1,-1,-10,Decrease,-2,10.714285714285714,Possible,1,4.285714285714286
209,209,51081,2015,16.2133604662167,17,5,Normal,1,0,-5,Lightly_Decrease,-1,21.428571428571427,Possible,1,8.571428571428571
210,210,21089,2015,21.053574639980454,22,5,Normal,1,0,-2,Stable,0,12.5,Possible,1,4.166666666666667
211,211,54029,2015,11.001163503682935,12,7,Normal,1,0,2,Stable,0,16.666666666666668,Possible,1,8.333333333333332
212,212,21095,2015,18.434214935275712,19,5,Normal,1,1,14,Increase,2,31.818181818181817,Possible,1,8.18181818181818
213,213,21097,2015,31.158446303331395,32,10,Critical,2,-1,-10,Decrease,-2,-2.631578947368421,Not_Likely,0,4.2105263157894735
214,214,21103,2015,21.12281113831124,22,8,Normal,1,-1,-19,Decrease,-2,-32.142857142857146,Not_Likely,0,0.7142857142857143
215,215,39071,2015,11.341468027680975,12,7,Normal,1,1,20,Increase,2,27.777777777777782,Possible,1,28.888888888888896
216,216,51670,2015,10.062556661073218,11,13,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,6.111111111111111
217,217,21109,2015,1.4446030466411004,2,8,Good,0,0,-1,Stable,0,7.142857142857142,Possible,1,7.1428571428571415
218,218,21113,2015,8.283838991876946,9,12,Normal,1,-1,-2,Stable,0,13.333333333333336,Possible,1,6.666666666666666
219,219,54039,2015,21.25747920396743,22,4,Normal,1,1,13,Increase,2,12.5,Possible,1,6.25
220,220,21127,2015,4.5638727858403465,5,7,Good,0,1,9,Increase,2,-34.615384615384606,Not_Likely,0,2.307692307692308
221,221,42073,2015,20.47057943133355,21,5,Normal,1,0,-11,Decrease,-2,31.25,Possible,1,8.75
222,222,21129,2015,10.847293189471406,11,8,Normal,1,0,6,Lightly_Increase,1,9.375,Possible,1,5.624999999999999
223,223,21131,2015,11.016548537080446,12,10,Normal,1,0,3,Stable,0,31.818181818181817,Possible,1,8.18181818181818
