,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank
71,51059,2011,153.445683763074,154,9,Critical,2,0,-38,Decrease,-2,0.0,Not_Likely,0
72,21001,2011,6.993578976030263,7,8,Normal,1,0,3,Stable,0,-23.076923076923077,Not_Likely,0
73,51003,2011,20.850604190048283,21,7,Critical,2,-1,-11,Lightly_Decrease,-1,3.8461538461538463,Possible,1
74,51005,2011,9.3755689893082,10,7,Normal,1,0,-2,Stable,0,-8.333333333333334,Not_Likely,0
75,39003,2011,11.880654689581284,12,6,Normal,1,1,20,Increase,2,-10.0,Not_Likely,0
76,51009,2011,1.7734648529292714,2,9,Good,0,1,10,Lightly_Increase,1,3.3333333333333335,Possible,1
77,51015,2011,13.011321856004011,14,7,Normal,1,0,-7,Lightly_Decrease,-1,3.3333333333333335,Possible,1
78,51017,2011,8.183780590982897,9,7,Normal,1,0,3,Stable,0,-9.090909090909092,Not_Likely,0
79,42007,2011,20.413535084473335,21,7,Critical,2,0,2,Stable,0,20.0,Possible,1
80,39013,2011,6.270284519725981,7,8,Normal,1,0,2,Stable,0,-15.0,Not_Likely,0
81,21017,2011,11.654670595072124,12,10,Normal,1,-1,-8,Lightly_Decrease,-1,2.7777777777777777,Possible,1
82,21019,2011,138.406759154488,139,7,Critical,2,0,-92,Decrease,-2,-45.45454545454545,Not_Likely,0
83,21021,2011,3.582721655254846,4,10,Good,0,1,9,Lightly_Increase,1,36.666666666666664,Possible,1
84,51520,2011,4.880258566970563,5,3,Good,0,0,0,Stable,0,0.0,Not_Likely,0
85,51027,2011,2.018006160786997,3,5,Good,0,1,5,Stable,0,-33.333333333333336,Not_Likely,0
86,51530,2011,0.09044557761364552,1,9,Good,0,0,2,Stable,0,0.0,Not_Likely,0
87,21035,2011,4.862524441583231,5,4,Good,0,1,5,Stable,0,-20.0,Not_Likely,0
88,21037,2011,74.75799148992652,75,9,Critical,2,0,-34,Decrease,-2,53.57142857142857,Highly_Possible,2
89,51031,2011,7.374329185616712,8,6,Normal,1,0,9,Lightly_Increase,1,20.0,Possible,1
90,51035,2011,12.613559065484777,13,7,Normal,1,-1,-12,Decrease,-2,5.0,Possible,1
91,42027,2011,0.17921771262904404,1,2,Good,0,1,18,Increase,2,8.333333333333334,Possible,1
92,39021,2011,2.059877403043808,3,6,Good,0,0,3,Stable,0,0.0,Not_Likely,0
93,21049,2011,54.85580524842384,55,10,Critical,2,-1,-39,Decrease,-2,0.0,Not_Likely,0
94,51043,2011,0.4870533167932231,1,7,Good,0,1,11,Lightly_Increase,1,37.5,Possible,1
95,21051,2011,27.969085699132446,28,8,Critical,2,-2,-26,Decrease,-2,46.15384615384615,Highly_Possible,2
96,21053,2011,7.558696215980867,8,5,Normal,1,0,2,Stable,0,-12.5,Not_Likely,0
97,42035,2011,8.848918446677029,9,1,Normal,1,-1,-5,Stable,0,16.666666666666668,Possible,1
98,39031,2011,12.941265470935965,13,5,Normal,1,0,2,Stable,0,25.0,Possible,1
99,51045,2011,7.3819672718904235,8,9,Normal,1,0,-1,Stable,0,0.0,Not_Likely,0
100,51047,2011,23.769973740576066,24,10,Critical,2,0,17,Increase,2,32.142857142857146,Possible,1
101,21057,2011,11.38174855575389,12,5,Normal,1,0,-3,Stable,0,-33.333333333333336,Not_Likely,0
102,51049,2011,8.684174617967384,9,7,Normal,1,-1,-6,Lightly_Decrease,-1,5.0,Possible,1
103,39037,2011,19.416611234126925,20,4,Normal,1,-1,-16,Decrease,-2,7.142857142857143,Possible,1
104,51053,2011,3.647159932696898,4,11,Good,0,1,11,Lightly_Increase,1,-6.25,Not_Likely,0
105,21063,2011,15.791399510599554,16,8,Normal,1,0,-5,Stable,0,-17.857142857142858,Not_Likely,0
106,51600,2011,0.9418201669783512,1,8,Good,0,1,7,Lightly_Increase,1,0.0,Not_Likely,0
107,39045,2011,218.29200876973968,219,5,Critical,2,0,-131,Extremely_Decrease,-3,-7.142857142857143,Not_Likely,0
108,21005,2011,11.967458473216643,12,11,Normal,1,0,0,Stable,0,12.5,Possible,1
109,51515,2011,12.325185122851465,13,9,Normal,1,-1,-8,Lightly_Decrease,-1,11.538461538461538,Possible,1
110,42013,2011,50.65407904563036,51,2,Critical,2,0,-6,Lightly_Decrease,-1,-41.666666666666664,Not_Likely,0
111,51023,2011,18.48537606004553,19,10,Normal,1,0,-10,Lightly_Decrease,-1,0.0,Not_Likely,0
112,42015,2011,11.516925904073135,12,1,Normal,1,1,13,Increase,2,25.0,Possible,1
113,51037,2011,1.5669622531161622,2,6,Good,0,1,5,Stable,0,18.75,Possible,1
114,42041,2011,14.542203708363983,15,5,Normal,1,0,-8,Lightly_Decrease,-1,0.0,Not_Likely,0
115,42047,2011,18.1985915179946,19,4,Normal,1,-1,-13,Decrease,-2,-25.0,Not_Likely,0
116,51595,2011,1.1783573229910649,2,5,Good,0,0,4,Stable,0,-12.5,Not_Likely,0
117,21065,2011,9.100545151358872,10,10,Normal,1,0,0,Stable,0,9.375,Possible,1
118,54009,2011,4.335786001447683,5,8,Good,0,1,4,Stable,0,-3.8461538461538463,Not_Likely,0
119,21031,2011,6.195663954710281,7,6,Normal,1,0,4,Stable,0,-6.25,Not_Likely,0
120,21039,2011,12.821716910824163,13,5,Normal,1,-1,-9,Lightly_Decrease,-1,-28.571428571428573,Not_Likely,0
121,39023,2011,13.584534086692035,14,6,Normal,1,0,-4,Stable,0,13.636363636363637,Possible,1
122,54015,2011,2.444950395457796,3,6,Good,0,1,7,Lightly_Increase,1,5.555555555555555,Possible,1
123,21007,2011,5.2033758321794235,6,4,Good,0,1,1,Stable,0,-21.428571428571427,Not_Likely,0
124,51025,2011,10.666889350204574,11,6,Normal,1,-1,-6,Lightly_Decrease,-1,6.25,Possible,1
125,21033,2011,4.2529410536844345,5,7,Good,0,1,14,Increase,2,-5.0,Not_Likely,0
126,51610,2011,7.048302389548676,8,7,Normal,1,0,3,Stable,0,0.0,Not_Likely,0
127,21067,2011,102.59047241216513,103,12,Critical,2,1,120,Extremely_Increase,3,9.375,Possible,1
128,21061,2011,14.672736683484151,15,5,Normal,1,0,-4,Stable,0,-18.181818181818183,Not_Likely,0
129,51061,2011,16.572332847480293,17,10,Normal,1,1,24,Increase,2,26.470588235294116,Possible,1
130,51011,2011,2.0972889723448094,3,7,Good,0,1,4,Stable,0,11.11111111111111,Possible,1
131,39047,2011,1.4042527118097266,2,7,Good,0,1,19,Increase,2,12.5,Possible,1
132,42051,2011,75.52724164596168,76,3,Critical,2,0,-38,Decrease,-2,16.666666666666668,Possible,1
133,21071,2011,8.944374808446947,9,5,Normal,1,0,-1,Stable,0,-20.833333333333332,Not_Likely,0
134,51063,2011,9.271410996577274,10,8,Normal,1,0,2,Stable,0,7.6923076923076925,Possible,1
135,51065,2011,6.336401703318268,7,7,Normal,1,0,0,Stable,0,9.090909090909092,Possible,1
136,21073,2011,21.791504029180654,22,10,Critical,2,-2,-16,Decrease,-2,5.555555555555555,Possible,1
137,39049,2011,420.89157797804916,421,6,Severe,3,0,-131,Extremely_Decrease,-3,-42.857142857142854,Not_Likely,0
138,42055,2011,1.4606016738255243,2,3,Good,0,2,23,Increase,2,-8.333333333333334,Not_Likely,0
139,51067,2011,0.054565836266950836,1,8,Good,0,0,2,Stable,0,22.727272727272727,Possible,1
140,51069,2011,27.419183968473853,28,8,Critical,2,0,42,Increase,2,20.833333333333332,Possible,1
141,21075,2011,6.95806292916458,7,2,Normal,1,0,1,Stable,0,-30.0,Not_Likely,0
142,42057,2011,3.78644698634974,4,3,Good,0,1,5,Stable,0,16.666666666666668,Possible,1
143,51640,2011,6.4970248410873195,7,4,Normal,1,-1,-6,Lightly_Decrease,-1,10.0,Possible,1
144,39053,2011,14.748738339134352,15,6,Normal,1,0,6,Lightly_Increase,1,-11.11111111111111,Not_Likely,0
145,39055,2011,8.15860417092789,9,2,Normal,1,-1,-4,Stable,0,35.714285714285715,Possible,1
146,51071,2011,30.45991434281956,31,8,Critical,2,0,2,Stable,0,4.166666666666667,Possible,1
147,51073,2011,6.769274626873237,7,13,Normal,1,1,18,Increase,2,-5.555555555555555,Not_Likely,0
148,51075,2011,3.2229340312640566,4,8,Good,0,1,12,Increase,2,-11.538461538461538,Not_Likely,0
149,21081,2011,10.515927584194934,11,11,Normal,1,0,0,Stable,0,0.0,Not_Likely,0
150,54023,2011,7.350714142122059,8,4,Normal,1,-1,-4,Stable,0,-7.142857142857143,Not_Likely,0
151,21083,2011,13.218446767778307,14,6,Normal,1,0,-6,Lightly_Decrease,-1,-16.666666666666668,Not_Likely,0
152,21085,2011,5.636765208732624,6,6,Good,0,1,1,Stable,0,4.545454545454546,Possible,1
153,51077,2011,7.116303426719281,8,4,Normal,1,0,4,Stable,0,-8.333333333333334,Not_Likely,0
154,54025,2011,26.016878796877894,27,4,Critical,2,-1,-11,Lightly_Decrease,-1,11.11111111111111,Possible,1
155,39057,2011,19.594401886589388,20,7,Normal,1,1,8,Lightly_Increase,1,22.22222222222222,Possible,1
156,42059,2011,4.919972370941366,5,6,Good,0,0,-1,Stable,0,5.0,Possible,1
157,51079,2011,9.081789182811741,10,9,Normal,1,-1,-6,Lightly_Decrease,-1,10.714285714285714,Possible,1
158,39059,2011,21.87038651507317,22,6,Critical,2,0,3,Stable,0,0.0,Not_Likely,0
159,51083,2011,12.939862730369942,13,3,Normal,1,0,-2,Stable,0,41.666666666666664,Highly_Possible,2
160,39061,2011,609.2769832166384,610,6,Severe,3,0,125,Extremely_Increase,3,61.111111111111114,Highly_Possible,2
161,51650,2011,14.864874764931574,15,13,Normal,1,0,-4,Stable,0,-12.5,Not_Likely,0
162,39063,2011,53.63970176584404,54,6,Critical,2,0,-24,Decrease,-2,0.0,Not_Likely,0
163,51085,2011,46.695518970067,47,9,Critical,2,-1,-30,Decrease,-2,8.823529411764707,Possible,1
164,39065,2011,51.5257812325904,52,7,Critical,2,-2,-49,Decrease,-2,-9.090909090909092,Not_Likely,0
165,54031,2011,17.16866245923232,18,4,Normal,1,-1,-15,Decrease,-2,15.0,Possible,1
166,54033,2011,1.200341633296087,2,9,Good,0,1,8,Lightly_Increase,1,29.166666666666668,Possible,1
167,51660,2011,6.697380518019045,7,7,Normal,1,0,7,Lightly_Increase,1,-8.333333333333334,Not_Likely,0
168,21099,2011,9.485735800779027,10,8,Normal,1,0,-3,Stable,0,-18.181818181818183,Not_Likely,0
169,21101,2011,1.858102489587468,2,4,Good,0,1,7,Lightly_Increase,1,-16.666666666666668,Not_Likely,0
170,51087,2011,42.063481381155476,43,12,Critical,2,0,116,Extremely_Increase,3,-11.11111111111111,Not_Likely,0
171,51089,2011,13.661760641229133,14,4,Normal,1,1,9,Lightly_Increase,1,28.571428571428573,Possible,1
172,39075,2011,3.1087823224078983,4,5,Good,0,1,17,Increase,2,-25.0,Not_Likely,0
173,21107,2011,14.24150172018966,15,5,Normal,1,-1,-13,Decrease,-2,-20.0,Not_Likely,0
174,42061,2011,14.395013422768153,15,3,Normal,1,0,-4,Stable,0,6.25,Possible,1
175,39077,2011,4.833745795630927,5,6,Good,0,2,20,Increase,2,-15.0,Not_Likely,0
176,42063,2011,33.68417773594337,34,3,Critical,2,-1,-25,Decrease,-2,-10.0,Not_Likely,0
177,39079,2011,51.18756626402007,52,5,Critical,2,-1,-43,Decrease,-2,-9.090909090909092,Not_Likely,0
178,54035,2011,13.923233039708927,14,7,Normal,1,0,-2,Stable,0,-5.0,Not_Likely,0
179,51095,2011,11.145221845301409,12,15,Normal,1,-1,-10,Lightly_Decrease,-1,0.0,Not_Likely,0
180,21111,2011,711.3654041423434,712,5,Severe,3,0,-252,Extremely_Decrease,-3,-11.11111111111111,Not_Likely,0
181,39081,2011,36.21191651647449,37,9,Critical,2,-1,-24,Decrease,-2,-15.0,Not_Likely,0
182,42065,2011,14.452595281038054,15,4,Normal,1,0,-5,Stable,0,-28.571428571428573,Not_Likely,0
183,54037,2011,5.127721682308926,6,6,Good,0,1,6,Lightly_Increase,1,25.0,Possible,1
184,21115,2011,41.32538104659611,42,7,Critical,2,-1,-26,Decrease,-2,-35.714285714285715,Not_Likely,0
185,21117,2011,96.98539740938816,97,8,Critical,2,0,83,Increase,2,50.0,Highly_Possible,2
186,51099,2011,0.6859366832643087,1,6,Good,0,1,15,Increase,2,22.22222222222222,Possible,1
187,51101,2011,1.3984714395224644,2,9,Good,0,1,6,Lightly_Increase,1,-2.7777777777777777,Not_Likely,0
188,21119,2011,16.747336153278905,17,6,Normal,1,0,-10,Lightly_Decrease,-1,4.166666666666667,Possible,1
189,21121,2011,25.627149170819653,26,5,Critical,2,0,20,Increase,2,50.0,Highly_Possible,2
190,39083,2011,0.9165541406348522,1,5,Good,0,0,5,Stable,0,-12.5,Not_Likely,0
191,42069,2011,122.3655413933517,123,6,Critical,2,-1,-115,Extremely_Decrease,-3,6.25,Possible,1
192,39085,2011,217.81500543732452,218,1,Critical,2,0,-113,Extremely_Decrease,-3,25.0,Possible,1
193,42071,2011,96.69068386375605,97,4,Critical,2,1,128,Extremely_Increase,3,80.0,Highly_Possible,2
194,21125,2011,6.962327162362956,7,6,Normal,1,1,36,Increase,2,50.0,Highly_Possible,2
195,42075,2011,13.722910980175367,14,4,Normal,1,1,15,Increase,2,64.28571428571429,Highly_Possible,2
196,42077,2011,142.20509951906868,143,4,Critical,2,0,-74,Decrease,-2,0.0,Not_Likely,0
197,39089,2011,46.08616488871913,47,6,Critical,2,0,36,Increase,2,-38.888888888888886,Not_Likely,0
198,21141,2011,8.72611659359122,9,5,Normal,1,0,1,Stable,0,-14.285714285714286,Not_Likely,0
199,39091,2011,31.89503846097424,32,5,Critical,2,-1,-24,Decrease,-2,10.0,Possible,1
200,54045,2011,24.26511856689838,25,5,Critical,2,0,7,Lightly_Increase,1,-5.0,Not_Likely,0
201,51107,2011,84.23892044261497,85,9,Critical,2,-1,-75,Decrease,-2,6.666666666666667,Possible,1
202,51109,2011,10.102751534002724,11,7,Normal,1,0,1,Stable,0,0.0,Not_Likely,0
203,21069,2011,15.876047159235972,16,10,Normal,1,0,1,Stable,0,6.666666666666667,Possible,1
204,51620,2011,10.864016921040706,11,5,Normal,1,0,-3,Stable,0,-4.545454545454546,Not_Likely,0
205,51630,2011,0.3205239690857879,1,8,Good,0,1,7,Lightly_Increase,1,29.166666666666668,Possible,1
206,39051,2011,5.747062711785013,6,4,Good,0,1,13,Increase,2,41.666666666666664,Highly_Possible,2
207,21079,2011,22.583795704376275,23,9,Critical,2,-1,-6,Lightly_Decrease,-1,25.0,Possible,1
208,21087,2011,12.938433947700787,13,7,Normal,1,-1,-7,Lightly_Decrease,-1,-7.142857142857143,Not_Likely,0
209,51081,2011,8.431410355647351,9,5,Normal,1,-1,-4,Stable,0,0.0,Not_Likely,0
210,21089,2011,13.048289876750625,14,5,Normal,1,0,7,Lightly_Increase,1,-20.833333333333332,Not_Likely,0
211,54029,2011,18.358062309380106,19,7,Normal,1,0,-5,Stable,0,12.5,Possible,1
212,21095,2011,18.72263850725353,19,5,Normal,1,1,52,Increase,2,31.818181818181817,Possible,1
213,21097,2011,12.361440615365936,13,10,Normal,1,1,12,Increase,2,0.0,Not_Likely,0
214,21103,2011,7.303271045323738,8,8,Normal,1,-1,-5,Stable,0,-25.0,Not_Likely,0
215,39071,2011,26.307728207664887,27,7,Critical,2,-1,-11,Lightly_Decrease,-1,50.0,Highly_Possible,2
216,51670,2011,3.7152755890730256,4,13,Good,0,1,3,Stable,0,-11.11111111111111,Not_Likely,0
217,21109,2011,13.247535130685732,14,8,Normal,1,-1,-9,Lightly_Decrease,-1,7.142857142857143,Possible,1
218,21113,2011,12.507678536194875,13,12,Normal,1,1,36,Increase,2,3.3333333333333335,Possible,1
219,54039,2011,130.19855569006054,131,4,Critical,2,0,-42,Decrease,-2,0.0,Not_Likely,0
220,21127,2011,8.367927372391598,9,7,Normal,1,-1,-5,Stable,0,-38.46153846153846,Not_Likely,0
221,42073,2011,26.03181724262189,27,5,Critical,2,0,-4,Stable,0,43.75,Highly_Possible,2
222,21129,2011,12.565424501024784,13,8,Normal,1,-1,-12,Decrease,-2,-3.125,Not_Likely,0
223,21131,2011,6.598921229452574,7,10,Normal,1,0,11,Lightly_Increase,1,31.818181818181817,Possible,1
224,21133,2011,28.37080418029781,29,7,Critical,2,-1,-20,Decrease,-2,8.333333333333334,Possible,1
225,21135,2011,8.07871976594488,9,7,Normal,1,0,-1,Stable,0,0.0,Not_Likely,0
226,21137,2011,5.898852026285797,6,8,Good,0,1,4,Stable,0,23.076923076923077,Possible,1
227,21139,2011,8.872833488079912,9,5,Normal,1,0,6,Lightly_Increase,1,-6.25,Not_Likely,0
228,39093,2011,11.04431307398622,12,3,Normal,1,0,4,Stable,0,10.0,Possible,1
229,54019,2011,14.255098143362565,15,4,Normal,1,0,0,Stable,0,18.75,Possible,1
230,21093,2011,24.447923823289862,25,7,Critical,2,0,1,Stable,0,10.0,Possible,1
231,39073,2011,3.2428022759460085,4,4,Good,0,1,14,Increase,2,-5.0,Not_Likely,0
232,42067,2011,4.344814458872647,5,5,Good,0,1,11,Lightly_Increase,1,-11.11111111111111,Not_Likely,0
233,51105,2011,5.6985128559290255,6,4,Good,0,1,4,Stable,0,31.25,Possible,1
234,39095,2011,73.16424378410211,74,3,Critical,2,0,80,Increase,2,70.0,Highly_Possible,2
235,51111,2011,1.5431750698233548,2,6,Good,0,0,3,Stable,0,12.5,Possible,1
236,42079,2011,126.91390782220518,127,4,Critical,2,0,35,Increase,2,11.11111111111111,Possible,1
237,42081,2011,21.626239809059086,22,4,Critical,2,-1,-4,Stable,0,0.0,Not_Likely,0
238,51680,2011,8.58463210029562,9,7,Normal,1,0,4,Stable,0,9.090909090909092,Possible,1
239,21143,2011,18.97004381540911,19,6,Normal,1,-1,-15,Decrease,-2,-5.0,Not_Likely,0
240,21151,2011,84.0105173275737,85,10,Critical,2,0,26,Increase,2,3.125,Possible,1
241,51113,2011,7.668721780513427,8,7,Normal,1,0,1,Stable,0,23.333333333333332,Possible,1
242,21153,2011,4.65140863943838,5,7,Good,0,1,9,Lightly_Increase,1,-11.538461538461538,Not_Likely,0
243,39099,2011,28.47469944944041,29,4,Critical,2,1,188,Extremely_Increase,3,15.0,Possible,1
244,39101,2011,44.98419553602575,45,6,Critical,2,-2,-39,Decrease,-2,-35.0,Not_Likely,0
245,54049,2011,9.439672123469284,10,8,Normal,1,1,13,Increase,2,22.727272727272727,Possible,1
246,54051,2011,11.784737476864414,12,7,Normal,1,-1,-6,Lightly_Decrease,-1,13.636363636363637,Possible,1
247,21159,2011,27.096074440620157,28,7,Critical,2,-1,-16,Decrease,-2,-25.0,Not_Likely,0
248,51690,2011,8.944360590460649,9,5,Normal,1,-1,-4,Stable,0,28.571428571428573,Possible,1
249,21161,2011,12.346407537753098,13,10,Normal,1,1,16,Increase,2,28.571428571428573,Possible,1
250,54053,2011,5.89221900590462,6,6,Good,0,1,4,Stable,0,-5.555555555555555,Not_Likely,0
251,21145,2011,14.584866355297008,15,6,Normal,1,0,-7,Lightly_Decrease,-1,-31.25,Not_Likely,0
252,21147,2011,9.099637170006574,10,3,Normal,1,0,7,Lightly_Increase,1,43.75,Highly_Possible,2
253,54047,2011,6.836572475302839,7,4,Normal,1,-1,-4,Stable,0,-5.555555555555555,Not_Likely,0
254,42083,2011,12.144219602779348,13,1,Normal,1,0,2,Stable,0,-37.5,Not_Likely,0
255,21165,2011,6.466776331489293,7,11,Normal,1,0,6,Lightly_Increase,1,-9.375,Not_Likely,0
256,39107,2011,5.083283000779215,6,4,Good,0,1,7,Lightly_Increase,1,16.666666666666668,Possible,1
257,42053,2011,4.884106895173592,5,4,Good,0,0,-1,Stable,0,0.0,Not_Likely,0
258,39069,2011,12.095874146074571,13,5,Normal,1,0,-1,Stable,0,6.25,Possible,1
259,51093,2011,11.387802287090652,12,14,Normal,1,0,-2,Stable,0,-19.444444444444443,Not_Likely,0
